match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_shotOffTarget,stat_totalClearance,player_lastName,stat_accurateCross,stat_dispossessed,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_penaltyWon,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltyFaced,player_sofascoreId,stat_hitWoodwork,stat_penaltyConceded
11399392,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196,132,M,945955,EUR,878256000,G,1,1,False,34.0,5.0,34.0,5.0,1.0,1.0,4.0,33.0,13.0,1.0,7.0,11.0,90.0,50.0,8.5,29.0,0.00076512,0,2.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399392,home,Almere City FC,Jochem Ritmeester van de Kamp,jochem-ritmeester-van-de-kamp,J. R. v. d. Kamp,M,39,177,175,M,1157777,EUR,1067731200,D,39,39,False,20.0,15.0,1.0,1.0,4.0,4.0,11.0,18.0,5.0,,,,76.0,36.0,7.9,8.0,0.0968093,1,,Jochem van de Kamp,2.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,0.9804,0.9405,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11399392,home,Almere City FC,Joey Jacobs,joey-jacobs,J. Jacobs,D,3,183,24,M,930838,EUR,955324800,D,3,3,False,23.0,7.0,6.0,,3.0,8.0,4.0,16.0,7.0,,,,90.0,35.0,6.2,19.0,0.00616912,1,,,1.0,5.0,3.0,2.0,,,,,2.0,,,0.1052,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
11399392,home,Almere City FC,Damian van Bruggen,damian-van-bruggen,D. v. Bruggen,D,14,184,62,M,285991,EUR,827107200,D,4,4,False,10.0,8.0,2.0,2.0,5.0,7.0,3.0,3.0,,,,,86.0,21.0,6.4,3.0,0.00200888,1,,,,6.0,6.0,2.0,,,,,1.0,,1.0,0.0211,,,3.0,3.0,,,2.0,,1.0,True,1.0,4.0,,,,,,,,,,,,,,
11399392,home,Almere City FC,Loïc Mbe Soh,loic-mbe-soh,L. M. Soh,D,4,186,287,M,904992,EUR,992390400,D,5,5,False,31.0,21.0,4.0,2.0,5.0,10.0,16.0,21.0,6.0,,,,90.0,37.0,6.8,11.0,0.127124,1,,,,6.0,2.0,1.0,,,1.0,,,1.0,1.0,0.0176,0.0587,2.0,4.0,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,
11399392,home,Almere City FC,Manel Royo,manel-royo,Royo,D,23,184,35,M,867318,EUR,762393600,D,23,23,False,31.0,20.0,6.0,,9.0,10.0,12.0,28.0,5.0,,,,90.0,62.0,6.6,21.0,0.0766515,1,,,7.0,5.0,6.0,,3.0,2.0,,,,1.0,1.0,0.0182,,1.0,1.0,,,,3.0,3.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,
11399392,home,Almere City FC,Peer Koopmeiners,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,15,15,False,35.0,23.0,4.0,3.0,6.0,9.0,19.0,35.0,11.0,,,,90.0,59.0,7.2,21.0,0.113314,0,,,9.0,9.0,7.0,3.0,,,,,2.0,,,,,2.0,2.0,1.0,,,6.0,4.0,3.0,,,2.0,,2.0,1.0,1.0,,,,,,,,,,
11399392,home,Almere City FC,Thomas Robinet,thomas-robinet,T. Robinet,M,9,180,359,M,790802,EUR,840326400,M,9,9,False,18.0,14.0,1.0,1.0,7.0,8.0,7.0,11.0,3.0,,,,90.0,32.0,6.6,8.0,0.00412354,4,,,1.0,8.0,2.0,,,,2.0,1.0,,,1.0,1.032,1.5973,,4.0,1.0,,,,,1.0,,2.0,1.0,,,3.0,,1.0,1.0,,,,,,,,
11399392,home,Almere City FC,Stije Resink,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,28,28,False,28.0,15.0,3.0,1.0,6.0,9.0,9.0,21.0,10.0,,,,90.0,45.0,6.9,18.0,0.0160336,2,,Stije Resink,2.0,7.0,4.0,2.0,3.0,2.0,,,,1.0,1.0,0.2642,,1.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,
11399392,home,Almere City FC,Rajiv Van La Parra,rajiv-van-la-parra,R. V. L. Parra,M,7,181,101,M,38096,EUR,675993600,F,27,27,False,12.0,10.0,,,2.0,2.0,8.0,12.0,4.0,,,,62.0,24.0,6.8,10.0,0.0277178,0,,,2.0,5.0,4.0,,2.0,1.0,,,,4.0,1.0,,,1.0,3.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,
11399392,home,Almere City FC,Kornelius Normann,kornelius-hansen,K. Hansen,M,11,175,64,M,989864,EUR,989107200,F,17,17,False,19.0,14.0,,,2.0,4.0,12.0,16.0,4.0,,,,86.0,31.0,6.5,13.0,0.0270523,1,,,1.0,7.0,3.0,1.0,3.0,1.0,,,,1.0,1.0,0.0732,,,2.0,1.0,,,,,,,1.0,,,,2.0,,,3.0,,,,,,,,
11399392,home,Almere City FC,Lance Duijvestijn,lance-duijvestijn,L. Duijvestijn,M,70,179,148,M,946505,EUR,916358400,M,10,10,True,12.0,9.0,1.0,,,2.0,9.0,11.0,3.0,,,,28.0,17.0,7.0,5.0,0.127347,1,,,1.0,3.0,,,,,1.0,,,1.0,,0.0417,0.3894,1.0,3.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,
11399392,home,Almere City FC,Álvaro Peña,alvaro-pena,Á. Peña,M,23,178,37,M,294351,EUR,688262400,M,6,6,True,6.0,5.0,,,1.0,1.0,4.0,5.0,2.0,,,,14.0,8.0,6.5,1.0,0.00840511,0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11399392,home,Almere City FC,Christopher Mamengi,christopher-mamengi,C. Mamengi,D,,182,33,M,929632,EUR,986256000,D,25,25,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,10.0,3.0,6.4,,0.00066817,0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
11399392,home,Almere City FC,Yann Kitala,yann-kitala,Y. Kitala,F,29,186,89,M,857762,EUR,892080000,F,11,11,True,1.0,,,,,,,2.0,,,,,10.0,4.0,6.6,2.0,,0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11399392,home,Almere City FC,Stijn Keller,stijn-keller,S. Keller,G,,195,15,M,993928,EUR,955324800,G,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399392,home,Almere City FC,Samuel Sahin-Radlinger,samuel-sahin-radlinger,S. Sahin-Radlinger,G,1,198,96,M,66340,EUR,721094400,G,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399392,home,Almere City FC,Sherel Floranus,sherel-floranus,S. Floranus,D,2,181,189,M,803021,EUR,903830400,D,2,2,True,,,,,,,,,,,,,,,,,,0,,Sherel,,,,,,,,,,,,,,,,,,,,,,,,,Floranus,,,,,,,,,,,,,
