match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
10382249,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,25.0,13.0,22.0,11.0,3.0,6.0,10.0,19.0,12.0,1.0,3.0,7.0,90.0,38.0,7.5,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382249,home,PSV Eindhoven,Phillipp Mwene,,,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,D,29,29,False,23.0,20.0,1.0,1.0,12.0,12.0,8.0,13.0,8.0,,,,90.0,38.0,6.9,5.0,0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382249,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,False,46.0,36.0,9.0,4.0,22.0,24.0,14.0,22.0,3.0,,,,90.0,52.0,7.0,10.0,0,,1.0,1.0,5.0,1.0,3.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10382249,home,PSV Eindhoven,Jarrad Branthwaite,,,jarrad-branthwaite,J. Branthwaite,D,32,195,2596,M,979563,EUR,1025136000,D,22,22,False,37.0,31.0,2.0,2.0,19.0,23.0,12.0,14.0,5.0,,,,90.0,43.0,7.0,6.0,1,,,2.0,6.0,2.0,1.0,1.0,,5.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10382249,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171,1141,M,893499,EUR,925948800,D,17,17,False,35.0,29.0,2.0,,13.0,13.0,17.0,26.0,12.0,,,,90.0,57.0,6.5,13.0,0,4.0,1.0,6.0,5.0,3.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,
10382249,home,PSV Eindhoven,Xavi Simons,,,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,7,7,False,33.0,27.0,1.0,1.0,10.0,12.0,17.0,21.0,2.0,,,,87.0,58.0,7.8,15.0,3,,,4.0,11.0,,5.0,,1.0,2.0,,,,1.0,1.0,,1.0,6.0,4.0,,XaviSimons,2.0,1.0,5.0,,,,,,,,
10382249,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,47.0,39.0,4.0,2.0,12.0,14.0,30.0,38.0,5.0,,,,86.0,68.0,7.7,12.0,3,5.0,,5.0,7.0,2.0,4.0,1.0,2.0,,,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,
10382249,home,PSV Eindhoven,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10131,M,843754,EUR,881020800,M,6,6,False,54.0,41.0,8.0,4.0,14.0,18.0,27.0,36.0,9.0,,,,90.0,63.0,7.3,14.0,1,,2.0,7.0,4.0,1.0,1.0,,1.0,1.0,,,,,4.0,,1.0,2.0,2.0,,ibrahim_sangare,1.0,,,1.0,1.0,,,,,,
10382249,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,F,27,27,False,20.0,14.0,,,4.0,6.0,13.0,18.0,,,,,63.0,35.0,7.8,11.0,1,4.0,1.0,4.0,,,,,2.0,,,,2.0,,1.0,3.0,,1.0,,,johanbakayoko,1.0,,3.0,2.0,2.0,,,,,,
10382249,home,PSV Eindhoven,Luuk de Jong,,,luuk-de-jong,L. de Jong,F,26,188,8572,M,40878,EUR,651715200,F,9,9,False,33.0,24.0,,,5.0,6.0,19.0,27.0,6.0,,,,90.0,48.0,7.3,14.0,3,,1.0,5.0,6.0,3.0,,,,4.0,1.0,,2.0,1.0,,,2.0,,,2.0,luukdejong9,2.0,1.0,3.0,,,True,1.0,1.0,,,
10382249,home,PSV Eindhoven,Fábio Silva,,,fabio-silva,F. Silva,F,21,185,5315,M,954076,EUR,1027036800,F,10,10,False,21.0,15.0,2.0,1.0,4.0,6.0,11.0,16.0,3.0,,,,77.0,39.0,7.9,10.0,2,1.0,,6.0,3.0,2.0,1.0,,3.0,,1.0,1.0,1.0,,2.0,,,3.0,,2.0,fabio.silva,2.0,1.0,,,1.0,,,,,,
10382249,home,PSV Eindhoven,Patrick van Aanholt,,,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,30,30,True,7.0,5.0,,,2.0,2.0,3.0,6.0,1.0,,,,27.0,10.0,6.6,3.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
