match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,captain,stat_outfielderBlock,stat_accurateCross,stat_wonContest,stat_wasFouled,stat_totalOffside,stat_bigChanceCreated,stat_dispossessed,stat_punches,stat_goals
11352253,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,33.0,21.0,20.0,9.0,13.0,15.0,8.0,18.0,3.0,1.0,1.0,90.0,36.0,6.7,12.0,0.0,0.0,0.0131578,1.0,0,0.1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352253,home,Everton,Nathan Patterson,patterson-nathan,N. Patterson,D,2,189,661,M,,1020141,EUR,1003190400,D,2,2,False,39.0,22.0,7.0,1.0,5.0,8.0,17.0,33.0,2.0,,,90.0,70.0,6.5,25.0,0.3088,0.0,0.0121954,,3,,Nathan,Patterson,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
11352253,home,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,,110846,EUR,726710400,D,5,5,False,52.0,46.0,7.0,5.0,30.0,31.0,16.0,21.0,6.0,,,90.0,62.0,7.3,7.0,0.0428,0.1073,0.0157,,2,,,,,4.0,1.0,4.0,3.0,,,,,,,3.0,2.0,2.0,1.0,,2.0,1.0,,,,,,,,,,
11352253,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,36.0,27.0,10.0,4.0,17.0,17.0,10.0,19.0,3.0,,,90.0,46.0,6.9,9.0,0.0407,0.0,0.0316661,,1,,,,,2.0,2.0,5.0,2.0,1.0,,,1.0,,,3.0,4.0,,,3.0,,,True,1.0,,,,,,,,
11352253,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,D,18,18,False,31.0,22.0,8.0,1.0,11.0,12.0,13.0,25.0,3.0,,,90.0,56.0,6.6,17.0,0.0,0.0,0.0983086,,0,,,,6.0,,2.0,3.0,4.0,,2.0,,,,,3.0,,1.0,1.0,2.0,,,,,2.0,1.0,,,,,,
11352253,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,28.0,22.0,1.0,1.0,6.0,8.0,17.0,27.0,6.0,,,83.0,48.0,7.3,15.0,0.0,0.0,0.00759156,1.0,0,,,,7.0,,,2.0,7.0,1.0,4.0,,,,,,1.0,1.0,1.0,,,2.0,,,1.0,3.0,3.0,1.0,,,,
11352253,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,53.0,47.0,1.0,1.0,26.0,26.0,21.0,29.0,15.0,,,90.0,72.0,7.1,10.0,0.0578,0.0,0.0318173,1.0,2,,,,2.0,2.0,,5.0,6.0,1.0,,,,2.0,,2.0,1.0,6.0,2.0,2.0,,1.0,,,,,,,,,,
11352253,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,31.0,27.0,3.0,3.0,7.0,7.0,20.0,24.0,4.0,,,90.0,40.0,7.7,6.0,0.0546,0.0546,0.378906,3.0,1,,,,,2.0,1.0,6.0,3.0,1.0,,,,,,1.0,1.0,,,3.0,1.0,1.0,,,,,2.0,,2.0,,,
11352253,home,Everton,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,alexanderiwobi,352770,EUR,831081600,M,17,17,False,22.0,19.0,6.0,4.0,5.0,5.0,16.0,23.0,5.0,,,90.0,48.0,7.6,14.0,0.3208,0.3972,0.279266,3.0,4,,,,6.0,,,2.0,4.0,,4.0,,1.0,1.0,,,1.0,1.0,,,2.0,3.0,,,2.0,3.0,,2.0,,1.0,,
11352253,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,F,16,16,False,26.0,22.0,,,6.0,8.0,16.0,19.0,3.0,,,90.0,37.0,6.8,8.0,0.5644,0.8356,0.105027,3.0,2,,,,1.0,2.0,1.0,4.0,1.0,,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,
11352253,home,Everton,Neal Maupay,neal-maupay,N. Maupay,F,17,171,2370,M,,268903,EUR,839980800,F,13,13,False,9.0,8.0,,,5.0,5.0,3.0,4.0,4.0,,,72.0,21.0,6.2,6.0,1.348,1.9159,0.00085052,1.0,4,,,,,1.0,,5.0,,1.0,,2.0,1.0,,,1.0,,,,1.0,3.0,3.0,,,,,,2.0,,2.0,,
11352253,home,Everton,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178,3536,M,,827064,EUR,854668800,F,10,10,True,4.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,,,,18.0,8.0,6.6,3.0,0.0,0.0,0.0056648,1.0,0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,
11352253,home,Everton,Lewis Dobbin,lewis-dobbin,L. Dobbin,F,17,175,462,M,,998832,EUR,1041552000,F,61,61,True,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,14.0,6.0,6.6,1.0,0.0,0.0,0.00089831,,0,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,
11352253,home,Everton,João Virgínia,joao-virginia,J. Virgínia,G,12,191,815,M,,930666,EUR,939513600,G,12,12,True,,,,,,,,,,,,,,,,,0.0,,,0,,João,Virgínia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352253,home,Everton,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183,614,M,,754698,EUR,884822400,D,22,22,True,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352253,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,True,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352253,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,True,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352253,home,Everton,Tyler Onyango,tyler-onyango,T. Onyango,M,24,190,344,M,,1004342,EUR,1046736000,M,62,62,True,,,,,,,,,,,,,,,,,0.0,,,0,,Tyler,Onyango,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352253,home,Everton,André Gomes,andre-gomes,A. Gomes,M,26,188,1679,M,,235460,EUR,743990400,M,21,21,True,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352253,home,Everton,Thomas Cannon,cannon-thomas,T. Cannon,F,7,182,566,M,,1005766,EUR,1041033600,F,47,47,True,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352253,away,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,,103335,EUR,699667200,G,17,17,False,47.0,39.0,12.0,4.0,35.0,35.0,4.0,12.0,15.0,8.0,9.0,90.0,68.0,9.5,8.0,0.0,0.0,0.00166459,,0,3.3106,,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,2.0,
11352253,away,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,,190877,EUR,813196800,D,2,2,False,59.0,48.0,3.0,2.0,33.0,38.0,16.0,23.0,4.0,,,90.0,86.0,7.5,16.0,0.0,0.0,0.0243685,1.0,0,,,,2.0,,,5.0,3.0,1.0,2.0,,,,,4.0,2.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,1.0,,
11352253,away,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,,825719,EUR,852768000,D,31,31,False,80.0,73.0,3.0,2.0,50.0,56.0,23.0,24.0,4.0,,,90.0,92.0,7.4,7.0,0.0,0.0,0.0108271,,0,,,,,1.0,2.0,2.0,3.0,1.0,,,,,,9.0,,1.0,,,,,,1.0,,,,,,,,
11352253,away,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,548,M,,118179,EUR,560390400,D,13,13,False,69.0,62.0,6.0,4.0,44.0,46.0,18.0,23.0,6.0,,,90.0,76.0,7.1,8.0,0.0,0.0,0.00347059,,0,,,,,2.0,3.0,2.0,3.0,,,,,,,5.0,,,,,,,,,,,,,,,,
