match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_interceptionWon,stat_totalCross,stat_dispossessed,stat_wonTackle,stat_errorLeadToAShot,player_firstName,player_lastName,stat_wonContest,captain,stat_accurateCross,stat_keyPass,stat_totalOffside,stat_onTargetScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_hitWoodwork
12624923,home,Al-Taawoun,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183,100,M,925459,EUR,857174400,G,13,13,False,29.0,22.0,9.0,2.0,0.0,20.0,23.0,2.0,6.0,5.0,1.0,1.0,90.0,32.0,6.9,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624923,home,Al-Taawoun,Fahad Bin Jumayah,fahad-bin-jumayah,F. B. Jumayah,D,14,170,22,M,893514,EUR,800064000,D,14,14,False,61.0,57.0,4.0,2.0,0.0,31.0,32.0,26.0,29.0,4.0,,,90.0,84.0,6.9,9.0,0,2.0,2.0,7.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12624923,home,Al-Taawoun,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186,274,M,794836,EUR,698284800,D,3,3,False,77.0,64.0,16.0,6.0,0.0,48.0,50.0,16.0,27.0,6.0,,,90.0,88.0,7.2,14.0,0,,1.0,1.0,3.0,,,4.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
12624923,home,Al-Taawoun,Waleed Al-Ahmed,waleed-al-ahmed,W. Al-Ahmed,D,23,189,197,M,978400,EUR,925689600,D,23,23,False,56.0,52.0,10.0,9.0,0.0,36.0,39.0,16.0,17.0,2.0,,,50.0,67.0,6.4,5.0,1,,2.0,2.0,3.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12624923,home,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172,581,M,1118494,EUR,978912000,D,8,8,False,53.0,43.0,5.0,2.0,0.0,19.0,23.0,24.0,31.0,9.0,,,90.0,74.0,7.1,14.0,0,3.0,1.0,7.0,8.0,1.0,,2.0,,4.0,3.0,1.0,1.0,,4.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,
12624923,home,Al-Taawoun,Ahmed Bahusayn,ahmed-bahusayn,A. Bahusayn,M,29,170,41,M,1113791,EUR,981676800,M,29,29,False,35.0,30.0,1.0,1.0,0.0,5.0,5.0,25.0,32.0,,,,53.0,44.0,6.7,10.0,0,1.0,,3.0,2.0,,2.0,1.0,,,1.0,1.0,,,,2.0,1.0,,,Ahmed Bahusayn,,1.0,,,,,,,,,
12624923,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183,1641,M,788348,EUR,832896000,M,18,18,False,92.0,83.0,13.0,10.0,0.0,42.0,43.0,41.0,49.0,9.0,,,90.0,100.0,7.3,9.0,0,1.0,3.0,3.0,5.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,True,,,,,,,,
12624923,home,Al-Taawoun,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178,1037,M,143786,EUR,586396800,M,76,76,False,71.0,61.0,8.0,7.0,0.0,21.0,23.0,41.0,49.0,2.0,,,90.0,92.0,7.9,14.0,1,4.0,2.0,6.0,11.0,1.0,,,,4.0,6.0,3.0,1.0,1.0,1.0,1.0,,2.0,,,,,,1.0,3.0,,,,,,
12624923,home,Al-Taawoun,Mohammed Al-Kuwaykibi,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168,101,M,847233,EUR,786326400,F,7,7,False,4.0,3.0,,,0.0,1.0,2.0,2.0,4.0,2.0,,,19.0,11.0,6.6,5.0,0,,,2.0,2.0,,1.0,,,,1.0,,,,,2.0,2.0,,,,,1.0,,,,,,,,,
12624923,home,Al-Taawoun,Roger Martínez,roger-martinez,R. Martínez,F,10,180,2161,M,344243,EUR,772329600,F,38,38,False,16.0,13.0,,,0.0,,,13.0,16.0,,,,76.0,27.0,6.9,7.0,0,,,3.0,4.0,,3.0,1.0,,,1.0,1.0,1.0,,,,2.0,,,,,3.0,,,,1.0,,,,,
