match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_totalContest,captain,stat_bigChanceCreated,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,stat_hitWoodwork,stat_accurateCross,player_lastName,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,player_sofascoreId
14572771,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,51.0,33.0,28.0,10.0,0.0,25.0,26.0,8.0,25.0,1.0,1.0,2.0,11.0,1.0,2.0,1.0,90.0,56.0,7.2,18.0,0.00927211,0.0771,0,0.0525,0.24,0.02,0.35,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572771,home,SC Freiburg,Philipp Treu,treu-philipp,P. Treu,M,29,172,176,M,979820,EUR,975801600,D,29,29,False,33.0,29.0,2.0,1.0,0.0,16.0,17.0,13.0,16.0,1.0,6.0,1.0,3.0,,,,90.0,48.0,7.3,9.0,0.347909,,1,,0.46,0.2,-0.05,,2.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0396,1.0,-0.04,,,,,,,,,,,,,,,,,,,
14572771,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,886,M,142259,EUR,758937600,D,28,28,False,65.0,60.0,7.0,4.0,0.0,37.0,39.0,23.0,26.0,4.0,4.0,3.0,5.0,,,,90.0,72.0,7.6,5.0,0.022451,,0,,0.25,-0.07,0.37,,,1.0,4.0,,,,,2.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
14572771,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,691,M,576266,EUR,837043200,D,3,3,False,78.0,68.0,8.0,3.0,0.0,49.0,53.0,19.0,25.0,,4.0,4.0,5.0,,,,90.0,93.0,7.1,18.0,0.0122037,,0,,0.08,0.19,0.18,,1.0,2.0,3.0,2.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
14572771,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,354,M,142231,EUR,730857600,D,30,30,False,26.0,22.0,1.0,,1.0,8.0,9.0,14.0,17.0,,3.0,2.0,2.0,,,,90.0,39.0,7.3,7.0,0.282215,,0,,0.46,0.06,-0.03,,1.0,,1.0,1.0,2.0,,,1.0,,,,,,1.0,,,,True,1.0,,,,,,,,,,,,,,,
14572771,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,40.0,38.0,4.0,3.0,0.0,11.0,11.0,27.0,29.0,1.0,3.0,1.0,6.0,,,,90.0,53.0,7.7,4.0,0.128204,,3,,0.51,0.24,-0.01,,,,4.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,0.4977,1.0,0.09,,2.0,,,2.0,1.0,2.0,1.0,0.6579,,,,,,,,,,
14572771,home,SC Freiburg,Johan Manzambi,johan-manzambi,J. Manzambi,M,44,182,2012,M,1518931,EUR,1129248000,M,44,44,False,36.0,35.0,,,0.0,14.0,14.0,21.0,22.0,,4.0,,8.0,,,,66.0,49.0,7.7,4.0,0.260203,,1,,0.4,0.45,0.17,,,1.0,7.0,,,1.0,,2.0,2.0,,2.0,1.0,0.0576,1.0,-0.21,,5.0,,1.0,2.0,,,,,Johan Manzambi,1.0,,,,,,,,
14572771,home,SC Freiburg,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1026,M,836711,EUR,915408000,M,19,19,False,16.0,12.0,1.0,1.0,0.0,5.0,5.0,7.0,11.0,1.0,2.0,,1.0,,,,52.0,28.0,6.9,9.0,0.0302846,,1,,-0.23,0.11,0.15,,3.0,1.0,6.0,,,,,2.0,2.0,2.0,2.0,,0.0948,1.0,-0.32,,2.0,,,1.0,,1.0,,0.263,,,1.0,,,,,,,
14572771,home,SC Freiburg,Yuito Suzuki,yuito-suzuki,Y. Suzuki,F,14,175,2197,M,1020422,EUR,1003968000,M,14,14,False,24.0,19.0,,,0.0,5.0,5.0,14.0,19.0,2.0,6.0,,3.0,,,,75.0,37.0,7.7,9.0,0.104314,,3,,0.02,0.11,-0.08,,,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,0.4179,2.0,0.51,,4.0,,,3.0,,3.0,,0.8806,,,,,1.0,,,,,
14572771,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2064,M,171961,EUR,734140800,M,32,32,False,31.0,28.0,3.0,1.0,0.0,15.0,15.0,13.0,16.0,,,3.0,7.0,,,,75.0,46.0,8.1,12.0,0.0192794,,1,,0.19,0.09,0.2,,8.0,,1.0,,,,1.0,,,1.0,1.0,,0.0669,1.0,0.56,,,,,,,1.0,,0.0847,,,,,1.0,,,,,
