match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_errorLeadToAGoal,stat_wasFouled,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_goals,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_dispossessed
12530817,home,Kayserispor,Onurcan Piri,onurcan-piri,O. Piri,G,1,190,61,M,213542,EUR,780710400,G,1,1,False,27.0,16.0,19.0,8.0,0.0,11.0,12.0,5.0,15.0,1.0,8.0,1.0,1.0,4.0,1.0,6.0,90.0,41.0,7.1,14.0,0.00321513,0,-0.6221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530817,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,D,11,11,False,37.0,25.0,9.0,6.0,0.0,11.0,16.0,14.0,26.0,3.0,10.0,1.0,,,,,90.0,83.0,7.5,23.0,0.313297,1,,True,5.0,2.0,5.0,4.0,13.0,1.0,3.0,2.0,1.0,1.0,4.0,6.0,3.0,0.0267,0.0325,2.0,,,,,,,,,,,,,,,,,
12530817,home,Kayserispor,Joseph Attamah,joseph-attamah,J. Attamah,D,3,180,183,M,332963,EUR,769564800,D,3,3,False,30.0,18.0,12.0,5.0,0.0,12.0,15.0,6.0,15.0,5.0,2.0,,,,,,90.0,38.0,5.9,12.0,0.00465626,1,,,,1.0,2.0,2.0,2.0,1.0,,,,,,,,0.0741,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,
12530817,home,Kayserispor,Julian Jeanvier,julian-jeanvier,J. Jeanvier,D,,183,619,M,250477,EUR,702000000,D,17,17,False,38.0,32.0,5.0,4.0,0.0,26.0,29.0,6.0,9.0,6.0,8.0,1.0,,,,,90.0,56.0,7.0,7.0,0.00445327,1,,,,1.0,1.0,1.0,4.0,,,,,1.0,6.0,3.0,3.0,0.0947,0.2654,,,,,,,,,,,,,,,,,,
12530817,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,23,23,False,29.0,24.0,3.0,1.0,0.0,15.0,19.0,9.0,10.0,,2.0,,,,,,83.0,38.0,5.7,6.0,0.0106297,0,,,,1.0,1.0,1.0,3.0,,,,,,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,
12530817,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,8,8,False,45.0,37.0,7.0,4.0,1.0,15.0,15.0,25.0,37.0,1.0,1.0,,,,,,90.0,62.0,7.3,14.0,0.483527,2,,,7.0,,1.0,2.0,4.0,1.0,1.0,,1.0,,1.0,2.0,1.0,0.0585,,4.0,,,1.0,,,,,1.0,3.0,1.0,,,,,,,
12530817,home,Kayserispor,Ali Karimi,ali-karimi,A. Karimi,M,24,186,411,M,803869,EUR,760924800,M,6,6,False,35.0,20.0,6.0,,0.0,10.0,12.0,10.0,24.0,1.0,,1.0,,,,,58.0,44.0,6.3,17.0,0.00712184,0,,,1.0,1.0,6.0,6.0,8.0,3.0,,,,,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,
12530817,home,Kayserispor,Aylton Boa Morte,aylton-boa-morte,A. B. Morte,M,10,182,83,M,883918,EUR,748742400,M,70,70,False,19.0,12.0,2.0,1.0,0.0,2.0,3.0,10.0,18.0,,2.0,4.0,,,,,90.0,36.0,6.0,14.0,0.021536,5,,,2.0,1.0,,2.0,2.0,,3.0,2.0,,1.0,1.0,,,0.9613,0.8686,,,,1.0,,,,,,,3.0,2.0,1.0,,,,,
12530817,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,M,7,7,False,24.0,18.0,1.0,1.0,0.0,6.0,6.0,12.0,19.0,1.0,1.0,3.0,,,,,76.0,33.0,6.4,11.0,0.0864884,1,,,1.0,1.0,,2.0,,,1.0,,,,,,,0.0582,,1.0,,,1.0,,,,,,,,,3.0,,,,,
12530817,home,Kayserispor,Hasan Ali Kaldırım,hasan-ali-kaldirim,H. A. Kaldırım,D,3,182,94,M,39847,EUR,629164800,M,33,33,False,24.0,16.0,4.0,2.0,0.0,6.0,8.0,10.0,18.0,1.0,4.0,,,,,,90.0,31.0,6.3,12.0,0.0272476,0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
12530817,home,Kayserispor,Stéphane Bahoken,stephane-bahoken,S. Bahoken,F,,185,234,M,153220,EUR,707011200,F,13,13,False,12.0,9.0,,,0.0,4.0,4.0,5.0,10.0,1.0,,2.0,,,,,83.0,27.0,7.7,7.0,0.0616809,3,,,2.0,6.0,1.0,9.0,2.0,1.0,1.0,1.0,,3.0,1.0,,,0.4245,1.6293,1.0,,,,1.0,,2.0,,,,,,,1.0,,,,
12530817,home,Kayserispor,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,403,M,98003,EUR,681523200,M,10,10,True,14.0,10.0,,,0.0,4.0,4.0,6.0,11.0,,1.0,3.0,,,,,32.0,22.0,6.6,8.0,0.0121607,0,,,1.0,,,2.0,2.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,
12530817,home,Kayserispor,Yaw Ackah,yaw-ackah,Y. Ackah,M,79,169,85,M,984096,EUR,928195200,M,79,79,True,12.0,10.0,1.0,,0.0,6.0,7.0,4.0,5.0,,6.0,,,,,,14.0,16.0,6.8,2.0,0.00238863,1,,,,,,1.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,0.0275,,,,,1.0,,,,,1.0,,,,,,,,,
