match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_wonContest,stat_totalTackle,stat_keyPass,stat_totalCross,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_errorLeadToAShot,stat_errorLeadToAGoal
14109680,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196.0,107,M,934201,EUR,966988800,G,71,71,False,26.0,18.0,14.0,6.0,0.0,15.0,17.0,3.0,9.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,90.0,31.0,6.5,8.0,0.00057841,0.4996,0,-0.7017,0.06,0.01,-0.19,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109680,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187.0,127,M,904228,EUR,908409600,D,4,4,False,85.0,82.0,2.0,2.0,0.0,59.0,60.0,23.0,25.0,1.0,2.0,4.0,4.0,,,,90.0,96.0,6.6,5.0,0.0112978,,0,,0.21,0.16,-0.35,,,,6.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14109680,home,Gaziantep FK,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,23,188.0,911,M,851909,EUR,945388800,D,23,23,False,70.0,68.0,,,0.0,50.0,50.0,18.0,20.0,3.0,6.0,5.0,1.0,,,,90.0,83.0,6.7,4.0,0.00810228,,0,,0.24,0.08,-0.39,,,,4.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14109680,home,Gaziantep FK,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,77,169.0,248,M,234232,EUR,762825600,D,77,77,False,83.0,81.0,3.0,2.0,0.0,38.0,38.0,43.0,45.0,,9.0,,7.0,,,,79.0,99.0,7.7,4.0,0.0171628,,1,,0.35,0.14,-0.03,,,,4.0,1.0,1.0,,,,2.0,2.0,,,7.0,1.0,1.0,1.0,5.0,0.0215,0.1379,0.0,,,,,,,,,,,,
14109680,home,Gaziantep FK,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,6,178.0,97,M,828872,EUR,824601600,M,6,6,False,39.0,39.0,1.0,1.0,0.0,22.0,22.0,17.0,17.0,,4.0,,1.0,,,,62.0,48.0,6.8,4.0,0.00865198,,0,,-0.08,0.13,-0.07,,,,5.0,3.0,1.0,,1.0,2.0,,,,,4.0,,,,3.0,,,,1.0,,,,,,,,,,,
14109680,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177.0,793,M,180511,EUR,647395200,M,44,44,False,96.0,92.0,10.0,9.0,1.0,51.0,53.0,41.0,43.0,,,,2.0,,,,90.0,111.0,7.5,11.0,0.10592,,1,,0.45,0.2,-0.15,,,,1.0,1.0,,,,2.0,,1.0,,,,3.0,5.0,,,0.0553,,0.02,,True,1.0,1.0,,,,,,,,
14109680,home,Gaziantep FK,Luis Pérez,luis-perez,L. Pérez,D,2,173.0,259,M,843180,EUR,791856000,F,2,2,False,61.0,57.0,5.0,4.0,0.0,20.0,20.0,37.0,41.0,,3.0,3.0,1.0,,,,90.0,83.0,8.0,5.0,0.624851,,1,,0.73,-0.01,0.27,,,,1.0,,,1.0,1.0,,1.0,,1.0,,2.0,3.0,2.0,,2.0,0.0108,,-0.08,,,1.0,1.0,1.0,,,,,,,
14109680,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182.0,3151,M,984602,EUR,1066262400,M,10,10,False,48.0,45.0,1.0,1.0,0.0,8.0,9.0,37.0,39.0,1.0,6.0,,4.0,,,,90.0,64.0,8.0,8.0,0.0812701,,2,,0.28,0.31,-0.11,,,,2.0,,1.0,,1.0,3.0,4.0,,1.0,,1.0,1.0,1.0,1.0,,0.1505,0.2802,0.46,,,,,,1.0,1.0,,,,,
14109680,home,Gaziantep FK,Drissa Camara,drissa-camara,D. Camara,M,3,179.0,601,M,958167,EUR,1013990400,M,3,3,False,40.0,36.0,1.0,1.0,1.0,10.0,11.0,26.0,29.0,1.0,3.0,2.0,6.0,,,,80.0,60.0,8.3,8.0,0.147914,,8,,-0.11,0.53,0.16,,,,2.0,,,,,3.0,1.0,2.0,,,1.0,2.0,,3.0,1.0,0.8647,1.2973,0.45,,,1.0,2.0,,3.0,1.0,2.0,,,,
14109680,home,Gaziantep FK,Christophe Lungoyi,christophe-lungoyi,C. Lungoyi,F,11,180.0,197,M,883355,EUR,962668800,F,11,11,False,30.0,23.0,,,1.0,2.0,2.0,21.0,28.0,,8.0,,1.0,,,,80.0,48.0,7.7,12.0,0.160579,,5,,0.3,0.71,-0.02,,,,6.0,,7.0,,,,3.0,2.0,,5.0,,4.0,,,,0.2128,,-0.21,2.0,,1.0,3.0,,2.0,,,,,,
14109680,home,Gaziantep FK,Mohamed Bayo,mohamed-bayo,M. Bayo,F,9,188.0,4449,M,909318,EUR,896918400,F,9,9,False,12.0,7.0,,,0.0,2.0,3.0,5.0,9.0,1.0,4.0,,1.0,,,,74.0,24.0,7.2,10.0,0.00213125,,2,,-0.1,-0.06,-0.01,,,,3.0,,3.0,,,3.0,,,1.0,3.0,,,,1.0,,0.2947,0.5124,0.5,2.0,,,1.0,,,1.0,,mohamedbayo27,1.0,,
14109680,home,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180.0,427,M,228342,EUR,656985600,M,5,5,True,35.0,33.0,1.0,1.0,0.0,18.0,19.0,15.0,16.0,,2.0,,4.0,,,,28.0,38.0,6.5,2.0,0.010068,,1,,0.01,0.09,-0.11,,,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,0.0177,0.5017,-0.04,,,,,,,,,,,,
14109680,home,Gaziantep FK,Yusuf Kabadayi,yusuf-kabadayi,Y. Kabadayi,M,32,186.0,411,M,1130113,EUR,1075680000,F,32,32,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,2.0,,,,,,16.0,9.0,6.7,3.0,0.00079539,,1,,-0.04,0.36,0.0,,,,1.0,,,,,2.0,,1.0,,,2.0,,,1.0,2.0,0.1051,0.7573,-0.54,,,,,,,,,,,,
14109680,home,Gaziantep FK,Rob Nizet,rob-nizet,R. Nizet,D,,177.0,74,M,964758,EUR,1018742400,D,38,38,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,,,,11.0,9.0,6.3,1.0,0.00113732,,0,,0.0,-0.03,-0.33,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14109680,home,Gaziantep FK,Juninho Bacuna,juninho-bacuna,J. Bacuna,M,4,178.0,542,M,788971,EUR,870912000,M,7,7,True,3.0,2.0,,,0.0,,,2.0,3.0,,1.0,,,,,,10.0,7.0,6.3,2.0,0.00164783,,0,,-0.08,0.02,-0.11,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
14109680,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,18,175.0,703,M,797602,EUR,872812800,F,18,18,True,1.0,1.0,,,0.0,,,1.0,1.0,,1.0,,1.0,,,,10.0,5.0,6.5,3.0,0.0013024,,0,,0.05,-0.05,0.13,,,,3.0,,2.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,
14109680,home,Gaziantep FK,Zafer Görgen,zafer-gorgen,Z. Görgen,G,20,188.0,71,M,930907,EUR,951091200,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109680,home,Gaziantep FK,Semih Güler,semih-guler,S. Güler,D,6,184.0,112,M,325155,EUR,786153600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109680,home,Gaziantep FK,Nazım Sangaré,nazim-sangare,N. Sangaré,M,30,180.0,168,M,169425,EUR,770256000,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
