match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_goodHighClaim,player_sofascoreId,stat_hitWoodwork,stat_bigChanceMissed
10385079,home,Vitesse,Jeroen Houwen,jeroen-houwen,J. Houwen,G,188.0,36,M,339367,EUR,824601600,G,24,24,False,32.0,17.0,17.0,4.0,15.0,20.0,2.0,12.0,2.0,1.0,15.0,1.0,2.0,3.0,1.0,90.0,47.0,5.2,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385079,home,Vitesse,Carlens Arcus,carlens-arcus,C. Arcus,D,180.0,5896,M,794373,EUR,835920000,D,2,2,False,40.0,33.0,2.0,,17.0,19.0,16.0,22.0,1.0,4.0,7.0,,,,,87.0,59.0,6.0,10.0,1,2,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385079,home,Vitesse,Ferro,ferro,Ferro,D,193.0,693,M,357734,EUR,859334400,D,5,5,False,62.0,45.0,15.0,7.0,29.0,37.0,16.0,25.0,1.0,,6.0,,,,,78.0,71.0,6.0,17.0,1,4,,2.0,4.0,1.0,1.0,,1.0,1.0,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
10385079,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,185.0,201,M,891795,EUR,931046400,D,20,20,False,76.0,62.0,7.0,1.0,43.0,46.0,19.0,30.0,1.0,,12.0,,,,,90.0,84.0,6.2,15.0,1,21,,2.0,4.0,,,,,,,,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
10385079,home,Vitesse,Enzo Cornelisse,enzo-cornelisse,E. Cornelisse,M,178.0,40,M,1046725,EUR,1025308800,D,13,13,False,51.0,43.0,6.0,1.0,31.0,33.0,12.0,18.0,2.0,,7.0,,,,,90.0,61.0,6.3,8.0,0,6,,2.0,6.0,,,1.0,1.0,,,,2.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
10385079,home,Vitesse,Maximilian Wittek,maximilian-wittek,M. Wittek,D,173.0,158,M,254125,EUR,808963200,D,32,32,False,31.0,21.0,2.0,1.0,5.0,6.0,18.0,32.0,2.0,1.0,5.0,,,,,90.0,62.0,6.5,20.0,1,32,7.0,7.0,6.0,2.0,,3.0,1.0,3.0,,,,3.0,3.0,1.0,1.0,,1.0,,1.0,2.0,2.0,,,,,,,,,,
10385079,home,Vitesse,Million Manhoef,million-manhoef,M. Manhoef,M,179.0,770,M,961677,EUR,1010016000,M,42,42,False,18.0,7.0,3.0,1.0,1.0,3.0,6.0,16.0,,,1.0,,,,,78.0,34.0,7.7,18.0,2,42,1.0,6.0,3.0,1.0,,,,1.0,,,,2.0,1.0,1.0,,,2.0,1.0,1.0,,3.0,1.0,2.0,1.0,2.0,2.0,,,,,
10385079,home,Vitesse,Matúš Bero,matus-bero,M. Bero,M,181.0,413,M,187207,EUR,810345600,M,21,21,False,33.0,25.0,1.0,,15.0,17.0,10.0,16.0,,,11.0,,,,,90.0,48.0,6.1,12.0,1,19,,7.0,6.0,3.0,1.0,2.0,,,,,,4.0,2.0,,,,1.0,,,,3.0,,,,,,True,,,,
10385079,home,Vitesse,Sondre Tronstad,sondre-tronstad,S. Trondstad,M,173.0,144,M,228374,EUR,809395200,M,8,8,False,39.0,30.0,3.0,2.0,17.0,20.0,13.0,19.0,1.0,,6.0,,,,,90.0,54.0,6.8,12.0,0,6,,4.0,11.0,1.0,,4.0,2.0,1.0,,,1.0,5.0,5.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,
10385079,home,Vitesse,Toni Domgjoni,toni-domgjoni,T. Domgjoni,M,177.0,104,M,858226,EUR,904867200,M,22,22,False,16.0,9.0,2.0,,4.0,7.0,5.0,9.0,1.0,,4.0,,,,,57.0,20.0,6.1,9.0,0,,,3.0,2.0,,,,1.0,,,,2.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,,
10385079,home,Vitesse,Nikolai Baden Frederiksen,baden-frederiksen-nikolai,N. B. Frederiksen,F,180.0,241,M,935076,EUR,958608000,F,11,11,False,10.0,7.0,,,4.0,5.0,3.0,6.0,,,3.0,,,,,78.0,20.0,7.1,7.0,2,8,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,2.0,1.0,,,,,
10385079,home,Vitesse,Mohamed Sankoh,mohamed-sankoh,M. Sankoh,F,180.0,334,M,982779,EUR,1066262400,F,9,9,True,6.0,4.0,,,3.0,3.0,1.0,3.0,,,1.0,,,,,33.0,8.0,6.3,4.0,0,44,,2.0,,,,,,,Mohamed,Sankoh,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,
10385079,home,Vitesse,Daan Huisman,daan-huisman,D. Huisman,M,189.0,48,M,1048098,EUR,1027641600,M,23,23,True,8.0,6.0,,,3.0,4.0,3.0,4.0,,,,,,,,12.0,10.0,6.4,3.0,0,5,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10385079,home,Vitesse,Thomas Buitink,thomas-buitink,T. Buitink,F,174.0,85,M,856736,EUR,960940800,F,29,29,True,2.0,2.0,,,,,2.0,3.0,1.0,,,,,,,12.0,5.0,6.6,1.0,0,29,1.0,,,,,,,,Thomas,Buitink,,,,,,,,,,,,,,,,,,,,,
10385079,home,Vitesse,Ryan Flamingo,ryan-flamingo,R. Flamingo,D,186.0,1614,M,1046960,EUR,1041292800,D,3,3,True,12.0,10.0,2.0,1.0,6.0,8.0,4.0,4.0,,,2.0,,,,,12.0,12.0,6.6,2.0,0,6,,,,,,,,,Ryan Flamingo,,,,,,,,,,,,,,,,,,,,,,
10385079,home,Vitesse,Romaric Yapi,romaric-yapi,R. Yapi,D,178.0,61,M,927292,EUR,963446400,D,27,27,True,2.0,,,,,,,2.0,,,,,,,,3.0,3.0,,2.0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385079,home,Vitesse,Daan Reiziger,daan-reiziger,D. Reiziger,G,184.0,64,M,916942,EUR,992822400,G,33,33,True,,,,,,,,,,,,,,,,,,,,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385079,home,Vitesse,Nigel van Haveren,nigel-van-haveren,N. v. Haveren,G,,9,M,1129126,EUR,1060819200,G,60,60,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385079,home,Vitesse,Tomáš Hájek,tomas-hajek,T. Hájek,D,186.0,15,,155061,EUR,691545600,D,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385079,home,Vitesse,Gyan de Regt,gyan-de-regt,G. d. Regt,M,176.0,358,M,1126966,EUR,1061164800,F,25,25,True,,,,,,,,,,,,,,,,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385079,home,Vitesse,Simon van Duivenbooden,simon-van-duivenbooden,S. v. Duivenbooden,F,190.0,71,M,1129130,EUR,1021075200,F,53,53,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385079,away,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,190.0,1386,M,556696,EUR,885427200,G,1,1,False,25.0,13.0,19.0,7.0,11.0,11.0,2.0,14.0,1.0,,14.0,,1.0,1.0,1.0,90.0,35.0,6.2,13.0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
10385079,away,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,185.0,2489,M,856739,EUR,963878400,D,3,3,False,38.0,27.0,7.0,1.0,13.0,19.0,14.0,19.0,,2.0,10.0,,,,,90.0,61.0,7.1,17.0,1,6,,2.0,2.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,4.0,,,,,,
10385079,away,Feyenoord,Gernot Trauner,gernot-trauner,G. Trauner,D,183.0,610,M,121588,EUR,701481600,D,18,18,False,56.0,48.0,3.0,3.0,27.0,32.0,21.0,24.0,3.0,,4.0,,,,,90.0,65.0,6.5,9.0,0,18,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,True,,,,
