match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_wonTackle,stat_blockedScoringAttempt,stat_goals,captain,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_totalOffside
12441696,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189,1341,M,1145999,EUR,1088726400,G,1,1,False,19.0,15.0,7.0,3.0,0.0,14.0,14.0,1.0,5.0,1.0,7.0,1.0,3.0,4.0,1.0,90.0,30.0,7.8,4.0,0.00026386,0,0.3312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441696,home,AZ Alkmaar,Denso Kasius,,,denso-kasius,D. Kasius,D,30,186,391,M,1008111,EUR,1033862400,D,30,30,False,42.0,38.0,5.0,4.0,1.0,20.0,21.0,19.0,23.0,,4.0,,,,,90.0,64.0,7.4,11.0,0.117016,1,,2.0,1.0,1.0,5.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0515,0.1048,2.0,,,,,,,,,,,,,
12441696,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,62.0,59.0,4.0,3.0,0.0,37.0,37.0,22.0,25.0,1.0,2.0,,,,,90.0,71.0,7.2,4.0,0.051643,2,,,,1.0,3.0,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,0.1266,0.036,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
12441696,home,AZ Alkmaar,Maxim Dekker,Maxim Dekker,,maxim-dekker,M. Dekker,D,4,192,201,M,1119294,EUR,1082505600,D,22,22,False,47.0,44.0,2.0,1.0,0.0,27.0,27.0,17.0,20.0,3.0,1.0,,,,,90.0,56.0,7.1,3.0,0.00632178,0,,,,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,
12441696,home,AZ Alkmaar,David Möller Wolfe,,,david-moller-wolfe,D. M. Wolfe,D,6,185,958,M,1031283,EUR,1019520000,D,18,18,False,29.0,23.0,3.0,1.0,0.0,12.0,14.0,11.0,17.0,4.0,5.0,,,,,90.0,45.0,7.2,9.0,0.0187263,0,,2.0,,1.0,1.0,3.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,
12441696,home,AZ Alkmaar,Kees Smit,,,kees-smit,K. Smit,M,26,182,3714,M,1405756,EUR,1137801600,M,26,26,False,50.0,44.0,1.0,,0.0,19.0,22.0,25.0,28.0,1.0,8.0,,,,,90.0,60.0,7.1,7.0,0.0397421,2,,,,,4.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,0.1705,0.2125,1.0,1.0,,,,,1.0,1.0,,,,,,
12441696,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,6,6,False,73.0,58.0,7.0,4.0,1.0,35.0,40.0,29.0,41.0,1.0,6.0,,,,,90.0,94.0,8.7,18.0,0.718557,0,,8.0,6.0,3.0,9.0,8.0,5.0,1.0,,,3.0,,,,5.0,,,,,6.0,3.0,,,3.0,,2.0,,,,,,,
12441696,home,AZ Alkmaar,Ernest Poku,,,ernest-poku,E. Poku,M,19,172,5105,M,1119502,EUR,1075248000,M,21,21,False,9.0,6.0,,,0.0,2.0,4.0,4.0,6.0,1.0,1.0,,,,,84.0,19.0,7.7,5.0,0.00385301,4,,1.0,,,2.0,3.0,,,3.0,3.0,,2.0,4.0,,,1.0,,1.2194,1.7494,,2.0,,,,,,,1.0,,,,,
12441696,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,10,10,False,30.0,25.0,1.0,1.0,0.0,8.0,8.0,17.0,25.0,,5.0,,,,,68.0,48.0,8.6,11.0,0.229334,4,,3.0,,1.0,3.0,5.0,,2.0,1.0,1.0,3.0,1.0,2.0,,1.0,1.0,2.0,0.833,0.799,5.0,1.0,2.0,,1.0,,,,1.0,True,,,,
12441696,home,AZ Alkmaar,Ruben van Bommel,,,ruben-van-bommel,R. van Bommel,M,7,191,2030,M,1212550,EUR,1091491200,M,7,7,False,28.0,20.0,5.0,3.0,0.0,7.0,8.0,13.0,20.0,,8.0,,,,,68.0,50.0,6.4,17.0,0.0119992,1,,,,2.0,7.0,4.0,,1.0,2.0,,,,,,1.0,3.0,2.0,0.0528,,,1.0,1.0,,1.0,3.0,,,,,,,,
12441696,home,AZ Alkmaar,Mexx Meerdink,,,mexx-meerdink,M. Meerdink,F,35,182,933,M,1153117,EUR,1059004800,F,35,35,False,14.0,12.0,1.0,1.0,0.0,3.0,4.0,9.0,11.0,,8.0,,,,,68.0,27.0,7.5,5.0,0.0176968,4,,1.0,,2.0,5.0,6.0,,,3.0,1.0,,1.0,3.0,,,,3.0,0.8783,0.5727,,1.0,1.0,,,2.0,,,1.0,,,,,
12441696,home,AZ Alkmaar,Zico Buurmeester,Zico Buurmeester,,zico-buurmeester,Z. Buurmeester,M,8,182,150,M,1050828,EUR,1023408000,M,28,28,True,7.0,5.0,,,0.0,,1.0,5.0,6.0,,1.0,,,,,22.0,10.0,6.8,2.0,0.0769292,0,,,,,2.0,2.0,,,2.0,2.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,
12441696,home,AZ Alkmaar,Jayden Addai,,,jayden-addai,J. Addai,M,42,176,3073,M,1177723,EUR,1125014400,F,17,17,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,1.0,,,,,16.0,7.0,6.7,,0.0161088,0,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
12441696,home,AZ Alkmaar,Ibrahim Sadiq,,,ibrahim-sadiq,I. Sadiq,M,11,166,1316,M,905174,EUR,957657600,F,11,11,True,4.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,1.0,,,,,22.0,11.0,6.6,5.0,0.00495946,0,,1.0,,,1.0,2.0,,1.0,,,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,
