match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_challengeLost,stat_wasFouled,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_goalAssist,player_firstName,player_lastName,player_sofascoreId
10411508,home,Sampdoria,Nicola Ravaglia,nicola-ravaglia,N. Ravaglia,G,30,184,68,M,130802,EUR,597888000,G,30,30,False,34.0,15.0,22.0,4.0,12.0,17.0,3.0,17.0,1.0,1.0,2.0,9.0,1.0,2.0,3.0,1.0,1.0,90.0,46.0,6.7,19.0,0.0,0.0,0.00108794,0,-0.4694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Koray Günter,koray-gunter,K. Günter,D,22,185,217,M,138165,EUR,776995200,D,4,4,False,50.0,37.0,5.0,1.0,25.0,30.0,12.0,20.0,5.0,8.0,8.0,8.0,,,,,,90.0,70.0,7.3,16.0,0.0,0.0,0.140001,0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Bram Nuytinck,bram-nuytinck,B. Nuytinck,D,17,190,135,M,70930,EUR,641779200,D,17,17,False,32.0,26.0,4.0,1.0,25.0,28.0,1.0,4.0,2.0,4.0,3.0,4.0,,,,,,90.0,46.0,6.8,9.0,0.0,0.0,0.00024761,0,,3.0,1.0,,2.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Bruno Amione,bruno-amione,B. Amione,D,2,189,503,M,990050,EUR,1010016000,D,2,2,False,30.0,24.0,2.0,1.0,17.0,19.0,7.0,11.0,1.0,2.0,,1.0,,,,,,81.0,36.0,6.4,9.0,0.0,0.0,0.377706,0,,4.0,,,,,1.0,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Alessandro Zanoli,zanoli-alessandro,A. Zanoli,M,59,186,923,M,922928,EUR,970531200,M,59,59,False,37.0,24.0,4.0,1.0,11.0,14.0,13.0,25.0,,9.0,1.0,4.0,,,,,,90.0,63.0,7.8,15.0,0.5662,0.532,0.0504064,2,,2.0,1.0,,5.0,5.0,1.0,2.0,,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10411508,home,Sampdoria,Harry Winks,harry-winks,H. Winks,M,8,178,1220,M,545780,EUR,823219200,M,20,20,False,36.0,29.0,5.0,4.0,12.0,15.0,18.0,23.0,1.0,3.0,,7.0,,,,,,90.0,49.0,7.0,12.0,0.1411,0.0,0.0318329,3,,4.0,2.0,,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,,2.0,1.0,1.0,,3.0,,,1.0,1.0,,,,,,,,
10411508,home,Sampdoria,Tomás Rincón,tomas-rincon,T. Rincón,M,8,175,2735,M,46798,EUR,569030400,M,8,8,False,39.0,29.0,8.0,3.0,13.0,17.0,17.0,23.0,2.0,3.0,,7.0,,,,,,90.0,46.0,6.7,12.0,0.0,0.0,0.427121,0,,5.0,1.0,,1.0,,3.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,
10411508,home,Sampdoria,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,M,3,3,False,27.0,21.0,,,10.0,12.0,15.0,23.0,1.0,2.0,2.0,2.0,,,,,,90.0,46.0,7.0,12.0,0.0,0.0,0.12316,0,,3.0,3.0,,,,,2.0,1.0,,,2.0,1.0,8.0,,,,,,,4.0,,,,,,,,,
10411508,home,Sampdoria,Filip Đuričić,filip-duricic,F. Đuričić,M,31,181,1068,M,69367,EUR,696729600,F,7,7,False,30.0,24.0,1.0,1.0,16.0,19.0,8.0,12.0,2.0,7.0,1.0,6.0,,,,,,90.0,39.0,6.9,8.0,0.0,0.0,0.0699295,0,,11.0,,,2.0,1.0,4.0,1.0,6.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10411508,home,Sampdoria,Manolo Gabbiadini,manolo-gabbiadini,M. Gabbiadini,F,11,186,447,M,53816,EUR,691113600,F,23,23,False,16.0,14.0,,,6.0,7.0,8.0,9.0,,10.0,1.0,4.0,,,,,,90.0,33.0,7.7,3.0,0.3341,0.2562,0.31843,4,,10.0,,,6.0,3.0,2.0,2.0,5.0,,,2.0,3.0,,1.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,,
10411508,home,Sampdoria,Fabio Quagliarella,fabio-quagliarella,F. Quagliarella,F,,180,717,,11621,EUR,412819200,F,27,27,False,17.0,9.0,3.0,1.0,4.0,5.0,6.0,14.0,3.0,7.0,,1.0,,,,,,67.0,29.0,7.0,11.0,0.2599,0.0,0.0948831,4,,3.0,,,,,,1.0,2.0,,1.0,,4.0,2.0,1.0,,,1.0,,,1.0,,,3.0,1.0,True,1.0,,,
10411508,home,Sampdoria,Sam Lammers,sam-lammers,S. Lammers,F,10,191,836,M,804901,EUR,862358400,F,10,10,True,5.0,3.0,,,,,3.0,5.0,2.0,3.0,,1.0,,,,,,23.0,9.0,6.5,5.0,0.0,0.0,0.00116638,0,,3.0,,,,,1.0,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Nicola Murru,nicola-murru,N. Murru,D,29,180,66,M,148745,EUR,787536000,D,29,29,True,,,,,,,,,,,,,,,,,,9.0,2.0,6.4,,0.0,0.0,0.0,0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Martin Turk,martin-turk,M. Turk,G,16,190,240,M,1083104,EUR,1061424000,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Elia Tantalocchi,elia-tantalocchi,E. Tantalocchi,G,1,190,47,M,1069101,EUR,1088553600,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Jeison Murillo,jeison-murillo,J. Murillo,D,24,182,828,M,158599,EUR,706924800,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Marios Oikonomou,marios-oikonomou,M. Oikonomou,D,,189,70,M,146951,EUR,718329600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Lorenzo Malagrida,lorenzo-malagrida,L. Malagrida,M,11,170,48,M,1108074,EUR,1066953600,M,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Emirhan İlkhan,emirhan-ilkhan,E. İlkhan,M,6,175,995,M,1142612,EUR,1086048000,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Flavio Paoletti,paoletti-flavio,F. Paoletti,M,36,178,74,M,1069011,EUR,1042675200,M,36,36,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Telasco Segovia,telasco-segovia,T. Segovia,M,8,175,5926,M,1106549,EUR,1049241600,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telasco Segovia,,
10411508,home,Sampdoria,Michaël Cuisance,michael-cuisance,M. Cuisance,M,10,181,892,M,826208,EUR,934761600,M,80,80,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411508,home,Sampdoria,Manuel De Luca,manuel-de-luca,M. D. Luca,F,99,190,269,M,850971,EUR,900633600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
