match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_challengeLost,stat_interceptionWon,stat_wasFouled,stat_totalContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,player_sofascoreId,stat_blockedScoringAttempt,stat_penaltyWon,stat_penaltyFaced,stat_bigChanceCreated,stat_penaltyConceded,stat_bigChanceMissed,stat_hitWoodwork
14025168,home,Leeds United,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,1,1,False,32.0,10.0,26.0,4.0,0.0,6.0,7.0,4.0,25.0,2.0,2.0,2.0,7.0,4.0,4.0,2.0,90.0,44.0,6.4,23.0,0.00071822,28.317176549625,4.0,10.29,4.725,0.7524,0,0.6922,0.02,0.01,-0.47,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025168,home,Leeds United,Joe Rodon,,,rodon-joe,J. Rodon,D,6,193,1190,M,828640,EUR,877478400,D,6,6,False,46.0,41.0,3.0,1.0,0.0,24.0,27.0,17.0,19.0,4.0,5.0,6.0,4.0,,,,90.0,60.0,5.9,7.0,0.00756891,101.03175273867,13.0,58.905,16.695,,0,,0.05,0.08,-0.61,,4.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025168,home,Leeds United,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,15,15,False,46.0,40.0,2.0,2.0,0.0,29.0,30.0,11.0,16.0,2.0,5.0,3.0,1.0,,,,65.0,58.0,6.5,6.0,0.00312937,118.59174051167,15.0,86.52,21.42,,0,,0.0,0.08,-0.26,,2.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14025168,home,Leeds United,Pascal Struijk,,,pascal-struijk,P. Struijk,D,5,190,1365,M,836675,EUR,934329600,D,5,5,False,67.0,59.0,5.0,1.0,0.0,33.0,36.0,26.0,31.0,1.0,4.0,2.0,6.0,,,,90.0,80.0,6.3,11.0,0.0203824,219.09846774653,23.0,105.21,32.025,,1,,0.16,0.11,-0.27,,1.0,4.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,0.0721,1.0,-0.25,,,,,,,,,,,,,,,,,
14025168,home,Leeds United,Jayden Bogle,,,bogle-jayden,J. Bogle,D,2,178,805,M,929132,EUR,964656000,M,2,2,False,22.0,16.0,3.0,1.0,0.0,9.0,10.0,7.0,12.0,1.0,2.0,1.0,5.0,,,,89.0,39.0,6.0,11.0,0.00271978,61.288882024073,7.0,-27.615,8.085,,0,,-0.11,0.05,-0.23,,,3.0,,,,,,3.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
14025168,home,Leeds United,Anton Stach,,,anton-stach,A. Stach,M,18,192,1468,M,889861,EUR,911088000,M,18,18,False,42.0,37.0,6.0,4.0,0.0,15.0,16.0,22.0,26.0,1.0,4.0,,6.0,,,,90.0,60.0,8.1,10.0,0.179001,153.15159287763,17.0,40.635,22.575,,1,,0.41,0.37,-0.14,,1.0,6.0,,1.0,1.0,,,2.0,1.0,2.0,,,4.0,0.1071,3.0,0.51,1.0,,6.0,2.0,2.0,1.0,1.0,0.2652,,,,,,,,,
14025168,home,Leeds United,Ethan Ampadu,,,ethan-ampadu,E. Ampadu,D,4,182,2540,M,847097,EUR,968889600,M,4,4,False,30.0,26.0,2.0,1.0,0.0,17.0,18.0,9.0,12.0,,3.0,2.0,4.0,,,,87.0,46.0,6.7,8.0,0.0505806,139.01234879298,13.0,82.53,18.165,,0,,0.07,0.19,-0.18,,,3.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,True,,,,,,,,
14025168,home,Leeds United,Ilia Gruev,,,ilia-gruev,I. Gruev,M,44,185,2644,M,911679,EUR,957571200,M,44,44,False,25.0,23.0,,,0.0,11.0,12.0,12.0,13.0,1.0,3.0,,3.0,,,,65.0,32.0,6.6,4.0,0.00464114,56.280901051688,7.0,23.415,14.07,,0,,0.03,0.06,-0.1,,,1.0,,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
14025168,home,Leeds United,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,M,3,3,False,39.0,25.0,3.0,,0.0,9.0,12.0,16.0,27.0,,4.0,2.0,4.0,,,,90.0,69.0,6.4,20.0,0.0957584,66.975088870373,9.0,20.895,9.135,,1,,0.26,0.04,-0.14,,1.0,4.0,,,,,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0396,2.0,-0.1,,,4.0,2.0,1.0,,,,,,,,,,,,
14025168,home,Leeds United,Dominic Calvert-Lewin,,,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,372344,EUR,858470400,F,9,9,False,7.0,4.0,,,0.0,1.0,1.0,3.0,6.0,2.0,2.0,,2.0,,,,90.0,30.0,6.0,15.0,0.00115568,27.803085894621,3.0,-5.775,8.715,,4,,-0.26,0.26,-0.01,,8.0,17.0,,,,,,1.0,,1.0,2.0,4.0,3.0,0.9377,1.0,0.29,5.0,1.0,,,,1.0,1.0,0.9361,,CalvertLewin14,1.0,,,,,,
