match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,player_sofascoreId,stat_accurateCross,stat_aerialLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_dispossessed,stat_goals,stat_bigChanceMissed,stat_goalAssist,stat_goodHighClaim,stat_punches,stat_penaltyWon
11067616,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,12.0,12.0,2.0,2.0,12.0,12.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,90.0,20.0,5.8,0.00012032,0,-0.6009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067616,home,Fluminense,Guga,,,guga,Guga,D,23,173,1100,M,928134,EUR,904348800,D,23,23,False,44.0,42.0,2.0,1.0,8.0,9.0,4.0,1.0,1.0,2.0,,,,75.0,59.0,6.0,0.0486876,0,,34.0,36.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,
11067616,home,Fluminense,Nino,,,nino,Nino,D,33,188,1659,M,870788,EUR,860630400,D,33,33,False,20.0,19.0,,,16.0,17.0,1.0,,2.0,2.0,,,,45.0,26.0,6.5,0.00212699,1,,3.0,3.0,,1.0,,,,,,,,1.0,1.0,True,1.0,1.0,2.0,0.0779,1.0,,,,,,,,,,,,,,
11067616,home,Fluminense,Felipe Melo,,,felipe-melo,F. Melo,D,,183,1013,M,4811,EUR,425433600,D,30,30,False,37.0,34.0,2.0,1.0,15.0,15.0,1.0,,2.0,3.0,,,,45.0,46.0,6.8,0.00926996,1,,19.0,22.0,,2.0,,,1.0,1.0,1.0,,,1.0,4.0,,1.0,,2.0,0.0158,,1.0,1.0,,,,,,,,,,,,
11067616,home,Fluminense,Marcelo,,,marcelo,Marcelo,D,,174,26297,M,17787,EUR,579398400,D,12,12,False,51.0,47.0,4.0,3.0,18.0,18.0,6.0,2.0,1.0,,,,,75.0,65.0,6.5,0.292733,0,,30.0,37.0,4.0,2.0,2.0,,2.0,2.0,1.0,,,1.0,10.0,,,,,,4.0,,,Marcelo12,1.0,1.0,1.0,,,,,,,,
11067616,home,Fluminense,André,André,,andre,André,M,7,176,9120,M,1035996,EUR,995241600,M,7,7,False,108.0,106.0,9.0,8.0,43.0,43.0,3.0,2.0,2.0,6.0,,,,90.0,121.0,6.8,0.0787211,1,,63.0,65.0,,4.0,1.0,1.0,1.0,,2.0,,2.0,1.0,4.0,,,,,0.019,,,,Andre7,,,,1.0,,,,,,,
11067616,home,Fluminense,Matheus Martinelli,,,martinelli-matheus,M. Martinelli,M,8,176,4179,M,1067671,EUR,1002240000,M,8,8,False,106.0,100.0,7.0,6.0,30.0,31.0,1.0,,1.0,8.0,,,,90.0,126.0,7.5,0.101851,2,,71.0,77.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,,1.0,,10.0,,,,1.0,0.038,2.0,2.0,1.0,,1.0,,,,1.0,,,,,,
11067616,home,Fluminense,Jhon Arias,,,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,M,21,21,False,64.0,58.0,1.0,,3.0,4.0,4.0,1.0,2.0,2.0,,,,90.0,89.0,8.5,0.269766,4,,58.0,67.0,7.0,4.0,1.0,1.0,3.0,1.0,,,,1.0,11.0,,,1.0,1.0,0.9136,7.0,3.0,1.0,jhonariasa,3.0,1.0,1.0,,1.0,1.0,,,,,
11067616,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,False,56.0,54.0,,,11.0,13.0,1.0,,,3.0,,,,75.0,62.0,6.8,0.0587014,0,,43.0,44.0,1.0,3.0,,,3.0,3.0,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,
11067616,home,Fluminense,Keno,,,keno,Keno,M,11,174,1898,M,787607,EUR,621388800,M,11,11,False,34.0,30.0,1.0,,6.0,6.0,1.0,1.0,,5.0,,,,90.0,58.0,6.6,0.112298,2,,25.0,36.0,8.0,2.0,,,,,4.0,,2.0,,16.0,,,1.0,1.0,0.2895,3.0,,,,1.0,,,1.0,,,1.0,,,,
