match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wasFouled,stat_totalCross,player_sofascoreId,stat_dispossessed,stat_shotOffTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateCross,stat_goals,stat_lastManTackle,stat_errorLeadToAShot,stat_totalOffside
12764008,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1779,M,38440,EUR,647395200,G,1,1,False,True,42.0,23.0,27.0,9.0,0.0,16.0,24.0,7.0,18.0,9.0,1.0,3.0,4.0,90.0,49.0,7.4,19.0,0.00215712,0,0.9971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764008,home,Eintracht Frankfurt,Nnamdi Collins,nnamdi-collins,N. Collins,D,34,191,1319,M,1048569,EUR,1073692800,D,34,34,False,,28.0,22.0,2.0,1.0,0.0,12.0,13.0,10.0,15.0,3.0,,,,90.0,62.0,8.0,12.0,0.027285,0,,Nnamdi Collins,,2.0,6.0,5.0,11.0,1.0,1.0,1.0,8.0,4.0,4.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,
12764008,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1084,M,964191,EUR,931046400,D,35,35,False,,33.0,24.0,8.0,1.0,0.0,22.0,24.0,2.0,9.0,8.0,,,,90.0,56.0,7.6,12.0,0.00116855,1,,,,1.0,5.0,3.0,9.0,1.0,,,9.0,1.0,4.0,2.0,,,,1.0,1.0,2.0,0.0121,0.1393,,,,,,,,,,,,
12764008,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1834,M,581302,EUR,837561600,D,4,4,False,,42.0,26.0,9.0,2.0,0.0,22.0,31.0,4.0,11.0,5.0,,,,90.0,53.0,6.9,17.0,0.00684407,0,,,,5.0,4.0,6.0,6.0,,,,5.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,
12764008,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186,2200,M,965778,EUR,959212800,D,3,3,False,,37.0,28.0,4.0,1.0,0.0,12.0,16.0,16.0,23.0,5.0,,,,80.0,59.0,7.9,13.0,0.00601869,0,,,,1.0,8.0,1.0,13.0,,,1.0,4.0,2.0,5.0,4.0,,,1.0,,,1.0,,,,2.0,,,,,,,,,,
12764008,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5880,M,66518,EUR,707529600,M,27,27,False,,49.0,38.0,3.0,1.0,0.0,19.0,21.0,19.0,30.0,6.0,,,,90.0,66.0,6.9,16.0,0.0191438,0,,,,1.0,1.0,3.0,1.0,,,,3.0,3.0,,,2.0,1.0,,,,,,,,2.0,MarioGotze,1.0,,,,,,,,
12764008,home,Eintracht Frankfurt,Mahmoud Dahoud,mahmoud-dahoud,M. Dahoud,M,18,177,1899,M,341589,EUR,820454400,M,18,18,False,,24.0,18.0,3.0,1.0,0.0,10.0,12.0,8.0,13.0,1.0,,,,80.0,40.0,6.8,11.0,0.00932646,1,,,,1.0,1.0,4.0,4.0,1.0,,,2.0,2.0,3.0,1.0,2.0,1.0,,,,,0.0637,,,1.0,,1.0,1.0,,,,,,,
12764008,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2771,M,1142211,EUR,1088294400,M,16,16,False,,49.0,41.0,2.0,,0.0,25.0,29.0,16.0,21.0,5.0,,,,90.0,69.0,7.4,12.0,0.0203305,0,,Hugo Larsson,,,1.0,2.0,8.0,1.0,,,3.0,3.0,7.0,6.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,
12764008,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2080,M,997012,EUR,1010620800,M,36,36,False,,19.0,15.0,1.0,1.0,0.0,3.0,5.0,12.0,14.0,3.0,,,,69.0,33.0,6.8,8.0,0.277315,2,,,,3.0,2.0,6.0,6.0,1.0,1.0,,2.0,,3.0,1.0,4.0,2.0,,1.0,1.0,,0.2734,0.2633,,,,,,1.0,1.0,,,,,
12764008,home,Eintracht Frankfurt,Can Uzun,can-uzun,C. Uzun,M,42,186,10661,M,1440948,EUR,1131667200,F,20,20,False,,20.0,16.0,1.0,,0.0,6.0,6.0,10.0,14.0,2.0,,,,61.0,25.0,6.7,8.0,0.0425736,0,,Can Uzun,,,,3.0,1.0,,,,,,1.0,1.0,2.0,,2.0,1.0,,,,,,,can.uzun10,2.0,,,,,,,,
