match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_unsuccessfulTouch,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_dispossessed,stat_goals,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_hitWoodwork
11067339,home,Fortaleza,Thiago Galhardo,thiago-galhardo,T. Galhardo,F,,182,1617,M,165677,EUR,616896000,F,91,91,False,12.0,8.0,,,4.0,4.0,4.0,9.0,2.0,4.0,,5.0,,,,68.0,24.0,7.0,8.0,1.2614,1.7648,0.00882405,2,,,3.0,6.0,2.0,1.0,,2.0,,,2.0,,2.0,,1.0,,,,,,,,1.0,2.0,,1.0,,,,,
11067339,home,Fortaleza,Guilherme,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,F,29,29,True,6.0,3.0,1.0,,2.0,3.0,1.0,3.0,1.0,1.0,,1.0,,,,22.0,10.0,5.7,3.0,1.1367,1.4278,0.00390724,4,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,4.0,,,,,,,
11067339,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,3.0,,2.0,,,,16.0,11.0,6.8,2.0,0.0241,0.1304,0.00052535,1,,,,1.0,,1.0,1.0,,,,2.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,
11067339,home,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177,479,M,123225,EUR,636249600,M,88,88,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,2.0,,,2.0,,,16.0,8.0,6.7,1.0,0.0,0.0,0.00215035,0,,,,4.0,2.0,1.0,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
11067339,home,Fortaleza,Romarinho,romarinho,Romarinho,M,11,168,592,M,870578,EUR,762480000,F,11,11,True,9.0,8.0,1.0,1.0,,1.0,8.0,8.0,,1.0,,1.0,,,,11.0,10.0,7.0,1.0,0.0,0.0,0.445461,0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
11067339,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,True,7.0,5.0,1.0,,,2.0,5.0,6.0,1.0,1.0,,1.0,,,,10.0,8.0,6.8,3.0,0.0,0.0,0.00302355,0,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
11067339,home,Fortaleza,Mauricio Kozlinski,mauricio-kozlinski,Mauricio Kozlinski,G,30,190,95,M,879859,EUR,677203200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,home,Fortaleza,Marcelo Benevenuto,marcelo-benevenuto,Marcelo,D,14,180,199,M,841808,EUR,820972800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,home,Fortaleza,Lucas Esteves,lucas-esteves,L. Esteves,D,25,171,881,M,1387272,EUR,961804800,D,13,13,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,home,Fortaleza,Dudu,dudu,Dudu,D,53,175,147,M,859083,EUR,864950400,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,home,Fortaleza,Brayan Ceballos,brayan-ceballos,B. Ceballos,D,3,189,265,M,1129429,EUR,990662400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,Brayan Ceballos,,,,,,,,,,
11067339,home,Fortaleza,Vinicius Zanocelo,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,587,M,973841,EUR,980812800,M,25,25,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,home,Fortaleza,Silvio Romero,silvio-romero,S. Romero,F,,175,133,M,174937,EUR,585532800,F,18,18,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,away,Fluminense,Fábio,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,9.0,9.0,,,9.0,9.0,,,,,1.0,5.0,,13.0,,90.0,27.0,9.2,,0.0,0.0,1.924e-05,0,3.8933,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,
11067339,away,Fluminense,Guga,guga,Guga,D,23,173,1100,M,928134,EUR,904348800,D,23,23,False,35.0,29.0,4.0,1.0,14.0,14.0,16.0,22.0,4.0,5.0,3.0,4.0,,,,64.0,49.0,6.3,9.0,0.0,0.0,0.060368,0,,,2.0,4.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
11067339,away,Fluminense,Nino,nino,Nino,D,33,188,1659,M,870788,EUR,860630400,D,33,33,False,76.0,71.0,4.0,3.0,36.0,37.0,35.0,39.0,4.0,4.0,5.0,10.0,,,,90.0,87.0,6.5,6.0,0.0,0.0,0.178457,0,,True,2.0,3.0,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,
11067339,away,Fluminense,Manoel,manoel,Manoel,D,26,182,614,M,84845,EUR,635990400,D,26,26,False,60.0,55.0,2.0,1.0,20.0,23.0,35.0,37.0,,2.0,2.0,4.0,1.0,,,64.0,64.0,6.4,5.0,0.0,0.0,0.0155188,0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
11067339,away,Fluminense,Alexsander,alexsander,Alexsander,M,5,178,1981,M,1185617,EUR,1065571200,D,5,5,False,59.0,52.0,1.0,,19.0,19.0,36.0,46.0,,6.0,,8.0,1.0,,,90.0,85.0,5.8,18.0,0.0,0.0,0.157708,0,,,2.0,10.0,3.0,6.0,5.0,1.0,,,,,3.0,,6.0,3.0,,2.0,,3.0,Alexsander,,,,3.0,,,,,,
11067339,away,Fluminense,André,andre,André,M,7,176,9120,M,1035996,EUR,995241600,M,7,7,False,104.0,101.0,5.0,5.0,46.0,48.0,55.0,57.0,1.0,5.0,3.0,3.0,4.0,,,90.0,118.0,6.7,7.0,0.0,0.0,0.0388606,0,,,,4.0,2.0,2.0,,,3.0,,,,1.0,,1.0,,,,,,André,,,,,,,Andre7,,,
11067339,away,Fluminense,Lima,lima,Lima,M,45,181,1368,M,807850,EUR,834451200,M,45,45,False,82.0,77.0,,,29.0,31.0,49.0,55.0,1.0,4.0,1.0,5.0,2.0,,,90.0,101.0,7.0,12.0,0.1086,0.0,0.1327,3,,,2.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,4.0,1.0,,3.0,,1.0,,,,,2.0,,,,3.0,1.0,
11067339,away,Fluminense,Gabriel Pirani,gabriel-pirani,Gabriel Pirani,M,10,170,625,M,1065962,EUR,1018569600,M,20,20,False,27.0,23.0,,,14.0,15.0,9.0,12.0,,2.0,,1.0,1.0,,,45.0,39.0,5.8,10.0,0.0381,0.0,0.00728258,1,,,,7.0,2.0,5.0,,,,,1.0,,1.0,,,,,1.0,,,Gabriel Pirani,,,,,,,,1.0,,
11067339,away,Fluminense,Alan,alan,Alan,F,,178,218,,36684,EUR,616032000,M,18,18,False,13.0,8.0,,,1.0,1.0,7.0,12.0,1.0,2.0,1.0,3.0,,,,45.0,22.0,6.9,9.0,0.6333,0.9188,0.00856355,1,,,1.0,3.0,1.0,1.0,1.0,,,,,,3.0,,,,,,,,,,,1.0,1.0,1.0,,,,,
11067339,away,Fluminense,John Kennedy,john-kennedy,John Kennedy,F,99,173,5275,M,1087399,EUR,1021680000,M,9,9,False,22.0,18.0,,,8.0,8.0,11.0,15.0,2.0,6.0,,3.0,1.0,,,90.0,50.0,7.7,15.0,0.4972,0.9488,0.156477,4,,,1.0,10.0,1.0,6.0,3.0,,1.0,,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,,3.0,,,,2.0,3.0,1.0,,,,,1.0
11067339,away,Fluminense,Lelê,lele,Lelê,F,99,189,710,M,1173457,EUR,875664000,F,99,99,False,12.0,11.0,,,8.0,8.0,3.0,6.0,1.0,3.0,1.0,2.0,1.0,,,89.0,27.0,6.3,9.0,0.2357,0.0,0.0027415,3,,,1.0,5.0,,4.0,1.0,,1.0,,,1.0,3.0,,2.0,,,1.0,,,Lelê,,,,,,,,2.0,,
11067339,away,Fluminense,Ganso,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,True,42.0,40.0,,,10.0,10.0,30.0,33.0,,,,4.0,,,,45.0,44.0,7.0,4.0,0.0,0.0,0.0740368,0,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,
11067339,away,Fluminense,Jhon Arias,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,M,21,21,True,38.0,34.0,,,6.0,7.0,28.0,33.0,,12.0,,3.0,2.0,,,45.0,59.0,7.0,10.0,0.0,0.0,0.0556385,0,,,,2.0,,8.0,6.0,,2.0,,4.0,,1.0,,2.0,,,,1.0,2.0,,,,,,,,jhonariasa,,,
11067339,away,Fluminense,Keno,keno,Keno,M,11,174,1898,M,787607,EUR,621388800,F,11,11,True,11.0,8.0,,,2.0,2.0,9.0,13.0,,3.0,,2.0,,,,26.0,26.0,6.9,5.0,0.0,0.0,0.225745,0,,,1.0,5.0,1.0,3.0,3.0,,,,,,,,4.0,3.0,,2.0,,1.0,,,,,1.0,,,,,,
11067339,away,Fluminense,Germán Cano,german-cano,G. Cano,F,14,176,8244,M,33238,EUR,568080000,F,14,14,True,7.0,5.0,1.0,,3.0,3.0,2.0,4.0,,,,2.0,,,,26.0,8.0,6.4,2.0,0.0,0.0,0.00766039,0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,germancano14,,,
11067339,away,Fluminense,Isaac,isaac,Isaac,M,11,177,320,M,1464519,EUR,1082764800,M,32,32,True,1.0,,,,,,,1.0,,3.0,,,,,,1.0,6.0,,3.0,0.0,0.0,0.0,0,,,1.0,3.0,,3.0,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
11067339,away,Fluminense,Pedro Rangel,pedro-rangel,Pedro Rangel,G,12,192,199,M,1092614,EUR,962236800,G,22,22,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,away,Fluminense,Thiago Santos,thiago-santos,T. Santos,D,29,181,954,M,378590,EUR,620956800,M,29,29,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,away,Fluminense,Samuel Xavier,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,away,Fluminense,Felipe Melo,felipe-melo,F. Melo,D,,183,1013,M,4811,EUR,425433600,M,30,30,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,away,Fluminense,Vitor Mendes,vitor-mendes,Vitor Mendes,D,4,186,110,M,988873,EUR,918864000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,away,Fluminense,David Braz,david-braz,D. Braz,D,33,187,246,M,46942,EUR,548553600,D,44,44,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067339,away,Fluminense,Giovanni,giovanni,Giovanni,F,8,176,199,M,1036002,EUR,1012435200,M,37,37,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,Giovanni,,,,,,,,,,
