match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_penaltyConceded,stat_aerialLost,stat_totalOffside,captain,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_penaltyWon,stat_penaltyMiss
14566765,home,Juventus,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8198,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,18.0,12.0,10.0,4.0,0.0,11.0,14.0,1.0,4.0,11.0,1.0,2.0,1.0,3.0,90.0,33.0,7.5,6.0,0.00013151,22.536,4.92313,0.0,28.114734537244,5.0,13.65,6.51,0.1194,0,0.2647,0.02,-0.03,0.3,0.14,3.53,1.27,0.09,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566765,home,Juventus,Pierre Kalulu,,,pierre-kalulu,P. Kalulu,D,15,183,6757,M,Kalulujr_,965330,EUR,960163200,D,15,15,False,36.0,32.0,2.0,,0.0,13.0,14.0,19.0,22.0,5.0,,,,,90.0,56.0,7.0,11.0,0.299733,32.328,10.51216,10.0,121.34466972967,12.0,31.08,43.68,,0,,0.39,0.02,0.15,,3.0,5.1,1.54,0.6,0.27,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,43.680846878237,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14566765,home,Juventus,Bremer,,,bremer,Bremer,D,3,188,9607,M,Bremer,885197,EUR,858643200,D,3,3,False,42.0,38.0,2.0,2.0,0.0,28.0,28.0,10.0,14.0,2.0,,,,,90.0,56.0,6.7,4.0,0.00510471,28.62,10.1547,4.0,153.10978396219,18.0,80.325,20.79,,0,,0.04,0.11,-0.23,,2.92,5.36,1.41,0.39,0.07,,,4.0,5.0,,,,,,7.0,,2.0,,,4.0,18.872406550305,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
14566765,home,Juventus,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3168,M,,865167,EUR,907632000,D,6,6,False,59.0,53.0,5.0,5.0,0.0,36.0,39.0,17.0,20.0,5.0,,,,,90.0,73.0,7.6,8.0,0.00978101,31.14,10.06848,10.0,268.26701067944,29.0,143.535,39.795,,0,,0.25,0.12,0.5,,3.01,5.05,1.31,0.49,0.2,,,5.0,5.0,,,1.0,,,7.0,,4.0,1.0,,3.0,82.455189985429,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
14566765,home,Juventus,Andrea Cambiaso,,,cambiaso-andrea,A. Cambiaso,D,27,181,7434,M,andrea_cambiaso,917048,EUR,951004800,D,27,27,False,38.0,34.0,1.0,1.0,0.0,20.0,22.0,14.0,16.0,2.0,,,,,70.0,58.0,6.8,8.0,0.0260093,30.996,8.41769,13.0,111.78771546528,14.0,55.65,15.96,,0,,-0.01,0.06,0.19,,2.07,4.01,1.39,0.68,0.27,3.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,16.116982844193,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
14566765,home,Juventus,Manuel Locatelli,,,manuel-locatelli,M. Locatelli,M,5,185,8636,M,locamanuel73,363860,EUR,884217600,M,5,5,False,50.0,43.0,6.0,5.0,0.0,14.0,18.0,29.0,32.0,2.0,,,,,87.0,69.0,8.2,9.0,0.0447832,28.908,10.51518,6.0,103.57523034601,16.0,52.71,15.435,,0,,0.4,0.2,0.88,,2.25,5.57,1.91,0.66,0.12,,,5.0,7.0,,,1.0,,,4.0,5.0,3.0,2.0,,2.0,,,1.0,2.0,1.0,,2.0,,True,2.0,,,,,,,,,,,,,,,
14566765,home,Juventus,Khéphren Thuram,,,khephren-thuram,K. Thuram,M,19,191,11821,M,k_thuram,904832,EUR,985564800,M,19,19,False,38.0,36.0,4.0,4.0,0.0,20.0,21.0,16.0,17.0,2.0,,,,,90.0,46.0,8.1,4.0,0.0419964,29.844,11.23189,8.0,180.24018440006,18.0,74.025,22.575,,2,,0.26,0.24,-0.07,,2.77,5.69,1.86,0.74,0.17,,,6.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,36.027182109051,2.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.1742,0.6235,0.53,,,,,,,,
14566765,home,Juventus,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7748,M,west.mckennie,881931,EUR,904262400,M,22,22,False,33.0,27.0,,,0.0,6.0,10.0,21.0,23.0,2.0,,,,,90.0,57.0,8.2,15.0,0.335196,30.132,11.43333,14.0,58.309959315482,10.0,-0.94499999999999,8.19,,2,,0.55,0.12,0.15,,2.97,5.19,2.11,0.93,0.25,2.0,1.0,5.0,2.0,,3.0,2.0,1.0,,1.0,,,,2.0,,3.7824457696046,1.0,2.0,,,,1.0,,,1.0,,,2.0,1.0,0.6391,1.0147,0.49,,,,,,,,
14566765,home,Juventus,Fabio Miretti,,,fabio-miretti,F. Miretti,M,21,179,3302,M,,1010223,EUR,1059868800,M,21,21,False,13.0,10.0,1.0,,0.0,3.0,6.0,7.0,7.0,2.0,,,,,45.0,24.0,6.2,9.0,0.00861476,29.052,6.72049,7.0,6.8786242879603,2.0,4.305,2.52,,1,,-0.07,-0.51,0.16,,1.29,3.27,1.39,0.64,0.13,,,6.0,1.0,1.0,3.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,0.0518,,-0.27,,,,,,,,
14566765,home,Juventus,Kenan Yıldız,Kenan Yıldız,,yildiz-kenan,K. Yıldız,M,10,187,84063,M,KenanYıldız,1149011,EUR,1115164800,M,10,10,False,33.0,25.0,1.0,1.0,0.0,14.0,16.0,11.0,17.0,4.0,,,,,82.0,52.0,6.3,21.0,0.0209968,28.368,8.61224,3.0,214.11351944872,20.0,35.07,17.325,,2,,-0.19,0.25,-0.16,,2.8,4.13,1.25,0.39,0.05,6.0,,5.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,,4.0,1.0,50.297851047009,4.0,,,,,,1.0,,,,1.0,1.0,,0.0796,0.4498,-0.08,1.0,,,,,,,
