match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_outfielderBlock,player_firstName,player_lastName,stat_shotOffTarget,player_sofascoreId,stat_totalCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_clearanceOffLine,captain,stat_aerialLost,stat_goals,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalOffside,stat_lastManTackle,stat_blockedScoringAttempt
10389870,home,Toulouse,Zakaria Aboukhlal,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,F,6,6,False,25.0,16.0,1.0,,4.0,10.0,13.0,16.0,1.0,4.0,,,,,,72.0,41.0,8.2,13.0,0.4349,0.5165,0.152013,2,,2.0,4.0,6.0,1.0,4.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,zakariaaboukhlal,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,
10389870,home,Toulouse,Kévin Keben Biakolo,kevin-keben-biakolo,K. K. Biakolo,D,4,187,208,M,1102504,EUR,1075075200,M,31,31,True,3.0,2.0,,,,,2.0,5.0,,1.0,1.0,,,,,27.0,6.0,6.4,4.0,0.0,0.0,0.00044147,0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
10389870,home,Toulouse,Moussa Diarra,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,23,23,True,2.0,2.0,,,2.0,2.0,,,2.0,,,,,,,18.0,5.0,6.7,,0.0,0.0,2.818e-05,0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10389870,home,Toulouse,Denis Genreau,denis-genreau,D. Genreau,M,10,170,131,M,862773,EUR,927244800,M,5,5,True,6.0,4.0,1.0,,1.0,2.0,3.0,4.0,1.0,,,,,,,18.0,9.0,6.2,2.0,0.0,0.0,0.00101496,0,,,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,
10389870,home,Toulouse,Ado Onaiwu,ado-onaiwu,A. Onaiwu,M,45,180,644,M,489180,EUR,815788800,F,7,7,True,11.0,6.0,,,2.0,3.0,4.0,8.0,,,,,,,,11.0,12.0,6.5,6.0,0.0,0.0,0.0419286,0,,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10389870,home,Toulouse,Kjetil Haug,kjetil-haug,K. Haug,G,16,187,94,M,792318,EUR,897609600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389870,home,Toulouse,Oliver Zandén,zanden-oliver,O. Zandén,D,6,183,71,M,999117,EUR,997747200,D,18,18,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389870,home,Toulouse,Theocharis Tsingaras,theocharis-tsingaras,T. Tsingaras,M,5,173,213,M,947158,EUR,966729600,M,24,24,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,Theocharis,Tsingaras,,,,,,,,,,,,,,,,,
10389870,home,Toulouse,Junior Flemmings,junior-flemmings,J. Flemmings,M,7,180,119,M,831501,EUR,821750400,F,20,20,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389870,home,Toulouse,Veljko Birmančević,veljko-birmancevic,V. Birmančević,F,20,177,1581,M,831510,EUR,889056000,M,19,19,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389870,away,Montpellier,Bingourou Kamara,bingourou-kamara,B. Kamara,G,21,193,273,M,583312,EUR,845856000,G,90,90,False,19.0,15.0,8.0,4.0,15.0,15.0,,4.0,1.0,6.0,,,1.0,1.0,1.0,90.0,25.0,5.6,4.0,0.0,0.0,9.338e-05,0,-1.3566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389870,away,Montpellier,Arnaud Souquet,arnaud-souquet,A. Souquet,D,,174,43,M,93570,EUR,697852800,D,2,2,False,16.0,13.0,,,5.0,8.0,8.0,9.0,,4.0,2.0,,,,,62.0,39.0,6.6,6.0,0.0,0.0,0.00113794,0,,1.0,1.0,7.0,,,,1.0,6.0,5.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,
10389870,away,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,39.0,35.0,5.0,4.0,19.0,19.0,16.0,20.0,,8.0,1.0,,,,,90.0,45.0,6.0,5.0,0.0,0.0,0.101056,0,,1.0,5.0,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,4.0,,1.0,,,,,,,
10389870,away,Montpellier,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,31,31,False,53.0,46.0,7.0,4.0,30.0,33.0,16.0,20.0,1.0,6.0,,,,,,90.0,65.0,7.8,8.0,0.2046,0.0882,0.188771,2,,1.0,3.0,7.0,,,,,5.0,2.0,1.0,,,,,,1.0,,,,1.0,,,3.0,1.0,1.0,,,1.0,,,,
10389870,away,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,33.0,28.0,,,18.0,19.0,11.0,21.0,2.0,7.0,2.0,,,,,90.0,67.0,6.8,15.0,0.0175,0.0,0.0325227,1,,1.0,4.0,7.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,,,Enzo Tchato Mbiayi,,1.0,,7.0,,,,,2.0,,1.0,,1.0,,,,1.0,
10389870,away,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,35.0,26.0,6.0,3.0,15.0,17.0,11.0,19.0,,2.0,,,,,,62.0,42.0,6.2,10.0,0.0286,0.0,0.0312624,2,,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,2.0
10389870,away,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,45.0,42.0,5.0,3.0,21.0,22.0,21.0,24.0,,7.0,,,,,,82.0,57.0,7.4,5.0,0.0591,0.0,0.0655783,3,,,1.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,2.0,1.0,,,,,,2.0
10389870,away,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,21.0,18.0,,,4.0,5.0,14.0,17.0,,3.0,2.0,,,,,82.0,40.0,6.5,8.0,0.0605,0.0,0.017274,2,,,4.0,6.0,2.0,2.0,2.0,1.0,1.0,,3.0,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,1.0
10389870,away,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,78.0,63.0,16.0,9.0,22.0,23.0,45.0,69.0,,8.0,2.0,,,,,90.0,116.0,7.3,32.0,0.1719,0.0,0.559286,4,,1.0,6.0,7.0,3.0,2.0,2.0,,1.0,1.0,3.0,2.0,1.0,,,,,,14.0,,,,True,,,4.0,,4.0,1.0,,,,4.0
10389870,away,Montpellier,Wahbi Khazri,wahbi-khazri,W. Khazri,F,,176,1610,M,51640,EUR,665971200,M,99,99,False,16.0,10.0,1.0,1.0,3.0,6.0,7.0,13.0,,1.0,2.0,,,,,61.0,37.0,6.2,15.0,0.2744,1.0135,0.0127259,4,,,8.0,4.0,4.0,,,1.0,4.0,3.0,,1.0,2.0,,,,,,3.0,2.0,3.0,,,1.0,,,,,,,,,1.0
10389870,away,Montpellier,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3162,M,979315,EUR,1041465600,F,21,21,False,19.0,14.0,1.0,1.0,4.0,4.0,10.0,15.0,,2.0,4.0,,,,,90.0,31.0,7.0,11.0,0.0447,0.6056,0.0137261,1,,,6.0,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,e.wahi7,,,1.0,,,3.0,1.0,,,,,,2.0,,
10389870,away,Montpellier,Stephy Mavididi,stephy-mavididi,S. Mavididi,M,10,182,1545,M,605338,EUR,896572800,F,10,10,True,4.0,2.0,,,,1.0,2.0,3.0,,2.0,,,,,,29.0,12.0,6.7,4.0,0.2689,0.0,0.00112162,4,,,2.0,,,2.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,1.0
10389870,away,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,True,25.0,21.0,1.0,1.0,3.0,3.0,20.0,27.0,1.0,2.0,1.0,,,,,28.0,42.0,7.2,8.0,0.0,0.0,0.0393586,0,,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,5.0,,,,,,,2.0,,2.0,,,,,
10389870,away,Montpellier,Valère Germain,valere-germain,V. Germain,F,,180,599,M,140992,EUR,640310400,F,9,9,True,10.0,9.0,,,2.0,2.0,7.0,8.0,,1.0,1.0,,,,,28.0,14.0,6.6,2.0,0.0,0.0,0.0566796,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,
10389870,away,Montpellier,Leo Leroy,leo-leroy,L. Leroy,M,22,185,170,M,976001,EUR,950486400,M,18,18,True,13.0,10.0,,,1.0,1.0,9.0,12.0,,1.0,1.0,,,,,8.0,15.0,6.9,4.0,0.0,0.0,0.0118879,0,,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
10389870,away,Montpellier,Axel Gueguin,axel-gueguin,A. Gueguin,F,20,170,58,M,1195635,EUR,1111622400,F,36,36,True,6.0,5.0,,,1.0,1.0,4.0,6.0,,1.0,1.0,,,,,8.0,9.0,6.5,3.0,0.0,0.0,0.00373747,0,,,1.0,,,,,,,,,,,,Axel Gueguin,,,,1.0,,,,,1.0,,,,,,,,,
10389870,away,Montpellier,Matis Carvalho,carvalho-matis,M. Carvalho,G,1,186,31,M,966256,EUR,925257600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389870,away,Montpellier,Mamadou Sakho,mamadou-sakho,M. Sakho,D,,187,317,,21134,EUR,634867200,D,75,75,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389870,away,Montpellier,Béni Makouana,beni-makouana,B. Makouana,M,24,177,225,M,958865,EUR,1033171200,F,28,28,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389870,away,Montpellier,Sacha Delaye,sacha-delaye,S. Delaye,M,19,171,34,M,1122641,EUR,1019520000,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,Sacha Delaye,,,,,,,,,,,,,,,,,,
