match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,player_firstName,player_lastName,captain,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_penaltyConceded,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_wasFouled,stat_blockedScoringAttempt,stat_goalAssist,stat_goals,stat_totalOffside,stat_penaltyMiss
10913418,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200.0,G,1,1,False,19.0,17.0,6.0,4.0,15.0,15.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,3.0,90.0,28.0,7.4,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913418,home,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180.0,7,M,1013848,EUR,760320000.0,D,6,6,False,38.0,31.0,2.0,2.0,13.0,16.0,18.0,30.0,6.0,,,,,,81.0,61.0,7.1,17.0,1,8.0,2.0,5.0,4.0,7.0,1.0,4.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10913418,home,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400.0,D,33,33,False,49.0,41.0,9.0,5.0,30.0,32.0,11.0,17.0,6.0,,,,,,90.0,60.0,7.7,8.0,1,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10913418,home,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200.0,D,14,14,False,70.0,60.0,6.0,3.0,33.0,34.0,27.0,36.0,6.0,,,,,,90.0,88.0,7.5,11.0,5,,3.0,9.0,3.0,12.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,,,,,True,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,
10913418,home,Al-Taawoun,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200.0,D,31,31,False,48.0,41.0,4.0,2.0,18.0,19.0,24.0,32.0,10.0,,,,,,90.0,76.0,7.2,13.0,0,3.0,1.0,1.0,5.0,8.0,,2.0,4.0,4.0,3.0,,,,,Saad Yaslam Balobaid,,,1.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,2.0,,,,,
10913418,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000.0,M,18,18,False,84.0,76.0,14.0,11.0,22.0,23.0,55.0,62.0,7.0,,,,,,90.0,92.0,7.3,8.0,1,1.0,3.0,1.0,6.0,2.0,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,4.0,1.0,1.0,,1.0,,1.0,,,,
10913418,home,Al-Taawoun,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600.0,M,10,10,False,71.0,57.0,13.0,7.0,17.0,18.0,42.0,55.0,4.0,,,,,,90.0,88.0,7.2,17.0,3,2.0,2.0,1.0,5.0,4.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,4.0,2.0,1.0,1.0,,3.0,3.0,,,,
10913418,home,Al-Taawoun,Fahad Ayed Al-Rashidi,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175.0,231,M,974517,EUR,863740800.0,M,7,7,False,20.0,13.0,2.0,2.0,3.0,3.0,11.0,18.0,3.0,,,,,,81.0,32.0,7.1,9.0,4,1.0,3.0,2.0,5.0,4.0,1.0,,2.0,2.0,1.0,1.0,,,1.0,,,,,,1.0,,,3.0,1.0,,1.0,1.0,,3.0,,,,
10913418,home,Al-Taawoun,Alejandro Romero,kaku,Kaku,M,10,171.0,1012,M,788936,EUR,789782400.0,M,17,17,False,38.0,26.0,4.0,2.0,1.0,2.0,30.0,53.0,2.0,,,,,,90.0,72.0,8.7,30.0,1,17.0,,,6.0,7.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,6.0,4.0,,,,7.0,5.0,2.0,1.0,1.0,2.0,,1.0,,,
10913418,home,Al-Taawoun,Hassan Al-Amri,hassan-al-amri,H. Al-Amri,M,7,172.0,19,M,818733,EUR,766886400.0,M,77,77,False,26.0,22.0,,,6.0,6.0,16.0,22.0,3.0,,,,,,62.0,46.0,6.8,9.0,2,2.0,1.0,1.0,7.0,6.0,1.0,1.0,3.0,1.0,,2.0,,,,,,,4.0,2.0,,1.0,,,,1.0,1.0,,1.0,,,,,
