match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_lastManTackle,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_dispossessed,player_sofascoreId,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_totalContest,stat_blockedScoringAttempt,stat_wonContest,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork,player_firstName,player_lastName,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12117165,home,Atlético Mineiro,Matheus Mendes,matheus-mendes,M. Mendes,G,31,193,413,M,1018555,EUR,921024000,G,31,31,False,24.0,20.0,6.0,2.0,0.0,20.0,21.0,3.0,2.0,1.0,6.0,3.0,4.0,6.0,1.0,1.0,90.0,39.0,8.2,4.0,7.895e-05,0,1.1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117165,home,Atlético Mineiro,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,973737,EUR,922924800,D,3,3,False,27.0,25.0,3.0,3.0,0.0,12.0,12.0,16.0,2.0,,3.0,,,,,,45.0,37.0,6.7,5.0,0.0117099,0,,13.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117165,home,Atlético Mineiro,Rodrigo Battaglia,rodrigo-battaglia,R. Battaglia,D,5,187,1317,M,158257,EUR,679276800,D,21,21,False,89.0,85.0,3.0,2.0,0.0,54.0,56.0,33.0,5.0,1.0,3.0,,,,,,90.0,100.0,7.4,5.0,0.0167034,0,,31.0,,2.0,6.0,,2.0,1.0,,,2.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12117165,home,Atlético Mineiro,Junior Alonso,junior-alonso,J. Alonso,D,6,185,1792,M,333275,EUR,729216000,D,8,8,False,77.0,70.0,7.0,5.0,0.0,39.0,41.0,36.0,3.0,1.0,2.0,,,,,,90.0,88.0,7.2,9.0,0.00904341,0,,31.0,,5.0,8.0,,2.0,1.0,,2.0,1.0,6.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12117165,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177,5525,M,559036,EUR,757728000,M,6,6,False,44.0,37.0,9.0,7.0,0.0,17.0,17.0,32.0,,,3.0,,,,,,89.0,64.0,7.4,14.0,0.0639601,2,,21.0,5.0,2.0,7.0,,4.0,3.0,2.0,1.0,1.0,1.0,,2.0,1.0,,,gustavoscarpa10,1.0,2.0,1.0,0.0226,,,,,,,,,,,,,,,,
12117165,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,58.0,53.0,1.0,,0.0,30.0,32.0,26.0,1.0,3.0,5.0,,,,,,90.0,70.0,6.4,8.0,0.0125931,0,,23.0,,7.0,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
12117165,home,Atlético Mineiro,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,930690,EUR,954028800,M,18,18,False,57.0,51.0,3.0,2.0,0.0,24.0,26.0,31.0,,2.0,3.0,,,,,,67.0,70.0,6.6,9.0,0.014701,2,,27.0,,5.0,2.0,,1.0,,1.0,2.0,,,,1.0,,1.0,1.0,,,1.0,,0.1108,1.0,1.0,,,,,,,,,,,,,,
12117165,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,M,13,13,False,69.0,61.0,2.0,,0.0,31.0,32.0,41.0,1.0,,6.0,,,,,,90.0,85.0,7.0,15.0,0.0312982,0,,30.0,4.0,3.0,4.0,,,1.0,1.0,2.0,,,,,,1.0,,guiarana,,,,,4.0,,3.0,,,,,,,,,,,,,
12117165,home,Atlético Mineiro,Bernard,bernard,Bernard,M,11,164,2389,M,241488,EUR,715910400,F,20,20,False,36.0,30.0,1.0,,0.0,12.0,14.0,24.0,1.0,,8.0,,,,,,79.0,49.0,6.8,13.0,0.121516,0,,18.0,2.0,5.0,3.0,,,2.0,,,1.0,,,,2.0,1.0,1.0,,,,1.0,,5.0,,3.0,,,,,,,,,,,,,
12117165,home,Atlético Mineiro,Hulk,hulk,Hulk,F,7,180,24458,M,34705,EUR,522633600,F,7,7,False,24.0,18.0,2.0,,0.0,7.0,7.0,19.0,,,1.0,,,,,,90.0,52.0,8.7,15.0,0.176589,5,,12.0,2.0,10.0,9.0,,1.0,2.0,4.0,3.0,,1.0,,1.0,1.0,1.0,4.0,Hulk,1.0,1.0,,1.754,5.0,1.0,3.0,True,1.0,3.0,2.0,2.6062,,,,,,,,
