match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_wasFouled,stat_fouls,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_keyPass,stat_aerialLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,player_firstName,player_lastName,player_sofascoreId,stat_errorLeadToAShot,stat_totalOffside,stat_goals,stat_clearanceOffLine,stat_goalAssist
10389866,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,True,31.0,18.0,20.0,8.0,13.0,16.0,5.0,15.0,3.0,7.0,1.0,5.0,6.0,2.0,1.0,1.0,90.0,45.0,7.2,13.0,0.0,0.0,0.0010173,0,0.5862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389866,home,Nantes,João Victor,joao-victor,J. Victor,D,38,187,1786,M,982998,EUR,900633600,D,38,38,False,,54.0,43.0,5.0,1.0,22.0,23.0,21.0,34.0,4.0,5.0,,,,,,,90.0,81.0,6.3,18.0,0.0,0.0,0.0155856,0,,3.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389866,home,Nantes,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186,273,M,794836,EUR,698284800,D,3,3,False,,30.0,19.0,8.0,1.0,16.0,17.0,3.0,13.0,5.0,1.0,,,,,,,60.0,42.0,6.0,11.0,0.0,0.0,0.0010303,0,,,5.0,4.0,2.0,,,,2.0,2.0,2.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
10389866,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,,44.0,36.0,9.0,4.0,27.0,30.0,10.0,15.0,5.0,8.0,,,,,,,90.0,65.0,6.5,13.0,0.4887,0.0,0.822522,1,,1.0,4.0,3.0,,3.0,,,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10389866,home,Nantes,Sébastien Corchia,sebastien-corchia,S. Corchia,D,14,176,100,M,47549,EUR,657417600,D,24,24,False,,33.0,28.0,2.0,1.0,14.0,14.0,14.0,21.0,3.0,6.0,,,,,,,90.0,55.0,6.7,11.0,0.0132,0.0,0.0183782,1,,2.0,4.0,6.0,,,2.0,1.0,4.0,2.0,,2.0,2.0,1.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,
10389866,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,,36.0,32.0,4.0,4.0,16.0,17.0,16.0,21.0,,6.0,,,,,,,45.0,43.0,6.5,7.0,0.0,0.0,0.0105302,0,,2.0,2.0,2.0,1.0,,1.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,
10389866,home,Nantes,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,M,10,10,False,,34.0,30.0,2.0,,12.0,12.0,19.0,25.0,,7.0,,,,,,,90.0,61.0,6.7,16.0,0.0426,0.0,0.168672,1,,3.0,8.0,10.0,2.0,3.0,8.0,6.0,,1.0,,4.0,1.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,
10389866,home,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,False,,16.0,13.0,,,5.0,6.0,8.0,11.0,1.0,6.0,,,,,,,60.0,28.0,6.7,4.0,0.378,0.0,0.015429,2,,1.0,1.0,3.0,,,,,,,,,,3.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,
10389866,home,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,M,25,25,False,,45.0,39.0,4.0,3.0,15.0,15.0,24.0,32.0,,3.0,,,,,,,90.0,63.0,6.7,12.0,0.1232,0.2222,0.0451894,2,,2.0,8.0,5.0,4.0,,3.0,1.0,1.0,4.0,2.0,1.0,,,,,,1.0,,,1.0,2.0,,,1.0,,,,,,,,
10389866,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,,10.0,7.0,,,3.0,3.0,4.0,8.0,,1.0,,,,,,,60.0,21.0,5.9,8.0,0.2097,0.1408,0.0399841,1,,1.0,4.0,2.0,,1.0,3.0,1.0,,,,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,
