match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,stat_fouls,captain,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_punches
12436934,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,28.0,25.0,4.0,1.0,0.0,24.0,24.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,90.0,36.0,6.8,3.0,0.00034247,0,0.1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436934,home,Aston Villa,Andrés García,andres-garcia,A. García,D,16,183,959,M,,1457536,EUR,1044576000,D,16,16,False,60.0,58.0,,,0.0,21.0,21.0,38.0,47.0,,5.0,1.0,8.0,,,,,90.0,91.0,6.8,15.0,0.115713,2,,Andrés García,,8.0,1.0,2.0,7.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0414,,,,,,,,,,,,,,,,
12436934,home,Aston Villa,Axel Disasi,axel-disasi,A. Disasi,D,4,190,9725,M,axel_disasi,827243,EUR,889574400,D,3,3,False,83.0,77.0,2.0,1.0,0.0,39.0,41.0,38.0,42.0,2.0,3.0,3.0,2.0,,,,,90.0,91.0,6.8,8.0,0.244468,0,,,,,,1.0,3.0,,2.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
12436934,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,D,44,44,False,28.0,24.0,,,0.0,19.0,21.0,5.0,7.0,,1.0,,,,,,,16.0,30.0,6.6,5.0,0.00169589,0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436934,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,33.0,31.0,1.0,,0.0,11.0,13.0,20.0,24.0,,,1.0,1.0,,,,,45.0,43.0,6.6,8.0,0.0351435,1,,,,4.0,,,3.0,2.0,,,1.0,,,,,0.0293,,,,,1.0,,,,,,,,,,,
12436934,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,80.0,73.0,5.0,2.0,0.0,17.0,18.0,56.0,62.0,1.0,5.0,1.0,11.0,,,,,90.0,90.0,7.0,8.0,0.0673745,1,,,,,,,7.0,,1.0,1.0,,1.0,2.0,1.0,1.0,0.102,3.0,,2.0,1.0,4.0,True,1.0,,,,,,,,,
12436934,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,98.0,89.0,8.0,6.0,0.0,20.0,21.0,70.0,81.0,2.0,8.0,,5.0,,,,,90.0,114.0,8.0,14.0,0.201057,1,,,,4.0,1.0,,2.0,1.0,3.0,3.0,1.0,,1.0,1.0,1.0,0.0629,,1.0,,3.0,1.0,,2.0,,,,,,,,,
12436934,home,Aston Villa,Donyell Malen,donyell-malen,D. Malen,F,14,176,10886,M,donyellmalen,803039,EUR,916704000,M,17,17,False,13.0,10.0,1.0,1.0,0.0,1.0,2.0,9.0,12.0,,2.0,,2.0,,,,,63.0,24.0,6.8,6.0,0.0188175,1,,,,1.0,,,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,0.0294,,,,1.0,,,,,,,,,,,,
12436934,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,32.0,25.0,,,0.0,3.0,4.0,22.0,29.0,,3.0,1.0,1.0,,,,,90.0,51.0,6.7,13.0,0.116375,5,,,,1.0,,1.0,6.0,1.0,4.0,1.0,2.0,1.0,,,,0.8347,,,,4.0,1.0,,2.0,2.0,2.0,0.8286,,,,,,
12436934,home,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180,3186,M,,975937,EUR,991008000,M,41,41,False,29.0,26.0,,,0.0,8.0,8.0,18.0,21.0,1.0,4.0,,1.0,,,,,45.0,34.0,7.0,3.0,0.0704129,0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,
