match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_dispossessed,player_sofascoreId,stat_outfielderBlock,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_punches
12441730,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196.0,132,M,945955,EUR,878256000,G,1,1,False,36.0,19.0,28.0,11.0,0.0,13.0,16.0,6.0,20.0,6.0,1.0,2.0,3.0,90.0,44.0,6.6,18.0,0.00285198,0,-0.4887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441730,home,Almere City FC,Marvin Martins,marvin-martins,Martins,D,,185.0,95,M,537854,EUR,792979200,D,27,27,False,35.0,28.0,1.0,,0.0,25.0,28.0,3.0,8.0,6.0,,,,90.0,50.0,6.7,9.0,0.00287089,0,,1.0,2.0,3.0,3.0,3.0,7.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12441730,home,Almere City FC,Ricardo Visus,ricardo-visus,R. Visus,D,14,192.0,119,M,1046322,EUR,988070400,D,4,4,False,29.0,22.0,9.0,4.0,0.0,17.0,19.0,5.0,10.0,2.0,,,,45.0,31.0,6.2,8.0,0.00695671,0,,,,,2.0,1.0,,,1.0,Ricardo Visus,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12441730,home,Almere City FC,James Lawrence,james-lawrence,J. Lawrence,D,4,188.0,53,M,193462,EUR,714441600,D,15,15,False,56.0,46.0,7.0,4.0,1.0,36.0,39.0,10.0,17.0,1.0,,,,90.0,64.0,6.8,10.0,0.339673,2,,,,2.0,1.0,4.0,1.0,1.0,,,,1.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,0.3422,1.0,,,,,,,,,,,,
12441730,home,Almere City FC,Vasilios Zagaritis,vassilis-zagaritis,V. Zagaritis,D,19,178.0,227,M,1064426,EUR,988934400,D,14,14,False,24.0,16.0,4.0,2.0,0.0,7.0,8.0,12.0,22.0,8.0,,,,90.0,56.0,6.7,16.0,0.152125,0,,6.0,,,5.0,3.0,4.0,,2.0,,,,3.0,1.0,2.0,1.0,,,,,2.0,,2.0,3.0,1.0,,,,,,,,,,
12441730,home,Almere City FC,Thom Haye,thom-haye,T. Haye,M,33,187.0,10984,M,149666,EUR,792288000,M,19,19,False,52.0,40.0,13.0,7.0,0.0,19.0,21.0,25.0,40.0,9.0,,,,90.0,84.0,7.5,23.0,0.211927,1,,9.0,,1.0,6.0,6.0,,5.0,,,,1.0,2.0,,1.0,1.0,,1.0,5.0,2.0,,0.1229,4.0,4.0,3.0,thomhaye,1.0,1.0,,,,,,,
12441730,home,Almere City FC,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179.0,260,M,544156,EUR,800496000,M,8,8,False,19.0,16.0,2.0,1.0,0.0,13.0,13.0,3.0,6.0,,,,,45.0,22.0,6.4,4.0,0.00722102,0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12441730,home,Almere City FC,Kornelius Normann,kornelius-hansen,K. Hansen,M,11,175.0,64,M,989864,EUR,989107200,M,17,17,False,15.0,11.0,,,0.0,4.0,5.0,8.0,11.0,1.0,,,,66.0,32.0,6.1,12.0,0.0916981,4,,1.0,,1.0,6.0,3.0,,1.0,1.0,,,1.0,5.0,1.0,4.0,,2.0,2.0,1.0,1.0,,0.7614,2.0,1.0,,,,,2.0,0.9653,,,,,
12441730,home,Almere City FC,Thomas Robinet,thomas-robinet,T. Robinet,M,9,180.0,359,M,790802,EUR,840326400,M,9,9,False,29.0,21.0,3.0,1.0,1.0,6.0,7.0,16.0,24.0,6.0,,,,90.0,51.0,8.0,14.0,0.162818,2,,2.0,3.0,3.0,7.0,7.0,1.0,,,,,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,0.082,5.0,1.0,3.0,,,,,,True,1.0,,,
12441730,home,Almere City FC,Junior Kadile,kadile-junior,J. Kadile,M,11,182.0,132,M,999033,EUR,1039996800,M,11,11,False,17.0,13.0,,,0.0,1.0,1.0,12.0,22.0,2.0,,,,82.0,47.0,7.6,18.0,0.119381,7,,6.0,1.0,1.0,10.0,5.0,,,1.0,,,2.0,3.0,,2.0,1.0,,3.0,2.0,,2.0,0.6026,1.0,,3.0,,,,2.0,1.0344,,,2.0,1.0,
