match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotOffTarget,stat_unsuccessfulTouch,stat_penaltyConceded,stat_keyPass,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_penaltyWon
12513983,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,1,1,False,True,22.0,12.0,15.0,5.0,0.0,8.0,10.0,4.0,12.0,5.0,2.0,1.0,4.0,90.0,29.0,7.0,10.0,0.00033015,0,-0.9116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513983,home,Santa Clara,Sidney Lima,Sidney,,sidney-lima,S. Lima,D,23,182,139,M,1131145,EUR,853459200,D,23,23,False,,39.0,27.0,4.0,,0.0,21.0,25.0,6.0,15.0,6.0,,,,90.0,65.0,6.7,18.0,0.127493,1,,1.0,1.0,2.0,8.0,11.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,2.0,3.0,0.0084,,,,,,,,,,,,,,
12513983,home,Santa Clara,Frederico Venâncio,,,frederico-venancio,F. Venâncio,D,21,186,71,M,254815,EUR,728784000,D,21,21,False,,38.0,25.0,5.0,1.0,0.0,21.0,31.0,4.0,7.0,2.0,,,,90.0,48.0,6.4,13.0,0.00307192,1,,,,,1.0,1.0,,,,,,5.0,,3.0,1.0,,,1.0,0.0737,1.0,,,,,,,,,,,,,
12513983,home,Santa Clara,Alysson Silva,Alysson Silva,,alysson-silva,A. Silva,D,4,183,46,M,1884129,EUR,1032998400,D,14,14,False,,23.0,18.0,6.0,3.0,0.0,15.0,17.0,3.0,6.0,3.0,,,,74.0,29.0,5.8,9.0,0.00139758,0,,,,,2.0,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,
12513983,home,Santa Clara,Lucas Soares,,,lucas-soares,L. Soares,M,42,176,85,M,991358,EUR,894240000,M,42,42,False,,13.0,4.0,2.0,,0.0,1.0,8.0,3.0,6.0,4.0,,,,68.0,29.0,5.8,15.0,0.00498333,1,,1.0,1.0,1.0,4.0,1.0,2.0,,1.0,,1.0,2.0,,,,,,,0.0368,,2.0,,,,,,,,,,,,
12513983,home,Santa Clara,Pedro Ferreira,,,ferreira-pedro,P. Ferreira,M,8,183,121,M,851277,EUR,883958400,M,8,8,False,,25.0,18.0,6.0,4.0,0.0,8.0,10.0,10.0,15.0,8.0,,,,90.0,46.0,7.6,10.0,0.0170357,0,,,1.0,1.0,4.0,12.0,1.0,,2.0,2.0,,,,3.0,8.0,6.0,1.0,2.0,,,3.0,,1.0,,,,,,,,,,
12513983,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,6,6,False,,18.0,13.0,3.0,1.0,0.0,10.0,12.0,3.0,7.0,5.0,,,,65.0,28.0,5.8,8.0,0.0019309,0,,1.0,,,4.0,2.0,,,2.0,,,3.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12513983,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,M,32,32,False,,33.0,22.0,6.0,3.0,0.0,13.0,16.0,9.0,19.0,4.0,,,,90.0,51.0,7.0,18.0,0.00881623,0,,2.0,,4.0,2.0,9.0,,1.0,2.0,2.0,,1.0,,1.0,3.0,2.0,,1.0,,,1.0,,,,,,,,,,,,
12513983,home,Santa Clara,Vinícius Lopes,,,vinicius-lopes,V. Lopes,F,70,175,316,M,1001753,EUR,926035200,F,70,70,False,,8.0,6.0,,,0.0,3.0,4.0,3.0,5.0,3.0,,,,67.0,29.0,6.2,11.0,0.0129563,2,,1.0,,1.0,8.0,6.0,,2.0,3.0,,1.0,,,1.0,2.0,2.0,3.0,3.0,0.2754,1.0,3.0,,,1.0,1.0,,,,,,,,
12513983,home,Santa Clara,Alisson Safira,,,allison-safira,A. Safira,F,25,178,356,M,870927,EUR,795398400,F,9,9,False,,20.0,15.0,,,0.0,7.0,9.0,8.0,11.0,1.0,,,,74.0,27.0,6.4,9.0,0.0662714,1,,,2.0,6.0,6.0,6.0,,1.0,,,,1.0,,,,,,3.0,0.4425,,2.0,,1.0,1.0,1.0,1.0,0.5792,,,,,,
