match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_goalAssist,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wonContest,captain,stat_shotOffTarget,stat_dispossessed,stat_blockedScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside
10433801,home,Kasımpaşa,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191,138,M,105974,EUR,626227200,G,1,1,False,28.0,16.0,16.0,4.0,16.0,20.0,8.0,3.0,6.0,3.0,3.0,1.0,1.0,1.0,90.0,40.0,6.4,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433801,home,Kasımpaşa,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,408,M,354860,EUR,775612800,D,94,94,False,16.0,10.0,5.0,1.0,3.0,4.0,18.0,1.0,2.0,,,,,,90.0,36.0,6.2,13.0,0,9.0,6.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
10433801,home,Kasımpaşa,Daniel Graovac,,,daniel-graovac,D. Graovac,D,4,186,248,M,94815,EUR,744768000,D,6,6,False,19.0,11.0,6.0,,9.0,11.0,8.0,5.0,6.0,,,,,,90.0,27.0,6.0,8.0,0,2.0,,,1.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10433801,home,Kasımpaşa,Sadık Çiftpınar,,,sadik-ciftpinar,S. Çiftpınar,D,5,181,74,M,111811,EUR,725846400,D,18,18,False,19.0,14.0,3.0,2.0,12.0,15.0,4.0,2.0,1.0,,,,,,90.0,32.0,7.7,5.0,1,2.0,,,2.0,4.0,5.0,1.0,,3.0,,,1.0,3.0,1.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,
10433801,home,Kasımpaşa,Mortadha Ben Ouanes,,,mortadha-ben-ouanes,M. B. Ouanes,M,12,182,1220,M,919225,EUR,773107200,D,12,12,False,36.0,18.0,8.0,1.0,13.0,19.0,20.0,2.0,7.0,,,,,,90.0,60.0,6.5,23.0,0,6.0,3.0,1.0,,4.0,3.0,4.0,,,3.0,1.0,1.0,,,,3.0,,,1.0,1.0,1.0,,,,,,,,,,
10433801,home,Kasımpaşa,Mickael Tirpan,,,mickael-tirpan,M. Tirpan,D,25,177,59,M,800340,EUR,751334400,M,24,24,False,21.0,15.0,4.0,2.0,12.0,14.0,9.0,2.0,6.0,,,,,,87.0,36.0,6.7,9.0,2,3.0,2.0,,2.0,7.0,2.0,1.0,1.0,,1.0,,,,2.0,,3.0,,4.0,,,1.0,1.0,,,,,,,,,
10433801,home,Kasımpaşa,Mamadou Fall,,,mamadou-fall,M. Fall,M,7,184,384,M,822228,EUR,694137600,M,7,7,False,11.0,7.0,,,1.0,2.0,9.0,2.0,4.0,,,,,,72.0,18.0,6.5,6.0,0,6.0,,,,1.0,3.0,,,,1.0,1.0,,,,,,2.0,1.0,,,2.0,,,,,,,,,,
10433801,home,Kasımpaşa,Haris Hajradinović,,,haris-hajradinovic,H. Hajradinović,M,10,179,1202,M,254979,EUR,761529600,M,10,10,False,30.0,23.0,7.0,3.0,7.0,8.0,25.0,,5.0,,,,,,87.0,42.0,6.5,13.0,1,16.0,3.0,,2.0,5.0,3.0,,2.0,,2.0,1.0,1.0,,,,,1.0,2.0,,,1.0,,True,1.0,,,,,,,
10433801,home,Kasımpaşa,Valentin Eysseric,,,valentin-eysseric,V. Eysseric,M,,181,140,M,139798,EUR,701481600,M,13,13,False,24.0,15.0,6.0,3.0,5.0,6.0,21.0,,1.0,,,,,,73.0,40.0,6.5,14.0,2,11.0,3.0,1.0,2.0,6.0,5.0,,2.0,,1.0,1.0,2.0,1.0,,,1.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,
10433801,home,Kasımpaşa,Bersant Celina,,,bersant-celina,B. Celina,M,10,181,394,M,281013,EUR,842227200,M,59,59,False,15.0,11.0,1.0,1.0,4.0,5.0,10.0,,5.0,,,,,,45.0,26.0,7.0,6.0,3,7.0,,,,3.0,5.0,1.0,4.0,,,,,,3.0,,1.0,2.0,,,,,3.0,,,1.0,,,,,,
