match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_unsuccessfulTouch,stat_totalCross,stat_totalContest,captain,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_errorLeadToAShot,player_sofascoreId,stat_errorLeadToAGoal,stat_goodHighClaim,stat_bigChanceMissed
12764265,home,FC Viktoria Plzeň,Martin Jedlička,,,martin-jedlicka,M. Jedlička,G,23,186.0,116,M,795155,EUR,885600000,G,16,16,False,26.0,8.0,24.0,6.0,0.0,2.0,6.0,6.0,20.0,1.0,7.0,5.0,6.0,1.0,1.0,90.0,34.0,7.5,18.0,0.00120284,0,0.1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764265,home,FC Viktoria Plzeň,Sampson Dweh,Sampson Dweh,,sampson-dweh,S. Dweh,D,40,186.0,1269,M,1125779,EUR,1002672000,D,40,40,False,31.0,21.0,9.0,2.0,0.0,15.0,18.0,6.0,13.0,6.0,11.0,,,,,90.0,62.0,7.1,17.0,0.00320044,2,,3.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.052,1.0,,,,,,,,,,,,,,,,,,,
12764265,home,FC Viktoria Plzeň,Svetozar Marković,,,svetozar-markovic,S. Marković,D,15,184.0,277,M,890913,EUR,953769600,D,3,3,False,25.0,13.0,10.0,2.0,0.0,9.0,13.0,4.0,12.0,4.0,9.0,,,,,90.0,38.0,6.6,12.0,0.00812435,1,,2.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,,0.0213,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12764265,home,FC Viktoria Plzeň,Václav Jemelka,,,vaclav-jemelka,V. Jemelka,D,21,186.0,199,M,802317,EUR,803865600,D,21,21,False,27.0,16.0,6.0,2.0,0.0,6.0,8.0,10.0,19.0,5.0,5.0,,,,,90.0,46.0,6.9,12.0,0.0128012,0,,2.0,7.0,7.0,,,,5.0,5.0,4.0,,,,,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,,
12764265,home,FC Viktoria Plzeň,Cadu,,,cadu,Cadu,M,20,177.0,241,M,1032956,EUR,870998400,M,22,22,False,17.0,14.0,3.0,,0.0,5.0,6.0,9.0,14.0,3.0,6.0,,,,,78.0,39.0,6.5,12.0,0.00599467,0,,,4.0,4.0,,,,,4.0,1.0,,,,,,1.0,,2.0,3.0,3.0,1.0,,,,,,,,,,,,
12764265,home,FC Viktoria Plzeň,Lukáš Červ,,,lukas-cerv,L. Červ,M,6,182.0,289,M,952114,EUR,986860800,M,6,6,False,36.0,28.0,3.0,2.0,0.0,10.0,11.0,18.0,26.0,2.0,12.0,,,,,90.0,56.0,7.2,11.0,0.0236153,2,,,6.0,2.0,,1.0,1.0,2.0,,,2.0,,0.0513,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
12764265,home,FC Viktoria Plzeň,Lukáš Kalvach,,,lukas-kalvach,L. Kalvach,M,8,181.0,105,M,1006331,EUR,806112000,M,23,23,False,37.0,24.0,3.0,1.0,0.0,13.0,15.0,12.0,25.0,2.0,7.0,,,,,90.0,64.0,6.7,21.0,0.228639,1,,,8.0,3.0,2.0,,1.0,3.0,2.0,2.0,1.0,,0.038,2.0,2.0,2.0,,1.0,2.0,3.0,1.0,True,1.0,,,,,,,,,,
12764265,home,FC Viktoria Plzeň,Cheick Souaré,,,cheick-souare,C. Souaré,M,19,185.0,344,M,1046473,EUR,1031011200,M,19,19,False,24.0,18.0,5.0,2.0,0.0,8.0,9.0,11.0,16.0,2.0,5.0,,,,,90.0,38.0,7.0,8.0,0.0715792,3,,1.0,,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,,0.0645,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,
12764265,home,FC Viktoria Plzeň,Matěj Vydra,,,matej-vydra,M. Vydra,F,11,178.0,591,M,58488,EUR,704678400,F,11,11,False,20.0,11.0,,,0.0,4.0,4.0,7.0,16.0,1.0,3.0,,,,,86.0,36.0,7.8,13.0,0.015175,3,,3.0,6.0,7.0,1.0,1.0,,,,,3.0,,0.6142,,3.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,1.3654,,,,,,
12764265,home,FC Viktoria Plzeň,Pavel Šulc,,,pavel-sulc,P. Šulc,M,10,177.0,3263,M,957604,EUR,978048000,F,31,31,False,30.0,22.0,3.0,,1.0,10.0,14.0,12.0,16.0,1.0,4.0,,,,,90.0,45.0,6.8,13.0,0.476153,0,,,7.0,3.0,3.0,,,1.0,1.0,,1.0,,,2.0,,2.0,,1.0,1.0,,2.0,,,1.0,,,,1.0,1.0,,,,
12764265,home,FC Viktoria Plzeň,Daniel Vašulín,,,daniel-vasulin,D. Vašulín,F,51,195.0,184,M,937325,EUR,897436800,F,51,51,False,19.0,12.0,,,0.0,5.0,5.0,7.0,14.0,,2.0,,,,,71.0,39.0,6.7,18.0,0.0045797,2,,4.0,13.0,7.0,5.0,2.0,,,2.0,1.0,1.0,2.0,0.0851,,6.0,1.0,,1.0,6.0,,,,,,,,,,,,,,
12764265,home,FC Viktoria Plzeň,Prince Kwabena Adu,,,adu-prince-kwabena,P. K. Adu,F,80,179.0,1482,M,1472288,EUR,1064275200,F,80,80,True,7.0,6.0,,,0.0,1.0,1.0,5.0,7.0,,1.0,,,,,19.0,18.0,6.7,6.0,0.0125971,1,,,3.0,3.0,1.0,,1.0,,,,,1.0,0.0226,,1.0,1.0,,1.0,3.0,1.0,3.0,,,3.0,,,,,,,,,
