match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_penaltyWon,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,player_sofascoreId,stat_penaltyConceded
14065101,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,24.0,11.0,17.0,4.0,0.0,8.0,8.0,3.0,16.0,1.0,12.0,2.0,3.0,6.0,1.0,90.0,36.0,8.2,13.0,0.00153975,0.5649,0,0.6772,0.08,0.01,0.27,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065101,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,29.0,24.0,8.0,3.0,0.0,13.0,14.0,11.0,15.0,5.0,4.0,,,,,90.0,45.0,7.4,6.0,0.00523412,,2,,0.07,0.11,0.39,,,,5.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0743,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,
14065101,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,38.0,30.0,12.0,6.0,0.0,20.0,21.0,10.0,17.0,6.0,3.0,,,,,90.0,49.0,7.1,9.0,0.0560477,,0,,0.2,0.04,0.32,,,,2.0,3.0,,,,,1.0,1.0,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14065101,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,29.0,23.0,5.0,1.0,0.0,15.0,17.0,8.0,12.0,6.0,3.0,,,,,90.0,49.0,7.5,8.0,0.00518839,,0,,0.05,-0.18,0.41,,,,,7.0,,,1.0,3.0,1.0,3.0,,,3.0,8.0,2.0,,3.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
14065101,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,29.0,14.0,10.0,2.0,0.0,8.0,10.0,6.0,19.0,3.0,2.0,,,,,90.0,55.0,6.7,25.0,0.154854,,0,,0.43,0.07,-0.04,,,,1.0,3.0,,,,1.0,1.0,1.0,,,,6.0,4.0,4.0,1.0,,1.0,1.0,,True,9.0,3.0,1.0,1.0,1.0,,,,,,,,,,
14065101,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,19.0,14.0,2.0,,0.0,10.0,10.0,4.0,9.0,1.0,5.0,,,,,90.0,32.0,7.0,7.0,0.0863176,,2,,0.17,0.08,0.16,,,,1.0,4.0,,1.0,,1.0,,1.0,0.0699,-0.08,,4.0,1.0,,2.0,1.0,2.0,1.0,,,3.0,2.0,,,,1.0,0.0594,,,,,,,,
14065101,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,25.0,21.0,1.0,1.0,0.0,12.0,14.0,9.0,11.0,2.0,2.0,,,,,59.0,35.0,6.8,6.0,0.00748163,,0,,-0.04,0.04,0.18,,,,,3.0,,,1.0,,1.0,1.0,,,2.0,4.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,
14065101,home,1. FC Union Berlin,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1916,M,886737,EUR,918086400,M,39,39,False,12.0,11.0,1.0,1.0,0.0,5.0,5.0,6.0,7.0,3.0,1.0,,,,,80.0,32.0,6.8,7.0,0.0579949,,0,,0.19,-0.48,0.2,,,,,2.0,,,,,2.0,1.0,,,,2.0,1.0,,,2.0,,,,,3.0,,,,,,,1.0,,,,,,,
14065101,home,1. FC Union Berlin,Oliver Burke,oliver-burke,O. Burke,F,7,188,486,M,608362,EUR,860371200,F,7,7,False,5.0,4.0,,,0.0,2.0,3.0,2.0,2.0,,3.0,,,,,59.0,17.0,6.4,6.0,0.00938118,,0,,0.0,-0.41,0.14,,,,,2.0,,,,1.0,1.0,2.0,,,2.0,5.0,,,,1.0,,,,,2.0,1.0,2.0,,,,,,,,,,,,
14065101,home,1. FC Union Berlin,Ilyas Ansah,ansah-ilyas,I. Ansah,F,10,197,2076,M,1462742,EUR,1099872000,F,10,10,False,12.0,8.0,,,0.0,1.0,2.0,7.0,10.0,,1.0,,,,,89.0,32.0,6.5,13.0,0.0110619,,2,,-0.05,0.33,-0.03,,,,1.0,6.0,2.0,,,,4.0,,0.0484,-0.41,2.0,8.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,,3.0,,,,,4.0,1.0,1.0,,,,,
