match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,captain,stat_dispossessed,stat_fouls,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goodHighClaim,stat_bigChanceMissed
11067445,home,Botafogo,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3423,M,871290,EUR,881712000,G,12,12,False,13.0,7.0,8.0,2.0,6.0,10.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,90.0,20.0,5.7,6.0,5.695e-05,0,0.5543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067445,home,Botafogo,Leonel Di Plácido,,,leonel-di-placido,L. Di Plácido,D,24,173,273,M,546338,EUR,759715200,D,24,24,False,32.0,28.0,4.0,3.0,12.0,15.0,17.0,18.0,5.0,,,,,90.0,59.0,6.2,6.0,0.0815238,1,,1.0,1.0,1.0,2.0,1.0,7.0,6.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0171,1.0,,,,,,,,,,,,
11067445,home,Botafogo,Adryelson,,,adryelson,Adryelson,D,34,184,1086,M,795261,EUR,890611200,D,34,34,False,52.0,45.0,3.0,,29.0,30.0,16.0,22.0,4.0,,,,,90.0,58.0,6.2,7.0,0.00679866,0,,,,,,2.0,,3.0,,,,,4.0,,,,,1.0,,,1.0,,,,,,,,,,,
11067445,home,Botafogo,Víctor Cuesta,,,victor-cuesta,Víctor Cuesta,D,31,187,553,M,587148,EUR,595900800,D,15,15,False,56.0,42.0,8.0,1.0,26.0,30.0,16.0,26.0,6.0,,,,,90.0,69.0,6.1,15.0,0.0475411,0,,,,,1.0,1.0,3.0,2.0,,1.0,1.0,,1.0,4.0,,,,,,1.0,1.0,True,1.0,1.0,,,,,,,,
11067445,home,Botafogo,Hugo,,,hugo,Hugo,D,16,175,534,M,1018915,EUR,1000944000,D,16,16,False,35.0,24.0,3.0,1.0,9.0,14.0,16.0,24.0,3.0,,,,,76.0,51.0,6.4,16.0,0.0659705,0,,1.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,,,,1.0,2.0,2.0,2.0,,1.0,,2.0,,,,,1.0,,,,,,,
11067445,home,Botafogo,Danilo Barbosa,,,danilo-barbosa,D. Barbosa,M,5,182,801,M,330063,EUR,825465600,M,5,5,False,27.0,21.0,1.0,1.0,12.0,14.0,9.0,13.0,2.0,,,,,66.0,37.0,6.7,7.0,0.00947588,0,,,,,,3.0,1.0,6.0,,,,,2.0,,3.0,1.0,,,,,,,1.0,,,,,,,,,
11067445,home,Botafogo,Tchê Tchê,,,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,False,31.0,25.0,2.0,1.0,6.0,6.0,21.0,28.0,6.0,,,,,72.0,46.0,6.7,10.0,0.100983,1,,,3.0,2.0,,,1.0,5.0,1.0,1.0,1.0,,,1.0,,,3.0,4.0,0.0366,2.0,,,,,,1.0,,,,,,
11067445,home,Botafogo,Júnior Santos,,,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,M,37,37,False,21.0,12.0,3.0,1.0,5.0,7.0,7.0,14.0,5.0,,,,,72.0,41.0,6.3,19.0,0.0123555,2,,,,,1.0,1.0,8.0,3.0,,5.0,1.0,,1.0,2.0,,,4.0,1.0,0.7987,,,,1.0,2.0,,1.0,1.0,1.0,0.6457,,,
11067445,home,Botafogo,Marlon Freitas,,,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,57.0,46.0,8.0,5.0,19.0,23.0,27.0,34.0,7.0,,,,,90.0,68.0,7.5,12.0,0.0651892,2,,,,,2.0,1.0,2.0,1.0,,,,1.0,,,,,1.0,,0.1766,2.0,1.0,,,,,,1.0,1.0,0.179,,,
11067445,home,Botafogo,Victor Sá,,,victor-sa,Victor Sá,M,7,178,521,M,799634,EUR,764726400,M,7,7,False,8.0,6.0,,,2.0,2.0,5.0,8.0,3.0,,,,,45.0,15.0,6.4,4.0,0.0427206,0,,,2.0,1.0,,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,
11067445,home,Botafogo,Diego Costa,,,diego-costa,Diego Costa,F,,187,4454,,21212,EUR,592185600,F,19,19,False,12.0,8.0,,,4.0,5.0,5.0,10.0,2.0,,,,,90.0,33.0,7.1,11.0,0.0593667,4,,,3.0,1.0,4.0,1.0,10.0,6.0,,1.0,,1.0,,,,,1.0,5.0,0.43,,,,3.0,2.0,,1.0,2.0,1.0,0.4354,diego.costa,,
