match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_aerialWon,stat_goalAssist,stat_goals,stat_totalOffside
10913417,home,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600,G,1,1,False,22.0,12.0,17.0,7.0,9.0,12.0,3.0,10.0,1.0,6.0,1.0,4.0,90.0,29.0,6.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913417,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,D,32,32,False,32.0,22.0,5.0,2.0,14.0,21.0,9.0,13.0,2.0,9.0,,,90.0,61.0,5.8,16.0,0,2.0,1.0,5.0,6.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,
10913417,home,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400,D,12,12,False,28.0,22.0,7.0,2.0,18.0,18.0,4.0,10.0,1.0,2.0,,,90.0,37.0,6.4,8.0,0,,,3.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,Mohammed,Salem,1.0,1.0,4.0,,,,,,,,,,,
10913417,home,Al Raed,Pablo Santos,pablo-santos,P. Santos,D,27,185.0,62,M,874392,EUR,700876800,D,28,28,False,14.0,13.0,3.0,2.0,10.0,10.0,3.0,4.0,3.0,,,,43.0,27.0,6.0,1.0,0,,,1.0,2.0,,,3.0,2.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,
10913417,home,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,30.0,25.0,2.0,1.0,17.0,18.0,8.0,12.0,4.0,8.0,,,90.0,57.0,6.4,8.0,0,,,5.0,6.0,2.0,3.0,3.0,2.0,2.0,,3.0,1.0,,,,,,,1.0,,,,,,,,,,
10913417,home,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800,M,10,10,False,11.0,6.0,3.0,2.0,2.0,4.0,4.0,7.0,,6.0,,,90.0,33.0,7.0,11.0,2,,,6.0,7.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,
10913417,home,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,36.0,31.0,4.0,2.0,14.0,16.0,17.0,20.0,,6.0,,,90.0,52.0,7.0,6.0,0,,,5.0,7.0,2.0,5.0,2.0,3.0,2.0,,,1.0,,,,1.0,,,4.0,,,,,,,,,,
10913417,home,Al Raed,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180.0,54,M,908619,EUR,843609600,M,44,44,False,25.0,23.0,3.0,2.0,18.0,19.0,5.0,6.0,1.0,10.0,,,56.0,36.0,6.6,4.0,0,,,3.0,4.0,,2.0,1.0,2.0,1.0,,,2.0,,,,,1.0,1.0,2.0,,,,True,,,,,,
10913417,home,Al Raed,Alexandru Mitriță,alexandru-mitrita,A. Mitriță,F,20,167.0,1639,M,179639,EUR,792201600,M,82,82,False,18.0,14.0,3.0,1.0,3.0,4.0,11.0,14.0,,8.0,,,89.0,41.0,5.6,18.0,3,,,8.0,2.0,,4.0,,,,7.0,2.0,2.0,,,,,2.0,,,,,,,1.0,3.0,,,,
10913417,home,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,11,187.0,109,M,218652,EUR,595900800,F,17,17,False,30.0,23.0,2.0,1.0,12.0,12.0,11.0,18.0,,,,,90.0,40.0,6.9,11.0,0,,,10.0,9.0,,,,,,3.0,3.0,1.0,2.0,,,8.0,1.0,,,,,,,,,7.0,,,
