match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,player_sofascoreId,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,player_firstName,player_lastName,stat_errorLeadToAGoal
12112070,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192.0,4027,M,252669,EUR,727228800,G,1,1,False,22.0,18.0,6.0,2.0,16.0,16.0,2.0,6.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,90.0,39.0,8.4,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12112070,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192.0,1256,M,894474,EUR,864345600,D,23,23,False,59.0,46.0,10.0,2.0,33.0,35.0,13.0,25.0,7.0,3.0,,,,,,90.0,76.0,6.4,16.0,1,True,1.0,2.0,4.0,2.0,7.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12112070,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189.0,1181,M,846308,EUR,910569600,D,4,4,False,47.0,42.0,5.0,1.0,39.0,42.0,3.0,5.0,5.0,3.0,,,,,,90.0,60.0,6.5,5.0,0,,,3.0,2.0,5.0,3.0,,,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12112070,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187.0,1047,M,973418,EUR,916444800,D,24,24,False,45.0,39.0,4.0,,23.0,24.0,16.0,21.0,,2.0,,,,,,60.0,52.0,6.5,6.0,0,,,,,,2.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
12112070,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177.0,7755,M,252821,EUR,753408000,M,22,22,False,48.0,38.0,4.0,1.0,17.0,22.0,21.0,29.0,1.0,5.0,,,,,,90.0,75.0,6.7,20.0,1,,3.0,,,5.0,3.0,,1.0,2.0,,,2.0,1.0,3.0,1.0,nelsonsemedo50,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,
12112070,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176.0,14899,M,1015267,EUR,981936000,M,8,8,False,63.0,52.0,4.0,1.0,26.0,30.0,27.0,37.0,1.0,9.0,,,,,,90.0,83.0,7.4,17.0,2,,4.0,3.0,1.0,8.0,6.0,,1.0,3.0,2.0,,2.0,3.0,,,joaogomes.01,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,
12112070,home,Wolverhampton,Tommy Doyle,tommy-doyle,T. Doyle,M,7,172.0,752,M,932628,EUR,1003276800,M,20,20,False,67.0,61.0,6.0,4.0,33.0,34.0,29.0,35.0,1.0,5.0,,,,,,73.0,81.0,7.6,8.0,1,,2.0,1.0,,4.0,7.0,,1.0,6.0,,1.0,5.0,,1.0,1.0,,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,
12112070,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179.0,45066,M,931278,EUR,991785600,M,3,3,False,50.0,45.0,1.0,,17.0,19.0,29.0,35.0,3.0,6.0,,,,,,90.0,87.0,8.4,18.0,7,,4.0,1.0,1.0,10.0,7.0,2.0,1.0,,3.0,,,4.0,5.0,3.0,r_aitnouri,1.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,
12112070,home,Wolverhampton,Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,176.0,2479,M,138573,EUR,705542400,F,21,21,False,52.0,43.0,6.0,2.0,17.0,23.0,29.0,39.0,,5.0,,,,,,90.0,75.0,7.1,17.0,0,,10.0,1.0,,4.0,3.0,,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,1.0,3.0,,,,,,,,,,
12112070,home,Wolverhampton,Nathan Fraser,nathan-fraser,N. Fraser,F,63,188.0,854,M,1166679,EUR,1120176000,F,63,63,False,7.0,6.0,,,5.0,6.0,1.0,1.0,,,,,,,,60.0,13.0,6.6,3.0,1,,,2.0,1.0,3.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,
12112070,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184.0,8827,M,307284,EUR,746841600,F,5,5,False,52.0,41.0,1.0,1.0,18.0,23.0,23.0,30.0,1.0,5.0,,,,,,90.0,69.0,7.2,19.0,3,,1.0,3.0,1.0,8.0,6.0,2.0,,2.0,1.0,,2.0,,3.0,2.0,,2.0,2.0,,3.0,3.0,,1.0,,,,,,,,,
12112070,home,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182.0,1433,M,143047,EUR,695520000,D,2,2,True,13.0,13.0,,,5.0,5.0,8.0,8.0,,1.0,,,,,,30.0,19.0,6.5,4.0,0,,,2.0,2.0,4.0,3.0,,,1.0,,,,,,,,,2.0,,,2.0,,,,,1.0,,,,,,
