match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_fouls,stat_totalContest,stat_hitWoodwork,captain,stat_aerialLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_totalTackle,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_errorLeadToAGoal
11391414,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,99,99,False,25.0,24.0,1.0,24.0,24.0,1.0,1.0,4.0,90.0,28.0,6.3,1.0,7.011e-05,0,-0.2962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391414,home,Paris Saint-Germain,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187,9818,M,milanskriniar,187205,EUR,792460800,D,37,37,False,100.0,94.0,3.0,33.0,34.0,66.0,1.0,4.0,65.0,104.0,7.0,6.0,0.038274,0,,1.0,61.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391414,home,Paris Saint-Germain,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187,4067,M,DaniloP,99545,EUR,684374400,D,15,15,False,110.0,107.0,4.0,37.0,37.0,73.0,7.0,7.0,90.0,119.0,7.2,4.0,0.0658784,0,,3.0,70.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391414,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,106.0,102.0,8.0,45.0,45.0,61.0,3.0,9.0,90.0,118.0,7.3,7.0,0.0428956,0,,6.0,57.0,1.0,2.0,2.0,,,,True,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391414,home,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178,16154,M,wzairemery6,1142672,EUR,1141776000,M,33,33,False,77.0,74.0,1.0,15.0,16.0,62.0,1.0,5.0,90.0,100.0,6.9,9.0,0.0944308,0,,1.0,59.0,,9.0,4.0,2.0,2.0,,,1.0,1.0,1.0,2.0,,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11391414,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,False,119.0,110.0,5.0,18.0,18.0,102.0,1.0,7.0,90.0,140.0,9.2,16.0,0.491072,2,,3.0,92.0,,6.0,3.0,1.0,4.0,,,,1.0,2.0,1.0,,,1.0,3.0,1.0,2.0,,,1.0,1.0,2.0,1.0,0.3968,0.8842,3.0,,,,,,,,,,
11391414,home,Paris Saint-Germain,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19122,M,ugartemanu,846425,EUR,986947200,M,4,4,False,59.0,54.0,3.0,18.0,18.0,41.0,2.0,5.0,89.0,73.0,6.5,9.0,0.038379,0,,1.0,36.0,1.0,6.0,3.0,1.0,2.0,,,,1.0,1.0,1.0,,,,2.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,
11391414,home,Paris Saint-Germain,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,kanginlee,917087,EUR,982540800,M,19,19,False,54.0,51.0,1.0,11.0,12.0,48.0,,6.0,89.0,68.0,7.8,11.0,0.511355,1,,1.0,42.0,,1.0,2.0,,1.0,,,1.0,,2.0,,,,6.0,,,1.0,1.0,,1.0,1.0,,,0.0223,,3.0,1.0,2.0,1.0,,,,,,,
11391414,home,Paris Saint-Germain,Randal Kolo Muani,randal-kolo-muani,R. K. Muani,F,39,187,23659,M,RKM,871706,EUR,912816000,F,23,23,False,26.0,19.0,,3.0,4.0,23.0,,2.0,68.0,40.0,6.8,12.0,0.019372,1,,,17.0,2.0,5.0,6.0,,3.0,,,,1.0,2.0,3.0,,,1.0,2.0,1.0,1.0,,,,,,,0.098,,,,1.0,,1.0,,,,,,
11391414,home,Paris Saint-Germain,Bradley Barcola,barcola-bradley,B. Barcola,F,29,182,37510,M,bradley_b,996952,EUR,1030924800,F,29,29,False,47.0,38.0,,,,48.0,,1.0,89.0,58.0,7.6,15.0,0.263727,0,,,38.0,,,4.0,,2.0,,,,,3.0,,,,1.0,,,2.0,2.0,1.0,,,,,,,3.0,2.0,,,,,,,,,
