match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_totalOffside
11369457,home,Almería,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190,768,M,845797,EUR,915494400,G,25,25,False,29.0,22.0,14.0,7.0,19.0,19.0,3.0,10.0,10.0,1.0,2.0,90.0,39.0,7.2,7.0,0.00140894,0,0.0269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369457,home,Almería,Marc Pubill,,,marc-pubill,Pubill,D,18,190,2708,M,1094106,EUR,1056067200,D,18,18,False,16.0,12.0,2.0,,3.0,4.0,12.0,16.0,,,,68.0,36.0,6.8,10.0,0.100631,0,,4.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11369457,home,Almería,César Montes,,,cesar-montes,C. Montes,D,23,195,1738,M,818406,EUR,856742400,D,22,22,False,39.0,35.0,6.0,3.0,23.0,24.0,12.0,15.0,4.0,,,84.0,52.0,7.3,4.0,0.0256072,2,,,,2.0,3.0,7.0,,1.0,4.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.1943,,,,,,,,,,
11369457,home,Almería,Chumi,,,chumi,Chumi,D,21,186,188,M,913455,EUR,920332800,D,21,21,False,36.0,32.0,2.0,1.0,25.0,26.0,7.0,10.0,1.0,,,90.0,39.0,6.8,4.0,0.00307582,0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11369457,home,Almería,Sergio Akieme,,,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,15,15,False,37.0,32.0,9.0,5.0,18.0,20.0,16.0,20.0,7.0,,,90.0,54.0,7.5,8.0,0.677164,1,,3.0,2.0,,4.0,2.0,,,2.0,2.0,,,3.0,,1.0,,3.0,,,2.0,0.0201,1.0,1.0,1.0,,,,,,,
11369457,home,Almería,Edgar González,,,edgar-gonzalez,E. González,D,12,193,375,M,914522,EUR,859852800,M,3,3,False,34.0,33.0,,,11.0,11.0,22.0,23.0,3.0,,,63.0,43.0,6.8,1.0,0.0119725,1,,,,1.0,5.0,3.0,2.0,,2.0,,,,,,1.0,,2.0,,1.0,3.0,0.0496,,,,,,,,,,
11369457,home,Almería,Sergio Arribas,,,sergio-arribas,S. Arribas,M,11,174,2229,M,997203,EUR,1001808000,M,19,19,False,30.0,26.0,2.0,1.0,8.0,8.0,18.0,24.0,3.0,,,84.0,48.0,6.8,8.0,0.0308916,7,,2.0,,,4.0,5.0,1.0,2.0,2.0,2.0,,3.0,,,2.0,3.0,,,1.0,,0.7584,1.0,,,2.0,2.0,0.6327,,,,
11369457,home,Almería,Lucas Robertone,,,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,49.0,37.0,7.0,3.0,8.0,9.0,32.0,44.0,5.0,,,90.0,63.0,7.5,13.0,0.115342,2,,4.0,3.0,3.0,2.0,6.0,,,2.0,2.0,,1.0,2.0,,,2.0,,,,,0.1598,2.0,,,,,,True,,,
11369457,home,Almería,Dion Lopy,,,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,6,6,False,41.0,30.0,1.0,,11.0,12.0,19.0,30.0,8.0,,,90.0,61.0,7.7,15.0,0.140804,0,,1.0,,2.0,4.0,9.0,2.0,5.0,3.0,,1.0,1.0,2.0,4.0,,,2.0,,3.0,,,,1.0,1.0,,,,,,,
11369457,home,Almería,Adrián Embarba,,,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,M,10,10,False,24.0,18.0,1.0,,5.0,6.0,14.0,24.0,3.0,,,69.0,36.0,6.8,14.0,0.0363479,1,,6.0,1.0,,5.0,1.0,,1.0,1.0,1.0,2.0,,3.0,,1.0,,,,,2.0,0.0108,2.0,,,,,,,,,
11369457,home,Almería,Léo Baptistão,,,leo-baptistao,Léo Baptistão,M,12,181,560,M,252857,EUR,714787200,F,12,12,False,23.0,18.0,2.0,1.0,5.0,6.0,13.0,18.0,2.0,,,90.0,38.0,7.4,10.0,0.0189626,4,,1.0,,4.0,6.0,4.0,,,,,3.0,,2.0,,2.0,1.0,,,2.0,2.0,0.2529,3.0,1.0,1.0,,1.0,0.0365,,,,
11369457,home,Almería,Alejandro Pozo,,,alejandro-pozo,A. Pozo,D,7,174,158,M,848080,EUR,919641600,D,17,17,True,12.0,9.0,1.0,1.0,6.0,8.0,3.0,5.0,2.0,,,27.0,20.0,7.0,5.0,0.0049902,0,,1.0,,,,1.0,,,1.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,
11369457,home,Almería,Largie Ramazani,,,largie-ramazani,L. Ramazani,M,17,167,1568,M,909966,EUR,983232000,F,7,7,True,7.0,6.0,1.0,1.0,2.0,2.0,5.0,6.0,2.0,,,22.0,15.0,6.4,3.0,0.425636,1,,1.0,1.0,,2.0,2.0,,3.0,,,,1.0,1.0,1.0,1.0,,,,,,0.1549,,,,1.0,,,,,,
