match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalOffside,stat_wonTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_goals,player_sofascoreId
13472774,home,Fortaleza,Adam Bareiro,adam-bareiro,A. Bareiro,F,9,184,1245,M,871580,EUR,838339200,F,27,27,False,12.0,7.0,,,0.0,,2.0,7.0,10.0,,1.0,,,,,,90.0,24.0,8.2,6.0,0.0166466,3,,,,,,4.0,3.0,9.0,,,,1.0,2.0,1.0,3.0,1.0,0.13,2.0,,2.0,,1.0,,,1.0,2.0,0.516,,,,1.0,
13472774,home,Fortaleza,Moisés,moises,Moisés,M,21,177,1067,M,1046501,EUR,841622400,F,96,96,True,11.0,9.0,1.0,1.0,0.0,1.0,1.0,8.0,10.0,,1.0,,,,,,45.0,19.0,6.5,5.0,0.0160489,1,,Moisés,,,,,5.0,1.0,1.0,,,,,,,1.0,0.1267,,,1.0,,1.0,,,,,,3.0,1.0,,,
13472774,home,Fortaleza,Matheus Pereira,pereira-matheus,M. Pereira,M,23,181,3434,M,795268,EUR,888364800,M,5,5,True,33.0,25.0,6.0,3.0,0.0,5.0,6.0,20.0,27.0,1.0,5.0,,,,,,55.0,48.0,7.9,14.0,0.202642,3,,,,5.0,,,3.0,2.0,,,,1.0,,1.0,1.0,3.0,0.0773,2.0,,,,1.0,1.0,,,2.0,0.3024,1.0,1.0,,1.0,
13472774,home,Fortaleza,José Herrera,jose-herrera,J. Herrera,F,32,172,470,M,1179171,EUR,1050451200,F,80,80,True,21.0,14.0,2.0,,0.0,4.0,4.0,10.0,17.0,,3.0,,,,,,45.0,32.0,7.3,10.0,0.0105801,4,,José Herrera,,,,2.0,3.0,6.0,,,2.0,,1.0,1.0,,1.0,0.2349,1.0,,1.0,,2.0,,,1.0,,,4.0,3.0,,,
13472774,home,Fortaleza,Matheus Rossetto,matheus-rossetto,M. Rossetto,M,20,180,350,M,842682,EUR,833760000,M,20,20,True,7.0,7.0,2.0,2.0,0.0,2.0,2.0,5.0,5.0,,,,,,,,8.0,10.0,6.5,1.0,0.00432125,0,,,,,,,2.0,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,
13472774,home,Fortaleza,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,18,18,True,,,,,0.0,,,,,,,,,,,,12.0,4.0,6.6,,,0,,,,,,,2.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,
13472774,home,Fortaleza,Helton Leite,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,home,Fortaleza,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,13,185,1470,M,590324,EUR,830995200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,home,Fortaleza,Lucas Gazal,lucas-gazal,L. Gazal,D,3,187,194,M,1103705,EUR,933897600,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,home,Fortaleza,Lucca Prior,lucca-prior,L. Prior,M,38,173,241,M,1631235,EUR,1076544000,M,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,Lucca Prior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,home,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,away,Grêmio,Tiago Volpi,tiago-volpi,T. Volpi,G,18,189,1690,M,243509,EUR,661564800,G,1,1,False,26.0,12.0,16.0,3.0,0.0,10.0,14.0,2.0,12.0,1.0,6.0,,,3.0,7.0,1.0,90.0,38.0,7.6,14.0,0.00042752,0,-0.2924,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
13472774,away,Grêmio,João Lucas,joao-lucas,J. Lucas,D,2,181,682,M,981019,EUR,889401600,D,2,2,False,26.0,20.0,4.0,2.0,0.0,8.0,9.0,12.0,17.0,4.0,1.0,,,,,,90.0,50.0,6.7,16.0,0.0120387,0,,,,6.0,1.0,1.0,5.0,5.0,,,,,2.0,2.0,2.0,2.0,,1.0,,1.0,2.0,,2.0,,1.0,,,,,,,
13472774,away,Grêmio,Erick Noriega,erick-noriega,E. Noriega,D,19,185,3770,M,1020375,EUR,1003708800,D,19,19,False,33.0,30.0,6.0,5.0,0.0,19.0,20.0,11.0,13.0,5.0,4.0,,,,,,90.0,43.0,6.6,4.0,0.00539808,1,,,,,,4.0,2.0,5.0,,,,,1.0,1.0,,1.0,0.0285,,,2.0,,1.0,,,,,,,,,,
13472774,away,Grêmio,Walter Kannemann,walter-kannemann,W. Kannemann,D,4,183,2119,M,249647,EUR,668908800,D,4,4,False,30.0,24.0,4.0,,0.0,21.0,23.0,3.0,7.0,9.0,2.0,1.0,,,,,90.0,43.0,6.1,6.0,0.00074677,0,,,,,,4.0,7.0,4.0,,,,1.0,,,,2.0,,,True,4.0,1.0,,2.0,,,,,,,,,
13472774,away,Grêmio,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,23,23,False,30.0,27.0,3.0,2.0,0.0,16.0,17.0,11.0,13.0,2.0,3.0,,,,,,90.0,56.0,8.4,7.0,0.106149,1,,,,5.0,1.0,,3.0,4.0,,,,3.0,1.0,,2.0,,0.4345,4.0,,1.0,2.0,,2.0,,1.0,1.0,0.3995,1.0,1.0,,1.0,
13472774,away,Grêmio,Edenilson,edenilson,Edenilson,M,8,175,1388,M,221636,EUR,629942400,M,8,8,False,20.0,18.0,1.0,1.0,0.0,9.0,9.0,9.0,11.0,,4.0,,,,,,79.0,36.0,6.7,8.0,0.0309014,2,,,,5.0,1.0,1.0,3.0,3.0,,,1.0,,1.0,1.0,1.0,2.0,0.2134,,,,,1.0,4.0,,,,,1.0,,,,
13472774,away,Grêmio,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,6,175,1944,M,180059,EUR,719020800,M,6,6,False,33.0,31.0,,,0.0,14.0,14.0,17.0,19.0,1.0,2.0,,,,,,68.0,41.0,6.5,4.0,0.0104748,1,,,,,,,3.0,3.0,1.0,,1.0,,,,1.0,1.0,0.0064,,,,1.0,,,,,,,2.0,2.0,,,
13472774,away,Grêmio,Arthur,arthur,Arthur,M,29,172,8983,M,794927,EUR,839808000,M,29,29,False,54.0,50.0,3.0,3.0,0.0,18.0,19.0,32.0,35.0,,3.0,,,,,,90.0,70.0,7.2,7.0,0.0359335,2,,,,,,1.0,3.0,9.0,,,2.0,,3.0,3.0,4.0,3.0,0.0352,2.0,,,,,,,2.0,,,1.0,1.0,,,arthurmelo
13472774,away,Grêmio,Alysson,alysson-edward-franco-da-rocha,Alysson,M,47,184,2252,M,1631879,EUR,1146787200,F,47,47,False,9.0,7.0,,,0.0,1.0,1.0,6.0,8.0,1.0,1.0,,,,,,61.0,26.0,6.8,8.0,0.0295786,3,,Alysson Edward Franco da Rocha,,,,1.0,7.0,4.0,1.0,,1.0,,,2.0,2.0,2.0,0.0905,,,1.0,,,,,,2.0,0.0788,4.0,1.0,,,
13472774,away,Grêmio,Carlos Vinícius,carlos-vinicius,C. Vinícius,F,95,190,7220,M,891920,EUR,796089600,F,95,95,False,7.0,7.0,,,1.0,4.0,4.0,3.0,3.0,2.0,1.0,,,,,,61.0,14.0,8.2,1.0,0.010654,3,,,,,,,3.0,1.0,,1.0,1.0,,,1.0,,2.0,0.3363,2.0,,1.0,,1.0,,,,1.0,0.6649,1.0,1.0,,1.0,
13472774,away,Grêmio,Francis Amuzu,amuzu-francis,F. Amuzu,M,9,170,1934,M,901889,EUR,935366400,F,9,9,False,18.0,15.0,,,0.0,4.0,5.0,11.0,13.0,1.0,4.0,,,,,,79.0,31.0,6.4,10.0,0.0757474,1,,,,1.0,,,7.0,1.0,2.0,,1.0,,,,1.0,,0.0717,2.0,,1.0,,,,1.0,,,,4.0,,,,
13472774,away,Grêmio,Franco Cristaldo,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,558820,EUR,840067200,M,10,10,True,17.0,16.0,1.0,,0.0,5.0,6.0,11.0,11.0,,3.0,,,,,,29.0,23.0,7.3,1.0,0.220735,1,,,,2.0,2.0,,3.0,1.0,,1.0,,,,,1.0,1.0,0.0761,2.0,,2.0,,1.0,1.0,,,,,,,,,
13472774,away,Grêmio,André Henrique,andre-henrique,A. Henrique,F,77,189,1034,M,1463912,EUR,1008547200,F,77,77,True,8.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,6.0,1.0,,,,,,,29.0,17.0,6.5,7.0,0.00141811,1,,,,,,1.0,5.0,2.0,,,1.0,,1.0,4.0,,2.0,0.0259,,,2.0,,,,,1.0,,,1.0,,,,
13472774,away,Grêmio,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,17,17,True,9.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,6.0,,3.0,,,,,,22.0,11.0,6.6,,0.00194438,0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
13472774,away,Grêmio,Gustavo Martins,gustavo-martins,G. Martins,D,53,191,1207,M,1105796,EUR,1029024000,D,53,53,True,5.0,4.0,1.0,,0.0,1.0,1.0,3.0,4.0,1.0,,,,,,,11.0,13.0,7.1,3.0,0.00145133,3,,Gustavo Martins,,,,,3.0,1.0,1.0,1.0,,,,,,,0.2844,1.0,,1.0,,2.0,1.0,,,1.0,0.287,2.0,1.0,1.0,,
13472774,away,Grêmio,Alexander Aravena,alexander-aravena,A. Aravena,M,16,174,2831,M,1000502,EUR,1031270400,F,16,16,True,8.0,7.0,,,0.0,4.0,4.0,3.0,4.0,,1.0,,,,,,11.0,12.0,6.3,2.0,0.00340112,2,,,,,,,1.0,,,,1.0,,,1.0,,,0.4629,,,1.0,,,,,,1.0,0.4829,,,1.0,,
13472774,away,Grêmio,Jorge Bartholdy,jorge-bartholdy,J. Bartholdy,G,23,195,255,M,1639127,EUR,986256000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,away,Grêmio,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186,1490,M,976235,EUR,932688000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,away,Grêmio,Enzo,enzo-henrique-dos-santos,Enzo,D,6,183,195,M,1491470,EUR,1026950400,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,Enzo Henrique,dos Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,away,Grêmio,Viery,viery,Viery,D,44,187,542,M,1907760,EUR,1104537600,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,0,,Viery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,away,Grêmio,Lucas Esteves,lucas-esteves,L. Esteves,D,25,171,881,M,1387272,EUR,961804800,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,away,Grêmio,Camilo,camilo,Camilo,M,15,176,596,M,975319,EUR,919728000,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472774,away,Grêmio,Miguel Monsalve,miguel-monsalve,M. Monsalve,M,11,177,2381,M,1066620,EUR,1077840000,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,Miguel Monsalve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
