match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_penaltyConceded,stat_wasFouled,stat_penaltyWon,stat_dispossessed,stat_unsuccessfulTouch,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
10438121,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,12,12,False,37.0,20.0,34.0,17.0,5.0,8.0,15.0,29.0,18.0,1.0,2.0,90.0,45.0,6.2,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438121,home,Santa Clara,Pierre Sagna,,,pierre-sagna,P. Sagna,D,,183,17,M,135130,EUR,651196800,D,95,95,False,19.0,14.0,2.0,,12.0,16.0,4.0,6.0,7.0,,,73.0,40.0,7.6,7.0,0,True,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10438121,home,Santa Clara,Ygor Nogueira,,,ygor-nogueira,Y. Nogueira,D,40,187,112,M,757980,EUR,796262400,D,2,2,False,16.0,13.0,4.0,1.0,8.0,10.0,5.0,6.0,3.0,,,90.0,33.0,7.0,3.0,3,,,,,2.0,2.0,5.0,3.0,1.0,,7.0,4.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10438121,home,Santa Clara,Kennedy Boateng,,,kennedy-boateng,K. Boateng,D,4,191,330,M,845884,EUR,849225600,D,4,4,False,25.0,22.0,3.0,1.0,19.0,20.0,3.0,5.0,13.0,,,90.0,35.0,6.9,3.0,0,,,,,2.0,,2.0,1.0,,,4.0,2.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,
10438121,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,D,32,32,False,23.0,16.0,4.0,3.0,12.0,16.0,4.0,8.0,5.0,,,87.0,40.0,7.1,12.0,0,,,1.0,,,2.0,2.0,4.0,1.0,,3.0,,,,1.0,,,,,,,,1.0,,2.0,1.0,,,,,,,,
10438121,home,Santa Clara,Bruno Jordão,,,bruno-jordao,B. Jordão,M,6,180,275,M,845791,EUR,908150400,M,6,6,False,24.0,20.0,2.0,2.0,8.0,9.0,12.0,16.0,10.0,,,90.0,51.0,6.7,17.0,1,,,1.0,,1.0,,7.0,6.0,1.0,,1.0,2.0,,,,,8.0,4.0,,,1.0,,,,2.0,,1.0,4.0,,,,,,
10438121,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,M,20,20,False,18.0,13.0,2.0,,5.0,8.0,8.0,10.0,8.0,,,74.0,31.0,7.7,6.0,1,,,,,,,1.0,4.0,,,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,,,1.0,1.0,,,,,1.0,,,,,,,
10438121,home,Santa Clara,Gabriel Silva,Gabriel Silva,,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,M,49,49,False,18.0,12.0,3.0,2.0,4.0,4.0,8.0,15.0,2.0,,,90.0,40.0,6.6,18.0,2,,,1.0,,1.0,,7.0,4.0,3.0,,,,1.0,1.0,1.0,2.0,3.0,2.0,,,2.0,,,,1.0,,1.0,5.0,2.0,,,,,
10438121,home,Santa Clara,Bruno Almeida,,,bruno-almeida,B. Almeida,M,10,172,75,M,941314,EUR,842227200,M,19,19,False,16.0,9.0,3.0,1.0,3.0,4.0,8.0,17.0,4.0,,,63.0,37.0,6.9,17.0,0,,,5.0,2.0,,1.0,7.0,2.0,1.0,,4.0,2.0,,,,2.0,2.0,1.0,,,,,2.0,,,,5.0,1.0,2.0,,,,,
10438121,home,Santa Clara,Ricardinho,,,ricardinho,Ricardinho,M,21,178,116,M,1094399,EUR,902361600,M,10,10,False,21.0,13.0,5.0,2.0,4.0,5.0,9.0,16.0,7.0,,,90.0,38.0,7.8,12.0,2,,1.0,,,2.0,,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,,1.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,,,
10438121,home,Santa Clara,Matheus Babi,,,matheus-babi,Matheus Babi,F,17,191,462,M,1007431,EUR,869184000,F,39,39,False,20.0,10.0,1.0,,5.0,8.0,5.0,12.0,1.0,,,74.0,44.0,7.5,16.0,5,,,,,2.0,4.0,6.0,11.0,,,,2.0,3.0,2.0,3.0,1.0,3.0,2.0,,3.0,2.0,1.0,,,2.0,,,4.0,2.0,,,,,
10438121,home,Santa Clara,Kento Misao,,,kento-misao,K. Misao,M,6,180,90,M,358988,EUR,829612800,M,40,40,True,11.0,7.0,5.0,2.0,2.0,4.0,5.0,7.0,2.0,,,27.0,18.0,6.6,5.0,0,,,,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,
10438121,home,Santa Clara,Nanú,,,nanu,Nanú,D,14,177,273,M,343965,EUR,769132800,D,31,31,True,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,17.0,8.0,5.8,2.0,0,,,,,1.0,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
10438121,home,Santa Clara,Rildo,,,rildo,Rildo,F,37,178,262,M,1047095,EUR,948412800,F,37,37,True,5.0,3.0,,,,,3.0,5.0,1.0,,,16.0,11.0,6.4,4.0,1,,,,,,,3.0,1.0,,,1.0,,,,1.0,,3.0,1.0,,1.0,,,,,,,,,2.0,,,,,
10438121,home,Santa Clara,Kyosuke Tagawa,,,kyosuke-tagawa,K. Tagawa,F,11,181,119,M,858886,EUR,918691200,F,9,9,True,9.0,7.0,,,4.0,4.0,3.0,6.0,1.0,,,16.0,14.0,6.8,4.0,1,,,1.0,,,2.0,1.0,3.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,
10438121,home,Santa Clara,Paulo Henrique,,,paulo-henrique,P. Henrique,D,23,182,49,M,342981,EUR,846028800,D,16,16,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,11.0,3.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438121,home,Santa Clara,Ricardo Fernandes,,,ricardo-fernandes,R. Fernandes,G,1,193,94,M,845676,EUR,783302400,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438121,home,Santa Clara,Ítalo,,,italo,Ítalo,D,16,191,58,M,1110161,EUR,1013990400,D,44,44,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438121,home,Santa Clara,Andrézinho,Andrézinho,,andrezinho,Andrézinho,M,7,174,88,M,1065957,EUR,849398400,F,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438121,home,Santa Clara,Walter González,,,walter-gonzalez,W. González,F,9,185,74,M,805142,EUR,801014400,F,24,24,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
