match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,stat_aerialLost,player_lastName,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_fouls,stat_keyPass,player_sofascoreId,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_blockedScoringAttempt,stat_goodHighClaim,stat_outfielderBlock,stat_totalOffside
12625012,home,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200,G,1,1,False,30.0,17.0,21.0,8.0,0.0,11.0,12.0,6.0,18.0,5.0,3.0,5.0,90.0,36.0,6.8,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625012,home,Al-Ettifaq,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800,D,33,33,False,30.0,25.0,1.0,,0.0,9.0,10.0,18.0,25.0,4.0,,,69.0,56.0,7.1,11.0,0,5.0,2.0,1.0,3.0,7.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12625012,home,Al-Ettifaq,Meshal Ali Khayrallah,meshal-ali-khayrallah,M. A. Khayrallah,D,87,177.0,40,M,1156413,EUR,986947200,D,87,87,False,62.0,56.0,9.0,4.0,0.0,39.0,40.0,17.0,23.0,5.0,,,90.0,73.0,6.5,7.0,0,1.0,,1.0,1.0,3.0,,,,,5.0,2.0,1.0,,,1.0,Meshal Ali Khayrallah,1.0,,,,,,,,,,,,,,
12625012,home,Al-Ettifaq,Abdullah Madu,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400,D,3,3,False,72.0,63.0,3.0,2.0,0.0,47.0,50.0,16.0,22.0,6.0,,,90.0,81.0,6.7,9.0,1,,,2.0,1.0,4.0,1.0,,,,1.0,4.0,,,,2.0,,,,1.0,,,,,,,,,,,,
12625012,home,Al-Ettifaq,Abdulbaset Hindi,abdulbaset-hindi,A. Hindi,D,37,181.0,80,M,949218,EUR,854841600,D,25,25,False,30.0,20.0,3.0,1.0,0.0,10.0,14.0,10.0,16.0,1.0,,,90.0,50.0,6.8,11.0,0,,,2.0,4.0,7.0,1.0,,,,3.0,1.0,3.0,2.0,,2.0,,,,,1.0,3.0,1.0,,,,,,,,,
12625012,home,Al-Ettifaq,Vitinho,vitinho,Vitinho,F,11,178.0,3973,M,242054,EUR,750124800,M,14,14,False,31.0,26.0,3.0,2.0,1.0,14.0,14.0,12.0,17.0,4.0,,,86.0,40.0,7.0,8.0,0,,,,2.0,2.0,,2.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,
12625012,home,Al-Ettifaq,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,61.0,49.0,10.0,3.0,0.0,15.0,17.0,35.0,47.0,6.0,,,86.0,73.0,7.0,15.0,0,3.0,1.0,1.0,,6.0,,,,,1.0,,4.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,
12625012,home,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600,M,8,8,False,26.0,25.0,3.0,3.0,0.0,11.0,11.0,14.0,16.0,3.0,,,90.0,34.0,6.8,4.0,2,1.0,,1.0,3.0,2.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,gwijnaldum,True,1.0,1.0,1.0,,,,
12625012,home,Al-Ettifaq,João Costa,joao-costa,J. Costa,F,18,178.0,623,M,1397478,EUR,1111968000,F,18,18,False,20.0,14.0,1.0,,0.0,3.0,4.0,12.0,18.0,1.0,,,59.0,36.0,7.0,12.0,2,2.0,1.0,,11.0,5.0,1.0,2.0,4.0,3.0,,,2.0,,2.0,,,2.0,,1.0,,5.0,1.0,,,1.0,1.0,1.0,,,,
12625012,home,Al-Ettifaq,Moussa Dembélé,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,318653,EUR,837129600,F,9,9,False,16.0,12.0,2.0,,1.0,5.0,5.0,7.0,11.0,2.0,,,90.0,31.0,6.7,14.0,1,,,4.0,11.0,6.0,,6.0,,,1.0,,,,4.0,2.0,,3.0,,,1.0,2.0,1.0,,,,,,1.0,,,
12625012,home,Al-Ettifaq,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,21,21,False,5.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,7.0,3.0,,,54.0,16.0,6.1,9.0,0,3.0,1.0,,3.0,3.0,,,2.0,1.0,,1.0,1.0,1.0,3.0,1.0,Abdullah Radif,,,,1.0,2.0,1.0,,,,,,,,,
12625012,home,Al-Ettifaq,Seko Fofana,seko-fofana,S. Fofana,M,42,184.0,12170,M,191188,EUR,799804800,M,75,75,True,6.0,6.0,,,0.0,4.0,4.0,2.0,2.0,1.0,,,31.0,11.0,6.6,1.0,2,,,,,2.0,,,,,,,,,1.0,2.0,,,,,,,,sekofofana,,,1.0,,1.0,,,
