match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_bigChanceMissed,player_sofascoreId,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_punches,stat_bigChanceCreated,stat_hitWoodwork,stat_goals
12499629,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,31.0,20.0,17.0,6.0,0.0,16.0,19.0,4.0,12.0,1.0,5.0,1.0,2.0,2.0,90.0,36.0,6.6,11.0,0.00256072,0,-0.0484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499629,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,D,3,3,False,,23.0,18.0,1.0,,0.0,12.0,16.0,7.0,9.0,6.0,3.0,1.0,,,45.0,36.0,6.5,9.0,0.0453889,0,,,,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12499629,home,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,False,,57.0,48.0,4.0,1.0,0.0,40.0,45.0,8.0,12.0,9.0,4.0,,,,90.0,78.0,6.7,13.0,0.00342839,2,,Arthur Chaves,,,,6.0,6.0,14.0,4.0,2.0,1.0,,7.0,1.0,3.0,,,1.0,1.0,2.0,3.0,2.0,0.0483,,,,,,,,,
12499629,home,TSG Hoffenheim,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,False,,31.0,24.0,7.0,3.0,0.0,18.0,21.0,6.0,10.0,,3.0,,,,45.0,35.0,6.3,7.0,0.00211706,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499629,home,TSG Hoffenheim,Alexander Prass,alexander-prass,A. Prass,M,22,180,665,M,978062,EUR,990835200,D,22,22,False,,35.0,24.0,4.0,1.0,0.0,13.0,18.0,12.0,19.0,4.0,4.0,,,,90.0,73.0,6.5,21.0,0.0824769,2,,,,2.0,1.0,,1.0,3.0,,1.0,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,0.3448,1.0,,,,,,,,
12499629,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,61.0,51.0,4.0,1.0,0.0,22.0,24.0,30.0,39.0,3.0,6.0,2.0,,,90.0,79.0,6.9,13.0,0.247042,1,,,,2.0,1.0,2.0,,5.0,,,1.0,,3.0,1.0,2.0,,2.0,,1.0,1.0,1.0,,0.0133,,,,,,,,,
12499629,home,TSG Hoffenheim,Diadié Samassékou,diadie-samassekou,D. Samassékou,M,18,175,1706,M,796358,EUR,821318400,M,18,18,False,,13.0,11.0,1.0,,0.0,4.0,4.0,7.0,9.0,4.0,1.0,2.0,,,45.0,23.0,6.6,4.0,0.00527143,0,,,,,,4.0,1.0,6.0,,2.0,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,
12499629,home,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,1129935,EUR,1119916800,M,7,7,False,,44.0,36.0,4.0,1.0,0.0,21.0,25.0,16.0,23.0,4.0,5.0,,,,79.0,63.0,6.9,14.0,0.0919326,2,,,,4.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,2.0,,2.0,1.0,0.2086,,,,,,,,,
12499629,home,TSG Hoffenheim,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3087,M,963801,EUR,1027555200,M,23,23,False,,32.0,21.0,1.0,,0.0,7.0,11.0,14.0,21.0,8.0,5.0,1.0,,,90.0,51.0,6.8,15.0,0.035462,2,,,,,,4.0,3.0,9.0,,4.0,3.0,3.0,3.0,,1.0,,,1.0,1.0,,1.0,,0.1026,,ahlozek,,,,,,,
12499629,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,M,27,27,False,,28.0,25.0,4.0,2.0,0.0,13.0,13.0,14.0,23.0,1.0,1.0,,,,90.0,44.0,6.6,13.0,0.129609,1,,,,8.0,2.0,1.0,,4.0,,3.0,,,,,,,1.0,,1.0,,1.0,1.0,0.0114,,andrejkramaric,,,,,,,
