match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_wasFouled,stat_wonContest,stat_hitWoodwork,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_lastManTackle
14598952,home,Swansea City,Andrew Fisher,,,andrew-fisher,A. Fisher,G,1,183,42,M,878130,EUR,887241600,G,1,1,False,39.0,30.0,12.0,3.0,0.0,27.0,28.0,3.0,11.0,2.0,1.0,2.0,90.0,43.0,6.4,9.0,0.3208,0,0.04,0.0,-0.21,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14598952,home,Swansea City,Josh Key,,,josh-key,J. Key,D,2,178,59,M,930251,EUR,941414400,D,2,2,False,35.0,29.0,5.0,1.0,0.0,18.0,20.0,11.0,15.0,3.0,,,90.0,56.0,6.6,11.0,,2,0.01,0.1,0.24,,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,0.01,,,,,,,,,,,,,,,,,,
14598952,home,Swansea City,Kaelan Casey,Kaelan Casey,,casey-kaelan,K. Casey,D,16,185,226,M,1142343,EUR,1098921600,D,26,26,False,66.0,63.0,3.0,1.0,0.0,49.0,50.0,14.0,16.0,5.0,,,90.0,78.0,6.5,4.0,,0,0.06,0.1,0.13,,,3.0,1.0,,,,6.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14598952,home,Swansea City,Cameron Burgess,,,cameron-burgess,C. Burgess,D,15,194,331,M,358084,EUR,814233600,D,15,15,False,81.0,64.0,9.0,2.0,0.0,40.0,44.0,24.0,37.0,3.0,,,90.0,93.0,8.5,18.0,,2,0.25,0.08,0.23,,,3.0,3.0,,,,3.0,3.0,,,1.0,1.0,,0.7,2.0,,,1.0,True,3.0,2.0,2.0,1.0,,,,,,,,,
14598952,home,Swansea City,Ishé Samuels-Smith,Ishé Samuels-Smith,,ishe-samuels-smith,I. Samuels-Smith,D,16,186,1185,M,1196791,EUR,1149465600,D,16,16,False,28.0,23.0,4.0,1.0,0.0,10.0,12.0,13.0,16.0,4.0,,,63.0,44.0,6.3,6.0,,0,-0.09,0.05,-0.36,,,3.0,5.0,,,,1.0,,2.0,1.0,,,,,1.0,1.0,1.0,2.0,,2.0,,,,1.0,,,,,,,,
14598952,home,Swansea City,Gonçalo Franco,,,goncalo-franco,G. Franco,M,17,176,247,M,984866,EUR,974419200,M,17,17,False,21.0,18.0,1.0,1.0,0.0,6.0,6.0,12.0,15.0,4.0,,,63.0,27.0,6.2,5.0,,0,-0.04,0.02,-0.15,,,4.0,1.0,,,,,,1.0,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
14598952,home,Swansea City,Ethan Galbraith,,,ethan-galbraith,E. Galbraith,M,30,175,395,M,158661,EUR,989539200,M,30,30,False,55.0,51.0,5.0,2.0,0.0,28.0,28.0,23.0,27.0,6.0,,,90.0,69.0,6.7,7.0,,3,0.25,0.2,-0.27,,1.0,4.0,5.0,3.0,1.0,2.0,,,3.0,1.0,1.0,1.0,,-0.09,1.0,1.0,,1.0,,,,,1.0,,2.0,1.0,,,,,,
14598952,home,Swansea City,Manuel Benson,,,manuel-benson,M. Benson,M,14,166,3188,M,552632,EUR,859507200,M,21,21,False,23.0,21.0,1.0,1.0,0.0,7.0,7.0,14.0,16.0,3.0,,,64.0,36.0,6.5,7.0,,2,-0.19,0.25,-0.17,,2.0,2.0,4.0,3.0,1.0,,,,,,1.0,,2.0,-0.02,,1.0,1.0,1.0,,,1.0,,,1.0,3.0,,,,,,,
14598952,home,Swansea City,Malick Yalcouyé,Malick Yalcouyé,,malick-yalcouye,M. Yalcouyé,M,8,171,1232,M,1568186,EUR,1132272000,M,8,8,False,33.0,27.0,2.0,1.0,0.0,17.0,18.0,10.0,15.0,2.0,,,86.0,53.0,6.2,14.0,,2,-0.08,0.08,-0.07,,,9.0,5.0,4.0,,2.0,,,1.0,1.0,2.0,2.0,1.0,-0.09,1.0,1.0,2.0,,,,,,,3.0,1.0,,,,,,,
14598952,home,Swansea City,Ji-sung Eom,,,ji-sung-eom,J. Eom,M,10,178,944,M,1002508,EUR,1020902400,M,10,10,False,28.0,25.0,,,1.0,8.0,9.0,17.0,19.0,10.0,,,90.0,49.0,7.3,11.0,,2,0.31,0.35,-0.05,,4.0,3.0,7.0,5.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,-0.25,,,,1.0,,1.0,,,,1.0,3.0,,1.0,1.0,,,,
