match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_challengeLost,stat_wonContest,stat_unsuccessfulTouch,stat_shotOffTarget,stat_interceptionWon,captain,stat_goalAssist,stat_dispossessed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_outfielderBlock,stat_totalOffside
10385630,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,50.0,41.0,14.0,5.0,38.0,38.0,3.0,12.0,1.0,1.0,8.0,90.0,54.0,6.9,9.0,0.0,0.0,0.00053665,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385630,home,Aston Villa,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,D,18,18,False,40.0,30.0,7.0,2.0,17.0,20.0,14.0,22.0,,3.0,3.0,85.0,54.0,6.7,14.0,0.0244,0.0,0.0174134,1,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10385630,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,74.0,71.0,2.0,2.0,62.0,64.0,9.0,10.0,1.0,5.0,3.0,90.0,86.0,7.4,3.0,0.2249,0.0,0.00452104,1,,,,,1.0,7.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,
10385630,home,Aston Villa,Tyrone Mings,tyrone-mings,T. Mings,D,5,195,1992,M,,303638,EUR,731980800,D,5,5,False,79.0,69.0,10.0,5.0,47.0,49.0,22.0,30.0,,,4.0,90.0,85.0,7.6,10.0,0.0882,0.5481,0.00739004,1,,,1.0,,,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10385630,home,Aston Villa,Álex Moreno,alex-moreno,Á. Moreno,D,24,179,1206,M,,294593,EUR,739497600,D,15,15,False,29.0,23.0,3.0,2.0,13.0,13.0,13.0,20.0,1.0,3.0,1.0,77.0,51.0,6.7,11.0,0.0248,0.0,0.0679653,1,4.0,3.0,4.0,3.0,1.0,3.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,
10385630,home,Aston Villa,Leander Dendoncker,leander-dendoncker,L. Dendoncker,M,20,188,1679,M,,190405,EUR,797904000,M,32,32,False,38.0,33.0,2.0,1.0,11.0,12.0,22.0,26.0,3.0,5.0,4.0,90.0,43.0,6.7,5.0,0.0,0.0,0.067747,0,,,2.0,,,1.0,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,
10385630,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,43.0,36.0,6.0,5.0,19.0,20.0,17.0,25.0,1.0,6.0,6.0,90.0,59.0,7.5,11.0,0.0788,0.0,0.0490011,1,2.0,,1.0,2.0,,1.0,3.0,2.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,
10385630,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,18.0,16.0,,,4.0,5.0,14.0,19.0,,9.0,8.0,90.0,42.0,7.6,11.0,0.1162,0.1488,0.308072,2,6.0,2.0,5.0,3.0,,2.0,1.0,1.0,6.0,,3.0,,,,1.0,,2.0,2.0,2.0,1.0,,True,1.0,2.0,,,,,,,
10385630,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170,7699,M,EM10Buendia,783126,EUR,851472000,M,10,10,False,26.0,21.0,2.0,1.0,8.0,11.0,13.0,15.0,2.0,5.0,1.0,90.0,47.0,5.6,15.0,0.1651,0.0,0.0570306,2,,,15.0,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,2.0,,,4.0,1.0,3.0,,,,,5.0,,,,,,,
10385630,home,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180,3186,M,,975937,EUR,991008000,M,41,41,False,15.0,12.0,,,4.0,6.0,9.0,10.0,1.0,5.0,2.0,77.0,30.0,6.9,8.0,0.0428,0.0,0.0404047,1,1.0,1.0,4.0,2.0,,1.0,2.0,1.0,1.0,,3.0,,,,,,1.0,1.0,2.0,1.0,,,,2.0,,,,,,,
10385630,home,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179,19908,M,OllieWatkins,555386,EUR,820281600,F,11,11,False,15.0,7.0,,,2.0,4.0,5.0,11.0,4.0,6.0,2.0,90.0,29.0,6.6,13.0,0.2537,0.0282,0.00142103,4,,,8.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,,3.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,
