match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,player_sofascoreId,stat_hitWoodwork
11369877,home,KAS Eupen,Gabriel Słonina,gabriel-slonina,G. Słonina,G,44,193.0,5893,M,978787,EUR,1084579200,G,24,24,False,30.0,23.0,12.0,6.0,20.0,21.0,3.0,9.0,1.0,1.0,2.0,11.0,4.0,4.0,1.0,1.0,1.0,90.0,40.0,8.4,7.0,0.00144912,0,0.5747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369877,home,KAS Eupen,Gary Magnee,magnee-gary,G. Magnee,M,15,173.0,149,M,990265,EUR,939686400,D,15,15,False,28.0,19.0,8.0,3.0,12.0,17.0,8.0,16.0,,4.0,2.0,5.0,,,,,,90.0,58.0,7.5,18.0,0.0438394,1,,1.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0256,1.0,,,,,,,,,,,
11369877,home,KAS Eupen,Rune Paeshuyse,rune-paeshuyse,R. Paeshuyse,D,28,187.0,35,M,1020435,EUR,1017273600,D,28,28,False,35.0,26.0,10.0,4.0,22.0,25.0,4.0,10.0,1.0,1.0,3.0,1.0,,,,,,90.0,46.0,6.9,10.0,0.00336304,0,,,,,5.0,6.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
11369877,home,KAS Eupen,Victor Pálsson,victor-palsson,V. Pálsson,D,26,186.0,193,M,87507,EUR,672969600,D,4,4,False,51.0,43.0,12.0,5.0,40.0,44.0,3.0,7.0,,1.0,11.0,3.0,,,,,,90.0,64.0,7.2,8.0,0.00442896,0,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,True,,,,,,,,
11369877,home,KAS Eupen,Jan Král,jan-kral,J. Král,D,21,197.0,41,M,826043,EUR,923270400,D,21,21,False,49.0,37.0,11.0,5.0,27.0,32.0,10.0,17.0,5.0,8.0,7.0,4.0,,,,,,90.0,72.0,8.5,13.0,0.00566049,2,,,,,7.0,7.0,,,,,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.3799,,,,,2.0,1.0,0.9938,,,,,
11369877,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191.0,45,M,921951,EUR,966556800,D,2,2,False,25.0,12.0,5.0,1.0,7.0,11.0,5.0,15.0,3.0,4.0,3.0,5.0,,,,,,83.0,47.0,6.7,20.0,0.00436983,0,,,1.0,,1.0,3.0,1.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,
11369877,home,KAS Eupen,Isaac Christie-Davies,isaac-christie-davies,I. Christie-Davies,M,34,188.0,41,M,838613,EUR,877132800,M,23,23,False,20.0,16.0,2.0,1.0,5.0,8.0,11.0,14.0,,1.0,,7.0,,,,,,83.0,31.0,6.7,12.0,0.0339062,0,,1.0,2.0,,2.0,11.0,1.0,3.0,1.0,,,,,1.0,1.0,2.0,,4.0,,1.0,,,,,,,,1.0,,,
11369877,home,KAS Eupen,Amadou Keita,amadou-keita,A. Keita,M,18,170.0,120,M,1145139,EUR,1004227200,M,18,18,False,14.0,11.0,2.0,1.0,11.0,13.0,,1.0,1.0,6.0,1.0,3.0,,,,,,41.0,22.0,6.6,4.0,0.00013903,0,,,,,,2.0,,1.0,,,,,1.0,4.0,,,1.0,1.0,,,Amadou Keita,,,,,,,,,,
11369877,home,KAS Eupen,Kevin Möhwald,kevin-mohwald,K. Möhwald,M,8,183.0,29,M,168833,EUR,741657600,M,8,8,False,45.0,36.0,3.0,,29.0,32.0,7.0,13.0,2.0,5.0,,6.0,,,,,,72.0,56.0,7.2,11.0,0.00184203,1,,,,,1.0,6.0,3.0,1.0,,,,,,2.0,1.0,1.0,2.0,1.0,0.1924,,,,,1.0,1.0,0.2982,,,,,
11369877,home,KAS Eupen,Miloš Pantović,milos-pantovic,M. Pantović,M,27,180.0,79,M,352610,EUR,836697600,M,19,19,False,28.0,19.0,3.0,1.0,9.0,9.0,11.0,22.0,3.0,12.0,1.0,7.0,,,,,,83.0,49.0,7.1,16.0,0.0196828,0,,,3.0,1.0,2.0,7.0,2.0,2.0,3.0,2.0,,,,5.0,4.0,2.0,2.0,,,1.0,,,,,,,,,,,
