match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_dispossessed,captain,stat_bigChanceCreated,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside
12117097,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,1,1,False,34.0,27.0,25.0,18.0,0.0,22.0,29.0,5.0,5.0,1.0,10.0,1.0,3.0,1.0,4.0,90.0,49.0,7.5,8.0,0.00243607,0,-0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117097,home,Flamengo,Wesley,wesley-franca,Wesley,D,43,178,26920,M,WesleyFranca03,1134200,EUR,1062806400,D,43,43,False,42.0,34.0,2.0,2.0,0.0,21.0,24.0,13.0,19.0,11.0,2.0,3.0,,,,90.0,78.0,7.4,14.0,0.00503908,0,,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,6.0,5.0,3.0,1.0,,,,,,,,,,,,,,,
12117097,home,Flamengo,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,49.0,46.0,11.0,10.0,0.0,34.0,35.0,12.0,14.0,2.0,5.0,,,,,90.0,54.0,7.9,3.0,0.11132,1,,,,,,,,,,,2.0,2.0,,,1.0,1.0,2.0,0.0719,0.1954,1.0,,,,,,,,,
12117097,home,Flamengo,David Luiz,david-luiz,D. Luiz,D,4,189,22748,M,davidluiz23,21300,EUR,546048000,D,23,23,False,49.0,44.0,9.0,8.0,0.0,34.0,35.0,10.0,14.0,2.0,3.0,,,,,90.0,54.0,6.9,6.0,0.00316898,1,,,,2.0,,,,,,1.0,,,1.0,,,,2.0,0.0617,,,,,1.0,,,,,,
12117097,home,Flamengo,Ayrton Lucas,ayrton-lucas,A. Lucas,D,6,180,7146,M,AyrtonLucas,818473,EUR,866678400,D,6,6,False,42.0,31.0,8.0,2.0,0.0,19.0,23.0,12.0,21.0,2.0,4.0,,,,,90.0,64.0,6.2,23.0,0.0142893,0,,2.0,2.0,2.0,5.0,,2.0,,,1.0,,,2.0,,,,1.0,,,,,,,1.0,,,,,
12117097,home,Flamengo,Allan,allan,Allan,M,29,172,5267,M,,828839,EUR,857347200,M,21,21,False,43.0,33.0,9.0,6.0,0.0,15.0,19.0,18.0,24.0,8.0,5.0,2.0,,,,90.0,58.0,7.3,10.0,0.0135871,0,,,,2.0,1.0,1.0,,,,3.0,4.0,1.0,,,,,1.0,,,1.0,,,,,,,,,
12117097,home,Flamengo,Gerson,gerson,Gerson,M,11,185,29672,M,gerson_santos,611876,EUR,864086400,M,8,8,False,36.0,31.0,3.0,1.0,1.0,14.0,15.0,17.0,21.0,7.0,4.0,2.0,,,,90.0,53.0,7.9,8.0,0.0850898,1,,,1.0,2.0,3.0,,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,,1.0,0.0823,0.1907,1.0,,,,1.0,True,1.0,,,
12117097,home,Flamengo,Luiz Araújo,luiz-araujo,L. Araújo,M,7,175,16511,M,l_araujo11ofi,840451,EUR,833673600,M,7,7,False,27.0,21.0,3.0,3.0,1.0,5.0,7.0,18.0,24.0,9.0,2.0,4.0,,,,90.0,55.0,7.5,11.0,0.0944904,2,,4.0,,,5.0,2.0,4.0,3.0,,2.0,2.0,1.0,1.0,1.0,,,,0.0964,,1.0,,,1.0,1.0,,,2.0,1.0,
12117097,home,Flamengo,Lorran,lorran,Lorran,M,99,180,6061,M,lorranlucas10,1459764,EUR,1151971200,M,19,19,False,19.0,14.0,,,0.0,2.0,3.0,12.0,16.0,4.0,2.0,,,,,45.0,28.0,6.7,9.0,0.0496913,0,,,,1.0,3.0,,4.0,2.0,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,
12117097,home,Flamengo,Bruno Henrique,bruno-henrique,B. Henrique,F,27,184,33811,M,B.henrique,795291,EUR,662515200,M,27,27,False,19.0,14.0,,,0.0,7.0,9.0,7.0,11.0,5.0,2.0,1.0,,,,79.0,37.0,6.2,13.0,0.0621729,1,,1.0,1.0,2.0,8.0,,3.0,,,,2.0,1.0,1.0,1.0,,,,0.0106,,,,,1.0,3.0,,,,,
