match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,captain,stat_aerialWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_dispossessed,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed
10434215,home,Reading,Dean Bouzanis,dean-bouzanis,D. Bouzanis,G,1,185.0,43,M,76345,EUR,654825600,G,21,21,False,17.0,9.0,16.0,8.0,2.0,2.0,7.0,15.0,2.0,16.0,2.0,2.0,3.0,1.0,90.0,35.0,6.5,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434215,home,Reading,Louie Holzman,louie-holzman,L. Holzman,D,23,177.0,3,M,1116036,EUR,1068940800,D,34,34,False,31.0,17.0,13.0,4.0,13.0,17.0,4.0,14.0,15.0,6.0,,,,,90.0,55.0,6.7,16.0,0,Louie,Holzman,3.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10434215,home,Reading,Thomas Holmes,thomas-holmes,T. Holmes,D,29,185.0,83,M,928586,EUR,952819200,D,3,3,False,28.0,20.0,3.0,1.0,18.0,21.0,2.0,7.0,2.0,1.0,,,,,45.0,32.0,6.5,8.0,0,,,1.0,1.0,5.0,,,True,5.0,,,,,,,,,,,,,,,,,,,,,,
10434215,home,Reading,Nesta Guinness-Walker,nesta-guinness-walker,N. Guinness-Walker,D,12,180.0,34,M,962969,EUR,943920000,D,18,18,False,29.0,21.0,5.0,1.0,14.0,17.0,9.0,16.0,3.0,5.0,,,,,90.0,59.0,6.8,16.0,0,,,,1.0,6.0,4.0,3.0,,,4.0,2.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10434215,home,Reading,Kelvin Abrefa,kelvin-abrefa,K. Abrefa,D,2,183.0,185,M,1105498,EUR,1070928000,M,30,30,False,17.0,9.0,5.0,2.0,6.0,11.0,3.0,7.0,3.0,6.0,,,,,90.0,35.0,6.6,12.0,0,,,7.0,12.0,10.0,4.0,3.0,,2.0,1.0,,3.0,1.0,,,1.0,1.0,3.0,2.0,,,,,,,,,,,,
10434215,home,Reading,Tyrese Fornah,tyrese-fornah,T. Fornah,M,14,181.0,183,M,1014098,EUR,937008000,M,19,19,False,24.0,20.0,1.0,1.0,9.0,9.0,11.0,15.0,,4.0,,,,,81.0,36.0,6.5,8.0,1,,,,5.0,3.0,1.0,1.0,,1.0,,,2.0,,1.0,2.0,,,1.0,3.0,1.0,,,,,,,,,,,
10434215,home,Reading,Mamadou Loum,mamadou-loum,M. Loum,M,21,193.0,526,M,796059,EUR,851904000,M,22,22,False,37.0,25.0,6.0,2.0,14.0,21.0,11.0,16.0,4.0,9.0,,,,,90.0,55.0,7.1,15.0,1,,,4.0,7.0,12.0,1.0,1.0,,7.0,,,3.0,3.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
10434215,home,Reading,John Clarke,john-clarke,J. Clarke,D,14,183.0,14,M,1394304,EUR,1082764800,M,33,33,False,16.0,10.0,,,6.0,8.0,4.0,9.0,8.0,1.0,,,,,90.0,35.0,6.6,10.0,0,John Clarke,,3.0,5.0,3.0,,,,,1.0,,4.0,3.0,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,
10434215,home,Reading,Basil Tuma,basil-tuma,Tuma,F,26,,138,M,1171879,EUR,1114300800,F,48,48,False,6.0,5.0,1.0,,3.0,3.0,2.0,3.0,,1.0,,,,,55.0,10.0,6.6,3.0,0,,,2.0,2.0,2.0,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,
10434215,home,Reading,Kian Leavy,kian-leavy,K. Leavy,M,10,176.0,35,M,1068632,EUR,1016668800,F,37,37,False,15.0,12.0,,,8.0,9.0,5.0,9.0,,1.0,,,,,55.0,22.0,6.5,8.0,0,,,,2.0,,,,,,3.0,1.0,,,,2.0,,,,1.0,,1.0,,,,,,,,,,
