match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,player_firstName,player_lastName,captain,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,stat_goals
13981593,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,25.0,13.0,16.0,4.0,0.0,10.0,13.0,3.0,12.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,90.0,35.0,6.1,12.0,0.00060453,41.504763269665,6.0,10.71,6.93,0.1932,0,-1.1322,0.02,0.0,-0.3,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981593,home,Hellas Verona,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,5,5,False,43.0,32.0,8.0,5.0,0.0,12.0,17.0,20.0,26.0,,4.0,3.0,6.0,1.0,,,,90.0,71.0,6.3,18.0,0.0567358,68.522918477322,12.0,43.155,9.87,,0,,0.26,0.05,-0.3,,4.0,1.0,3.0,8.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
13981593,home,Hellas Verona,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2685,M,846148,EUR,908323200,D,15,15,False,27.0,23.0,1.0,,0.0,16.0,17.0,7.0,10.0,8.0,12.0,13.0,2.0,1.0,,,,90.0,52.0,6.7,7.0,0.00553912,72.261320494359,9.0,37.905,11.97,,0,,0.08,0.12,-0.48,,1.0,,1.0,3.0,,,,,2.0,,2.0,2.0,,Nelsson,3.0,2.0,1.0,,,,,,,,,,,,,,
13981593,home,Hellas Verona,Armel Bella-Kotchap,armel-bella-kotchap,A. Bella-Kotchap,D,37,190,1085,M,976025,EUR,1008028800,D,37,37,False,44.0,37.0,3.0,2.0,0.0,25.0,27.0,12.0,17.0,5.0,8.0,7.0,2.0,1.0,,,,90.0,62.0,6.7,7.0,0.00559707,108.56695871241,17.0,26.775,9.45,,0,,0.05,0.08,-0.37,,,,,1.0,1.0,,,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,
13981593,home,Hellas Verona,Daniel Oyegoke,daniel-oyegoke,D. Oyegoke,D,2,188,170,M,998830,EUR,1041552000,M,2,2,False,10.0,7.0,,,0.0,2.0,2.0,5.0,8.0,,1.0,2.0,2.0,,,,,45.0,21.0,6.3,7.0,0.00614909,33.585687537862,4.0,9.87,6.195,,0,,-0.13,0.03,-0.04,,3.0,,2.0,3.0,,,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
13981593,home,Hellas Verona,Suat Serdar,suat-serdar,S. Serdar,M,8,183,687,M,800408,EUR,860716800,M,8,8,False,33.0,26.0,4.0,2.0,0.0,6.0,8.0,20.0,25.0,,1.0,4.0,7.0,,,,,67.0,50.0,6.7,13.0,0.0941819,93.961740857259,16.0,15.75,14.595,,0,,0.46,-0.17,0.25,,,,2.0,9.0,1.0,2.0,4.0,,1.0,,,,,,1.0,1.0,,,,True,21.292910580754,1.0,,,,,,,,,
13981593,home,Hellas Verona,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2821,M,868958,EUR,828748800,M,73,73,False,23.0,14.0,2.0,1.0,0.0,3.0,6.0,11.0,17.0,4.0,5.0,2.0,4.0,,,,,45.0,33.0,6.9,10.0,0.0213753,60.084443260258,6.0,36.12,28.98,,0,,0.25,0.07,-0.08,,,,,2.0,1.0,1.0,,,,2.0,,,1.0,,1.0,1.0,,,,,37.97953006555,1.0,,,,,,,,,
13981593,home,Hellas Verona,Martin Frese,frese-martin,M. Frese,D,3,179,350,M,874812,EUR,883872000,M,3,3,False,38.0,26.0,3.0,1.0,0.0,11.0,13.0,15.0,25.0,1.0,3.0,3.0,4.0,1.0,,,,90.0,64.0,6.7,20.0,0.0173101,55.041029012752,11.0,14.07,10.92,,0,,0.0,-0.09,-0.1,,3.0,,,1.0,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
13981593,home,Hellas Verona,Giovane,giovane,Giovane,F,23,184,4926,M,1170773,EUR,1069632000,F,17,17,False,22.0,14.0,1.0,1.0,0.0,5.0,7.0,9.0,15.0,1.0,4.0,1.0,5.0,1.0,,,,90.0,54.0,6.3,27.0,0.013917,164.30060664477,19.0,81.585,33.39,,3,,-0.37,0.33,-0.04,,8.0,,3.0,13.0,2.0,1.0,8.0,1.0,,,3.0,,1.0,,1.0,1.0,,,,,85.635486730294,5.0,2.0,1.0,0.0541,0.0286,-0.11,,,,
13981593,home,Hellas Verona,Antoine Bernede,antoine-bernede,A. Bernede,M,24,177,421,M,837080,EUR,927676800,F,24,24,False,37.0,29.0,1.0,,0.0,10.0,11.0,19.0,26.0,,4.0,1.0,5.0,,,,,75.0,59.0,6.6,17.0,0.0213727,135.5799778699,13.0,49.455,25.095,,0,,-0.26,0.12,0.33,,3.0,,,4.0,,4.0,,,1.0,,2.0,,,,4.0,3.0,,,,,39.96572936015,2.0,,,,,,,,,
