match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wasFouled,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_outfielderBlock,stat_errorLeadToAShot,stat_totalOffside
14064474,home,Nantes,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184.0,1194,M,48535,EUR,654739200,G,1,1,False,True,16.0,12.0,9.0,5.0,0.0,8.0,8.0,4.0,8.0,6.0,90.0,21.0,5.9,4.0,0.00192359,19.383831767729,2.0,10.185,5.145,0,-1.6499,0.05,0.01,-0.41,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064474,home,Nantes,Kelvin Amian,,,kelvin-amian,K. Amian,D,98,179.0,199,M,802143,EUR,886896000,D,98,98,False,,32.0,26.0,,,0.0,5.0,6.0,21.0,26.0,1.0,90.0,60.0,5.8,17.0,0.125795,104.8238962354,13.0,13.44,9.345,2,,0.43,-0.05,-0.72,,6.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0617,0.0366,15.941794252844,1.0,2.0,-0.12,,,,,,,,,,,,,,,,,
14064474,home,Nantes,Chidozie Awaziem,,,chidozie-awaziem,C. Awaziem,D,6,189.0,1826,M,804764,EUR,852076800,D,6,6,False,,68.0,59.0,10.0,4.0,1.0,27.0,29.0,32.0,39.0,7.0,90.0,88.0,7.7,10.0,0.58993,143.57508605992,18.0,83.79,13.23,1,,0.94,0.07,-0.57,,,,,2.0,7.0,,,1.0,,11.0,1.0,3.0,3.0,,0.0416,,,,1.0,-0.32,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
14064474,home,Nantes,Tylel Tati,,,tylel-tati,T. Tati,D,78,190.0,819,M,2193204,EUR,1200700800,D,78,78,False,,53.0,42.0,8.0,3.0,0.0,24.0,27.0,18.0,26.0,6.0,90.0,69.0,6.4,12.0,0.0336277,167.58997333895,18.0,127.995,22.26,1,,0.16,0.27,-0.55,,,,,2.0,7.0,,4.0,,,3.0,1.0,2.0,2.0,,0.1821,,,,,-0.45,,1.0,,,2.0,3.0,1.0,1.0,,,,,,,,,
14064474,home,Nantes,Nicolas Cozza,,,nicolas-cozza,N. Cozza,D,3,178.0,184,M,886286,EUR,915753600,D,3,3,False,,25.0,15.0,5.0,1.0,0.0,7.0,11.0,8.0,14.0,5.0,90.0,48.0,5.6,15.0,0.09532,76.104814841446,10.0,8.82,9.87,1,,0.15,0.11,-0.81,,3.0,1.0,,5.0,2.0,,1.0,,,2.0,1.0,1.0,,1.0,0.0089,,,,1.0,0.01,,3.0,,1.0,1.0,,,1.0,,,,,,,,,
14064474,home,Nantes,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171.0,1177,M,72998,EUR,636854400,M,20,20,False,,64.0,48.0,6.0,3.0,0.0,11.0,11.0,37.0,53.0,10.0,90.0,96.0,7.6,24.0,0.357686,289.52901788022,29.0,128.415,25.305,1,,0.6,0.22,-0.15,,13.0,7.0,3.0,5.0,9.0,,1.0,,1.0,,1.0,6.0,4.0,,0.1876,0.1933,71.037473504192,4.0,4.0,0.04,1.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,
14064474,home,Nantes,Ibrahima Sissoko,,,ibrahima-sissoko,I. Sissoko,M,28,193.0,1228,M,829093,EUR,877910400,M,28,28,False,,48.0,34.0,6.0,2.0,0.0,17.0,22.0,17.0,26.0,10.0,81.0,60.0,6.9,18.0,0.0245567,104.21762838396,13.0,52.395,18.48,2,,0.03,0.13,-0.16,,,,1.0,3.0,11.0,1.0,1.0,1.0,,,,3.0,2.0,2.0,0.049,,18.504504965008,1.0,,0.02,7.0,,,3.0,1.0,1.0,,1.0,,,,,,,,,
14064474,home,Nantes,Junior Mwanga,,,junior-mwanga,J. Mwanga,M,18,184.0,472,M,1197153,EUR,1052611200,M,80,80,False,,48.0,38.0,4.0,2.0,0.0,13.0,13.0,25.0,35.0,5.0,90.0,64.0,6.7,16.0,0.134102,186.19503620114,21.0,83.265,24.57,2,,0.26,0.26,-0.25,,2.0,,2.0,7.0,5.0,,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.1277,0.2853,72.862354024955,4.0,2.0,0.15,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,
14064474,home,Nantes,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176.0,892,M,963299,EUR,1035244800,F,8,8,False,,48.0,37.0,3.0,2.0,0.0,8.0,8.0,29.0,40.0,7.0,90.0,80.0,7.4,21.0,0.257746,144.02699747688,15.0,43.365,14.07,1,,0.59,0.13,-0.11,,8.0,4.0,1.0,8.0,7.0,,2.0,1.0,,,1.0,5.0,2.0,2.0,0.0573,,15.664174284015,1.0,2.0,-0.03,,3.0,,4.0,2.0,,,,,,,,,,,,
14064474,home,Nantes,Mostafa Mohamed,,,mostafa-mohamed,M. Mohamed,F,31,185.0,32494,M,873551,EUR,880675200,F,31,31,False,,23.0,15.0,,,0.0,5.0,6.0,10.0,17.0,2.0,90.0,42.0,6.9,16.0,0.27955,56.523511712406,8.0,1.68,7.77,6,,0.0,0.11,-0.08,,2.0,1.0,5.0,10.0,9.0,2.0,2.0,4.0,2.0,,,,,2.0,0.7599,0.8881,,,2.0,0.26,7.0,,1.0,3.0,2.0,,,,mostafamohamed11,1.0,1.0,,,,,,
