match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_penaltyConceded,stat_fouls,stat_totalCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_outfielderBlock,stat_clearanceOffLine,stat_penaltyWon,player_sofascoreId
14065081,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,17.0,11.0,9.0,3.0,0.0,10.0,10.0,1.0,7.0,6.0,4.0,2.0,4.0,1.0,1.0,90.0,27.0,7.5,7.0,0.00123624,0.6562,0,0.3244,0.06,0.01,-0.35,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065081,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,42.0,31.0,5.0,2.0,0.0,20.0,23.0,11.0,19.0,2.0,,,,,,90.0,61.0,5.8,14.0,0.0851165,,3,,-0.03,0.07,-0.64,,,,2.0,5.0,3.0,7.0,1.0,2.0,1.0,7.0,2.0,2.0,1.0,2.0,0.4491,1.0,-0.26,,,,,,,,,,,,,,,,,,,,,
14065081,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,46.0,40.0,11.0,8.0,0.0,26.0,27.0,14.0,19.0,5.0,,,,,,90.0,60.0,6.1,7.0,0.0667894,,0,,0.35,0.1,-0.89,,,,2.0,4.0,3.0,5.0,,,,7.0,3.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14065081,home,1. FC Union Berlin,Tom Rothe,rothe-tom,T. Rothe,M,15,192,809,M,1210666,EUR,1099008000,D,15,15,False,29.0,18.0,8.0,2.0,0.0,10.0,14.0,8.0,15.0,3.0,,,,,,82.0,49.0,6.3,13.0,0.00866188,,2,,0.08,0.06,-0.89,,,,3.0,5.0,5.0,6.0,,1.0,,7.0,4.0,,,,0.1438,,0.55,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.071,,,,,,,,,,,,,
14065081,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,27.0,16.0,5.0,1.0,0.0,9.0,13.0,7.0,14.0,3.0,,,,,,90.0,69.0,6.9,25.0,0.306386,,0,,0.32,-0.18,-0.2,,,,2.0,,5.0,4.0,,,,5.0,1.0,,,,,4.0,,,2.0,12.0,1.0,,,4.0,,True,4.0,,,,,,,,,,,
14065081,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,18.0,12.0,2.0,1.0,0.0,6.0,8.0,6.0,10.0,3.0,,,,,,73.0,28.0,6.2,9.0,0.00425368,,0,,0.0,0.0,-0.37,,,,,2.0,5.0,6.0,1.0,,,2.0,,3.0,3.0,1.0,,1.0,,,3.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,
14065081,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,28.0,19.0,2.0,1.0,0.0,12.0,14.0,7.0,14.0,4.0,,,,,,68.0,41.0,6.7,12.0,0.018236,,1,,0.2,0.05,-0.15,,,,,2.0,3.0,6.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,0.0503,,-0.08,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,
14065081,home,1. FC Union Berlin,Robert Skov,robert-skov,R. Skov,M,24,183,755,M,327863,EUR,832550400,M,24,24,False,29.0,19.0,5.0,1.0,0.0,7.0,9.0,12.0,20.0,8.0,,,,,,86.0,49.0,6.5,19.0,0.064469,,0,,0.11,0.28,-0.22,,,,1.0,,4.0,3.0,1.0,,,2.0,,2.0,2.0,1.0,,,,,1.0,5.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,
14065081,home,1. FC Union Berlin,Oliver Burke,oliver-burke,O. Burke,F,7,188,486,M,608362,EUR,860371200,F,7,7,False,18.0,14.0,1.0,1.0,0.0,4.0,4.0,10.0,14.0,7.0,,,,,,74.0,39.0,6.7,10.0,0.0446198,,3,,0.03,0.26,-0.06,,,,2.0,2.0,8.0,6.0,2.0,2.0,,,1.0,1.0,1.0,2.0,0.337,3.0,-0.38,,,,2.0,1.0,,,,,,5.0,,,3.0,1.0,1.0,,,,,
14065081,home,1. FC Union Berlin,Ilyas Ansah,ansah-ilyas,I. Ansah,F,10,197,2076,M,1462742,EUR,1099872000,F,10,10,False,10.0,7.0,1.0,,0.0,3.0,4.0,4.0,6.0,4.0,,,,,,73.0,35.0,7.0,16.0,0.178208,,2,,0.18,0.14,-0.02,,,,5.0,,10.0,5.0,2.0,,1.0,,1.0,,,6.0,0.7216,1.0,0.31,,,3.0,,1.0,1.0,2.0,0.9861,,1.0,6.0,,,3.0,,,,,,,
