match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,player_firstName,player_lastName,captain,stat_totalOffside,stat_bigChanceMissed
10411763,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,24.0,16.0,18.0,10.0,12.0,14.0,4.0,10.0,1.0,2.0,1.0,2.0,7.0,2.0,1.0,3.0,3.0,90.0,34.0,6.8,8.0,0.0,0.0,0.00093631,0,0.7861,,,,,,,,,,,,,,,,,,,,,,,,,,
10411763,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,32.0,27.0,1.0,,15.0,18.0,13.0,16.0,2.0,,3.0,1.0,5.0,,,,,90.0,54.0,6.7,8.0,0.0,0.0,0.0179707,0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411763,home,Lazio,Nicolò Casale,nicolo-casale,N. Casale,D,16,191,431,M,862697,EUR,887414400,D,15,15,False,52.0,47.0,4.0,3.0,28.0,32.0,19.0,20.0,,4.0,2.0,5.0,5.0,,,,,90.0,58.0,7.0,5.0,0.0,0.0,0.00767209,0,,,,,5.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10411763,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,57.0,50.0,6.0,2.0,21.0,26.0,29.0,31.0,2.0,1.0,2.0,2.0,6.0,,,,,90.0,65.0,6.6,7.0,0.0,0.0,0.00964841,0,,,,,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10411763,home,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182,1316,M,136322,EUR,760147200,D,23,23,False,44.0,40.0,2.0,1.0,14.0,17.0,26.0,28.0,1.0,1.0,4.0,5.0,2.0,,,,,90.0,64.0,6.8,8.0,0.0,0.0,0.0101197,0,,1.0,,,3.0,,1.0,2.0,,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,
10411763,home,Lazio,Sergej Milinković-Savić,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191,13428,M,331447,EUR,793843200,M,21,21,False,43.0,36.0,,,16.0,17.0,20.0,26.0,5.0,6.0,17.0,9.0,2.0,2.0,,,,90.0,74.0,6.5,22.0,0.8635,0.6121,0.020061,5,,,,4.0,2.0,1.0,,,,2.0,5.0,1.0,7.0,sms,2.0,2.0,1.0,2.0,1.0,,,,,,,,
10411763,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,False,37.0,31.0,2.0,2.0,11.0,11.0,20.0,26.0,,,,1.0,1.0,1.0,,,,70.0,41.0,6.7,7.0,0.0,0.0,0.0314379,0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,
10411763,home,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182,1864,M,111416,EUR,717638400,M,10,10,False,66.0,59.0,5.0,2.0,14.0,15.0,48.0,58.0,,1.0,2.0,5.0,7.0,1.0,,,,90.0,84.0,7.9,12.0,0.0372,0.0289,0.320061,2,,7.0,3.0,1.0,1.0,,,1.0,1.0,,3.0,2.0,,,,1.0,1.0,,,1.0,1.0,3.0,,,,,
10411763,home,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6043,M,152276,EUR,734832000,F,7,7,False,36.0,31.0,2.0,,12.0,14.0,20.0,26.0,1.0,,3.0,3.0,3.0,,,,,90.0,51.0,6.8,11.0,0.0,0.0,0.126326,0,,4.0,1.0,1.0,1.0,,1.0,2.0,2.0,,2.0,1.0,1.0,F_Andersoon,,,,,,,,2.0,,,,,
10411763,home,Lazio,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185,15127,M,45923,EUR,635472000,F,17,17,False,11.0,6.0,,,1.0,1.0,5.0,10.0,,1.0,1.0,1.0,2.0,,,,,65.0,14.0,6.7,7.0,0.0426,0.1061,0.0307417,1,,,,,,,,,,1.0,,,2.0,ciroimmobile17,,,1.0,,,,,1.0,,,True,,
10411763,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,293581,EUR,803260800,F,20,20,False,33.0,28.0,2.0,1.0,8.0,10.0,21.0,28.0,,,9.0,6.0,4.0,3.0,,,,84.0,53.0,8.0,14.0,0.2754,0.8242,0.131687,1,,5.0,1.0,4.0,1.0,,1.0,,,1.0,6.0,3.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,
10411763,home,Lazio,Pedro,pedro,Pedro,F,9,167,5026,M,35428,EUR,554428800,F,9,9,True,7.0,4.0,,,1.0,2.0,3.0,6.0,,,3.0,1.0,3.0,1.0,,,,25.0,12.0,6.4,7.0,0.0,0.0,0.00728351,0,,1.0,,,,,,,,1.0,2.0,,1.0,Pedro,,,,,,,,1.0,,,,,
