match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_dispossessed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,stat_hitWoodwork,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed
10389898,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,27.0,22.0,11.0,6.0,18.0,20.0,4.0,7.0,1.0,9.0,2.0,6.0,90.0,41.0,7.4,5.0,0.0,0.0,0.00085197,0,-0.2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389898,home,Lorient,Bamo Meïté,bamo-meite,B. Meïté,D,5,183,525,M,1131541,EUR,992995200,D,18,18,False,58.0,55.0,3.0,2.0,40.0,42.0,15.0,16.0,2.0,3.0,,,85.0,69.0,6.9,3.0,0.0,0.0,0.0128198,0,,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10389898,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,56.0,54.0,2.0,1.0,47.0,48.0,7.0,8.0,5.0,7.0,,,90.0,69.0,6.9,3.0,0.0,0.0,0.00365254,0,,,,3.0,,1.0,1.0,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,
10389898,home,Lorient,Vincent Le Goff,vincent-le-goff,V. L. Goff,D,25,177,29,M,99945,EUR,624412800,D,25,25,False,75.0,69.0,2.0,1.0,44.0,47.0,25.0,28.0,3.0,9.0,,,90.0,88.0,7.1,7.0,0.0,0.0,0.0165967,0,,1.0,1.0,6.0,,,,,3.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,
10389898,home,Lorient,Gedeon Kalulu,gedeon-kalulu,G. Kalulu,D,2,176,4314,M,991200,EUR,872812800,M,24,24,False,23.0,20.0,,,12.0,15.0,8.0,9.0,1.0,,,,67.0,35.0,6.7,7.0,0.0902,0.0,0.126555,1,,1.0,4.0,4.0,1.0,,,,2.0,1.0,2.0,1.0,,,,,,gedeon_K2,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
10389898,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,19,19,False,89.0,83.0,2.0,1.0,54.0,56.0,29.0,34.0,,11.0,,,90.0,97.0,7.0,9.0,0.0,0.0,0.0935654,0,,,4.0,4.0,2.0,2.0,1.0,,3.0,2.0,,1.0,,,,,,,,1.0,,,,,True,,,,,,,
10389898,home,Lorient,Jean-Victor Makengo,jean-victor-makengo,J. Makengo,M,17,177,232,M,802138,EUR,897609600,M,17,17,False,70.0,67.0,3.0,3.0,40.0,41.0,27.0,29.0,,10.0,,,90.0,90.0,7.3,11.0,0.0,0.0,0.0447658,0,,,6.0,7.0,,6.0,3.0,,2.0,1.0,2.0,2.0,,,,,1.0,,,,1.0,,3.0,1.0,,,,,,,,
10389898,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,11,170,139,M,1131540,EUR,1033430400,M,37,37,False,44.0,37.0,1.0,1.0,17.0,19.0,20.0,25.0,4.0,6.0,,,90.0,60.0,7.0,10.0,0.0,0.0,0.0969621,0,,1.0,3.0,2.0,1.0,,,,2.0,1.0,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,
10389898,home,Lorient,Romain Faivre,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,F,14,14,False,42.0,37.0,1.0,1.0,15.0,17.0,22.0,25.0,,1.0,,,83.0,53.0,8.2,10.0,0.3379,1.3578,0.0788709,3,,,5.0,3.0,1.0,4.0,1.0,,,,2.0,1.0,,,,,,,,,,1.0,1.0,,,2.0,2.0,,,,,
10389898,home,Lorient,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,F,80,80,False,68.0,56.0,2.0,1.0,31.0,32.0,25.0,42.0,,6.0,,,83.0,89.0,6.3,27.0,0.0,0.0,0.0187558,0,,,8.0,3.0,2.0,3.0,,,1.0,,2.0,2.0,,,,,,,,6.0,2.0,,3.0,,,,,,,,,
