match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_dispossessed,stat_clearanceOffLine,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_hitWoodwork,stat_shotOffTarget,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId
10438153,home,Paços de Ferreira,Marafona,marafona,Marafona,G,28,190,49,M,59715,EUR,547430400,G,28,28,False,33.0,19.0,20.0,7.0,12.0,15.0,7.0,18.0,1.0,1.0,1.0,1.0,12.0,1.0,4.0,7.0,1.0,90.0,46.0,7.7,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438153,home,Paços de Ferreira,Juan Delgado,juan-delgado,J. Delgado,D,15,177,146,M,339695,EUR,731289600,D,15,15,False,27.0,21.0,2.0,1.0,11.0,15.0,11.0,16.0,7.0,8.0,,1.0,4.0,2.0,,,,90.0,61.0,6.6,19.0,0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
10438153,home,Paços de Ferreira,Nuno Lima,nuno-lima,N. Lima,D,3,184,122,M,1133301,EUR,984700800,D,3,3,False,50.0,40.0,11.0,4.0,33.0,34.0,7.0,16.0,2.0,2.0,1.0,10.0,5.0,,,,,90.0,69.0,6.9,11.0,0,,,,1.0,,,2.0,1.0,1.0,1.0,1.0,,Nuno Lima,,1.0,,,,,,,,,,,,,,
10438153,home,Paços de Ferreira,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,25,25,False,34.0,32.0,2.0,,29.0,29.0,3.0,5.0,3.0,4.0,1.0,3.0,4.0,1.0,,,,90.0,48.0,7.1,3.0,0,,,1.0,1.0,,,2.0,2.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,
10438153,home,Paços de Ferreira,Luís Bastos,luis-bastos,L. Bastos,D,26,175,21,M,1133298,EUR,1000598400,D,20,20,False,26.0,20.0,2.0,1.0,12.0,14.0,8.0,16.0,1.0,5.0,,2.0,2.0,1.0,,,,90.0,51.0,6.7,11.0,0,4.0,,,,,,1.0,4.0,1.0,,1.0,,Luís Bastos,,,1.0,,,,,,,,,,,,,
10438153,home,Paços de Ferreira,Luiz Carlos,luiz-carlos,L. Carlos,M,,175,24,M,94203,EUR,489369600,M,22,22,False,38.0,33.0,4.0,2.0,13.0,15.0,20.0,24.0,2.0,4.0,,3.0,3.0,2.0,,,,89.0,53.0,6.8,9.0,1,1.0,,2.0,,1.0,1.0,,1.0,,3.0,,,,,,,,True,1.0,,,,,,,,,,
10438153,home,Paços de Ferreira,Jordan Holsgrove,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,6,6,False,39.0,38.0,1.0,1.0,20.0,20.0,19.0,25.0,2.0,4.0,1.0,,6.0,1.0,,,,90.0,59.0,7.6,9.0,2,6.0,1.0,,,3.0,2.0,1.0,1.0,,2.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,
10438153,home,Paços de Ferreira,Rui Pires,rui-pires,R. Pires,M,8,182,65,M,845751,EUR,890524800,M,26,26,False,32.0,28.0,2.0,1.0,17.0,17.0,11.0,15.0,,3.0,,2.0,5.0,,,,,90.0,45.0,7.2,4.0,0,,,,,1.0,1.0,3.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,
10438153,home,Paços de Ferreira,Nicolás Gaitán,nicolas-gaitan,N. Gaitán,M,,173,446,,42455,EUR,572572800,F,10,10,False,22.0,14.0,4.0,2.0,5.0,7.0,10.0,20.0,3.0,3.0,1.0,,3.0,1.0,,,,78.0,37.0,7.5,13.0,1,5.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,,2.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,
10438153,home,Paços de Ferreira,Alexandre Guedes,alexandre-guedes,A. Guedes,F,11,185,80,M,299914,EUR,760924800,F,30,30,False,8.0,4.0,2.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,,1.0,,1.0,,,,61.0,20.0,6.8,9.0,3,,,1.0,,1.0,,,1.0,,3.0,,,,,,1.0,,,2.0,1.0,,,1.0,,,,,,
