match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_sofascoreId,stat_aerialLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,captain,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded
10388314,home,FC Schalke 04,Alexander Schwolow,alexander-schwolow,A. Schwolow,G,25,189,159,M,134778,EUR,707443200,G,13,13,False,27.0,16.0,19.0,8.0,9.0,9.0,7.0,18.0,1.0,1.0,1.0,10.0,1.0,1.0,4.0,6.0,1.0,1.0,90.0,40.0,6.8,11.0,0.0,0.0,0.00550471,0,-0.4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388314,home,FC Schalke 04,Cédric Brunner,cedric-brunner,C. Brunner,D,26,179,95,M,330689,EUR,761443200,D,27,27,False,19.0,14.0,1.0,,12.0,12.0,2.0,7.0,1.0,6.0,1.0,3.0,,3.0,,,,,90.0,36.0,6.6,8.0,0.0,0.0,0.00044729,0,,Cédric,Brunner,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388314,home,FC Schalke 04,Malick Thiaw,malick-thiaw,M. Thiaw,D,12,194,6421,M,1014286,EUR,997228800,D,33,33,False,23.0,19.0,2.0,1.0,16.0,17.0,3.0,6.0,1.0,4.0,8.0,4.0,,,,,,,90.0,40.0,6.9,4.0,0.0711,0.0,0.0024974,1,,,,3.0,1.0,,2.0,,1.0,MThiaw,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10388314,home,FC Schalke 04,Maya Yoshida,maya-yoshida,M. Yoshida,D,4,189,842,M,24248,EUR,588384000,D,4,4,False,26.0,21.0,6.0,2.0,16.0,16.0,5.0,10.0,1.0,3.0,3.0,7.0,,,,,,,90.0,35.0,6.9,6.0,0.0,0.0,0.00216064,0,,,,,,1.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
10388314,home,FC Schalke 04,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184,243,M,798180,EUR,844041600,D,2,2,False,22.0,15.0,3.0,,5.0,8.0,12.0,28.0,,1.0,,3.0,,,,,,,90.0,61.0,7.0,25.0,0.0,0.0,0.215461,0,,,,2.0,1.0,5.0,1.0,,1.0,,,,,,,,14.0,2.0,1.0,3.0,,,,,,,,,,,,,
10388314,home,FC Schalke 04,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2797,M,966575,EUR,934416000,M,10,10,False,13.0,9.0,3.0,1.0,3.0,4.0,6.0,12.0,,1.0,,1.0,,,,,,,66.0,31.0,7.2,12.0,0.1313,0.5612,0.105552,4,,,,4.0,,1.0,1.0,,2.0,,,1.0,,,,,3.0,,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,
10388314,home,FC Schalke 04,Tom Krauß,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,6,6,False,21.0,20.0,2.0,2.0,10.0,10.0,10.0,11.0,,6.0,,9.0,,1.0,,,,,90.0,35.0,6.9,5.0,0.0,0.0,0.104326,0,,,,3.0,,2.0,5.0,2.0,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,
10388314,home,FC Schalke 04,Alex Král,alex-kral,A. Král,M,33,185,619,M,825740,EUR,895536000,M,30,30,False,24.0,19.0,3.0,2.0,8.0,9.0,11.0,15.0,,1.0,1.0,6.0,,,,,,,85.0,31.0,6.5,5.0,0.0,0.0,0.00589993,0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10388314,home,FC Schalke 04,Tobias Mohr,tobias-mohr,T. Mohr,M,7,183,153,M,237048,EUR,809222400,M,29,29,False,13.0,10.0,2.0,1.0,2.0,3.0,8.0,14.0,,,,4.0,,,,,,,60.0,26.0,6.9,9.0,0.0321,0.0,0.0123294,1,,,,2.0,,,,,1.0,,,1.0,,,,,4.0,,1.0,3.0,,1.0,,,1.0,,,,,,,,
10388314,home,FC Schalke 04,Simon Terodde,simon-terodde,S. Terodde,F,,192,422,M,26231,EUR,573264000,F,9,9,False,10.0,6.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,,,,,,,,,66.0,17.0,6.7,5.0,0.0273,0.0,0.0582464,1,,,,9.0,1.0,2.0,,,2.0,,6.0,,,,,,,,1.0,1.0,,1.0,,,,True,1.0,,,,,,
