match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_keyPass,stat_wasFouled,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_penaltyFaced,player_firstName,player_lastName,stat_totalOffside,stat_penaltyWon,stat_goals,stat_goalAssist
11369360,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,13,13,False,5.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,10.0,4.7,2.0,2.021e-05,0,0.3198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Kevin Vázquez,kevin-vazquez,K. Vázquez,D,20,173,142,M,795257,EUR,732844800,D,20,20,False,13.0,11.0,1.0,,7.0,7.0,1.0,,,,1.0,,,,28.0,16.0,6.5,2.0,0.0344792,0,,5.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,42.0,41.0,4.0,3.0,31.0,31.0,2.0,8.0,7.0,,1.0,,,,90.0,54.0,6.7,2.0,0.00565625,0,,10.0,11.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,57.0,44.0,8.0,2.0,31.0,34.0,3.0,3.0,7.0,,1.0,,,,90.0,70.0,6.0,16.0,0.010162,2,,13.0,23.0,,,1.0,,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.037,,,,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,False,42.0,36.0,5.0,1.0,23.0,24.0,1.0,2.0,5.0,,,,,,90.0,62.0,6.6,10.0,0.0630751,0,,14.0,22.0,4.0,1.0,,,4.0,,3.0,3.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,M,3,3,False,56.0,45.0,4.0,2.0,18.0,21.0,5.0,,6.0,,,,,,90.0,80.0,7.1,24.0,0.0717032,2,,27.0,44.0,9.0,,,1.0,6.0,1.0,1.0,1.0,1.0,3.0,,2.0,,,0.1651,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,36.0,33.0,,,17.0,18.0,1.0,,1.0,,,,,,61.0,40.0,6.6,4.0,0.00705594,0,,16.0,18.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178,551,M,846492,EUR,895881600,M,14,14,False,35.0,33.0,,,8.0,8.0,3.0,,6.0,,,,,,81.0,48.0,6.9,5.0,0.0538989,3,,25.0,28.0,1.0,,,,2.0,,,,,1.0,,,2.0,2.0,0.0747,2.0,2.0,3.0,,2.0,1.0,0.067,,,,,,,,,,,,
11369360,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,21.0,21.0,2.0,2.0,7.0,7.0,2.0,,6.0,,,,,,61.0,35.0,7.5,6.0,0.127346,3,,15.0,18.0,4.0,1.0,,,2.0,,,,1.0,,,3.0,,1.0,0.1375,1.0,1.0,4.0,1.0,2.0,,,i.aspas10,True,1.0,,,,,,,,,
11369360,home,Celta Vigo,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,18,18,False,27.0,21.0,1.0,1.0,7.0,9.0,9.0,,3.0,,4.0,,,,81.0,47.0,6.5,13.0,0.296296,3,,14.0,19.0,1.0,,1.0,,5.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,,0.4011,5.0,3.0,2.0,,2.0,1.0,0.1751,,,1.0,,,,,,,,,
11369360,home,Celta Vigo,Jonathan Bamba,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,F,17,17,False,29.0,25.0,,,9.0,10.0,3.0,,5.0,,,,,,90.0,51.0,7.0,11.0,0.0226574,1,,16.0,21.0,2.0,,,1.0,9.0,,1.0,1.0,2.0,,,1.0,,1.0,0.0346,4.0,1.0,1.0,6.0,,,,,,,1.0,,,,,,,,
11369360,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,25,25,True,12.0,9.0,8.0,5.0,7.0,9.0,,,5.0,,,2.0,3.0,,62.0,20.0,6.7,3.0,0.00050613,0,-0.5451,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
11369360,home,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180,632,M,1120669,EUR,1071792000,M,30,30,True,24.0,23.0,,,7.0,8.0,,,3.0,,,,,,29.0,29.0,6.9,4.0,0.0706033,0,,17.0,20.0,4.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,Hugo Sotelo,,,,,
11369360,home,Celta Vigo,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,894863,EUR,933552000,F,12,12,True,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,29.0,4.0,6.6,1.0,0.00019011,1,,1.0,1.0,,,,,,,,,,,1.0,,,,0.0714,,,,,1.0,1.0,0.6957,,,,,,,,,,,,
11369360,home,Celta Vigo,Carlos Dotor,dotor-carlos,C. Dotor,M,12,180,367,M,997221,EUR,984614400,M,6,6,True,9.0,7.0,,,2.0,2.0,2.0,,,,1.0,,,,9.0,11.0,6.5,3.0,0.00472726,1,,5.0,7.0,,,,,,,,,1.0,1.0,,1.0,,,0.0059,,,,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Miguel Rodríguez,miguel-rodriguez,M. Rodríguez,M,22,179,653,M,1014118,EUR,1051574400,F,29,29,True,4.0,3.0,,,,,2.0,,,,1.0,,,,9.0,6.0,6.4,3.0,0.00812893,0,,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Agustín Marchesín,agustin-marchesin,A. Marchesín,G,1,188,1571,M,47339,EUR,574473600,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,28,28,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,M,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369360,home,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185,4221,M,1126779,EUR,1075593600,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369360,away,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,69768,EUR,726364800,G,13,13,False,22.0,18.0,9.0,5.0,17.0,19.0,,,4.0,,,2.0,3.0,,90.0,28.0,7.5,4.0,0.00013814,0,0.9378,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,oblakjan,,,,1.0,,,,,,,
11369360,away,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,21555,EUR,620265600,D,3,3,False,91.0,85.0,3.0,,51.0,54.0,3.0,5.0,3.0,,3.0,,,,90.0,106.0,7.0,9.0,0.0159132,0,,34.0,38.0,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,Dave,,,,,,,,,,,
11369360,away,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,35612,EUR,600566400,D,20,20,False,79.0,79.0,4.0,4.0,53.0,53.0,1.0,4.0,6.0,,,,,,90.0,88.0,7.4,,0.010248,0,,26.0,26.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,axelwitsel28,,,,,,,,,,,
11369360,away,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,353130,EUR,803433600,D,22,22,False,99.0,95.0,8.0,6.0,54.0,55.0,,7.0,4.0,,,,,,90.0,119.0,7.9,5.0,0.052942,0,,42.0,46.0,2.0,1.0,,1.0,2.0,1.0,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,
11369360,away,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,353138,EUR,791424000,M,14,14,False,33.0,28.0,1.0,1.0,9.0,11.0,4.0,2.0,3.0,,1.0,,,,57.0,46.0,6.8,10.0,0.0401056,0,,19.0,24.0,2.0,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,1.0,,1.0,,,,,marcosllorente,,,,,,,,,,,
