match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11408425,home,Estoril Praia,Volnei Feltes,,,feltes-volnei,V. Feltes,D,30,188,64,M,1065440,EUR,955756800,D,5,5,True,,,,,,,,,,,,,,9.0,3.0,6.7,1.0,,0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11408425,home,Estoril Praia,Daniel Figueira,,,daniel-figueira,D. Figueira,G,99,189,80,M,862060,EUR,900892800,G,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408425,home,Estoril Praia,Raúl Parra,,,raul-parra,R. Parra,D,36,187,79,M,1069725,EUR,943574400,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408425,home,Estoril Praia,Michel Costa,,,michel-costa,Michel,M,10,165,40,M,1015938,EUR,1008806400,M,48,48,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408425,home,Estoril Praia,Alejandro Marqués,,,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408425,away,FC Porto,Diogo Costa,,,diogo-costa,D. Costa,G,99,186,12694,M,843115,EUR,937699200,G,99,99,False,15.0,14.0,3.0,2.0,11.0,11.0,3.0,4.0,1.0,,6.0,1.0,1.0,65.0,22.0,6.1,2.0,0.00054484,0,0.5978,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,diogomcosta99,1.0,1.0,1.0,
11408425,away,FC Porto,João Mário,,,joao-mario,J. Mário,D,17,178,3148,M,902031,EUR,946857600,D,23,23,False,41.0,37.0,,,15.0,16.0,22.0,29.0,3.0,1.0,3.0,,,76.0,66.0,6.9,11.0,0.243249,0,,,2.0,6.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,4.0,,,,,,,,,,,,,,
11408425,away,FC Porto,Pepe,,,pepe,Pepe,D,,188,6226,M,5884,EUR,415065600,D,3,3,False,94.0,85.0,11.0,8.0,30.0,30.0,55.0,64.0,4.0,2.0,10.0,,,90.0,102.0,6.9,11.0,0.0559207,1,,1.0,1.0,3.0,1.0,,,,1.0,2.0,,,,1.0,,,,0.0233,,,,,,1.0,True,,,,Pepe,,,,
11408425,away,FC Porto,Otávio,,,otavio,Otávio,D,6,188,1431,M,1069159,EUR,1019347200,D,31,31,False,78.0,69.0,7.0,4.0,24.0,27.0,45.0,51.0,3.0,,9.0,,,90.0,91.0,7.2,10.0,0.0188147,0,,,1.0,5.0,,,2.0,,2.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
11408425,away,FC Porto,Wendell,,,wendell,Wendell,D,18,176,3234,M,335033,EUR,743126400,D,18,18,False,70.0,58.0,8.0,3.0,10.0,12.0,48.0,60.0,3.0,,7.0,,,90.0,94.0,7.7,16.0,0.256733,1,,1.0,1.0,8.0,2.0,,,1.0,,3.0,3.0,4.0,,,,,,0.1074,2.0,,,1.0,,,,1.0,,0.0478,,,,,
11408425,away,FC Porto,Alan Varela,Alan Varela,,alan-varela,A. Varela,M,22,177,5689,M,1066560,EUR,994204800,M,22,22,False,73.0,69.0,8.0,7.0,19.0,20.0,50.0,57.0,7.0,2.0,5.0,,,76.0,86.0,6.8,11.0,0.132742,2,,,1.0,2.0,1.0,,,,1.0,1.0,,,2.0,,2.0,1.0,,0.0933,4.0,,,,,1.0,,,,,alan_varela01,,,,
11408425,away,FC Porto,Nico González,,,nico-gonzalez,N. González,M,14,186,19859,M,954056,EUR,1010016000,M,16,16,False,53.0,45.0,2.0,1.0,10.0,10.0,35.0,43.0,3.0,,3.0,,,85.0,64.0,7.2,12.0,0.260208,0,,1.0,4.0,8.0,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,2.0,,,,,,,nico14,,,,
11408425,away,FC Porto,Francisco Conceição,,,francisco-conceicao,F. Conceição,F,7,170,19864,M,979222,EUR,1039824000,M,10,10,False,28.0,21.0,1.0,1.0,6.0,7.0,16.0,26.0,8.0,,2.0,,,89.0,57.0,6.4,20.0,0.302606,3,,1.0,1.0,9.0,7.0,2.0,,,,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.2434,5.0,1.0,,2.0,,,,1.0,,0.0277,FConceicao_7,,,,1.0
11408425,away,FC Porto,Pepê,,,pepe,Pepê,F,11,175,5029,M,882664,EUR,856742400,M,11,11,False,33.0,28.0,1.0,1.0,13.0,13.0,15.0,20.0,6.0,,4.0,,,85.0,49.0,6.6,13.0,0.0403596,0,,1.0,1.0,3.0,1.0,,,,,,,2.0,,2.0,4.0,,,,,,,1.0,,,,,,,pepe,,,,
11408425,away,FC Porto,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178,4340,M,845754,EUR,877478400,M,13,13,False,24.0,22.0,1.0,,2.0,2.0,20.0,25.0,6.0,1.0,2.0,,,67.0,47.0,7.3,14.0,0.414893,2,,,,4.0,4.0,,,,1.0,1.0,1.0,3.0,1.0,5.0,,,,0.0405,3.0,,1.0,2.0,,2.0,,,,,w_galeno90,,,,
11408425,away,FC Porto,Evanilson,,,evanilson,Evanilson,F,9,181,7635,M,998490,EUR,939168000,F,30,30,False,18.0,14.0,,,3.0,3.0,11.0,16.0,6.0,,1.0,,,90.0,31.0,6.8,7.0,0.0311214,3,,2.0,3.0,7.0,1.0,1.0,,,,1.0,,2.0,2.0,,2.0,2.0,,0.5826,1.0,,,,1.0,1.0,,,,,evanilsonlima99,,,,
11408425,away,FC Porto,Cláudio Ramos,,,claudio-ramos,C. Ramos,G,14,183,1032,M,116372,EUR,690249600,G,14,14,True,8.0,7.0,3.0,2.0,5.0,5.0,2.0,3.0,,,2.0,,,23.0,11.0,6.4,1.0,0.0103325,0,-0.5844,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,
11408425,away,FC Porto,Jorge Sánchez,,,jorge-sanchez,J. Sánchez,D,35,175,1414,M,832868,EUR,881712000,D,15,15,True,5.0,3.0,1.0,,,1.0,3.0,5.0,3.0,,,,,14.0,11.0,6.5,5.0,0.125816,1,,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,0.0613,1.0,,,,,1.0,,,,,,,,,
11408425,away,FC Porto,Iván Jaime,,,ivan-jaime,I. Jaime,M,11,180,1015,M,951986,EUR,969926400,M,17,17,True,11.0,10.0,2.0,1.0,5.0,5.0,6.0,9.0,4.0,,2.0,,,14.0,22.0,6.7,5.0,0.0930058,0,,2.0,,3.0,1.0,,,,,1.0,,2.0,,,1.0,,,,3.0,1.0,,2.0,,,,,,,,,,,
11408425,away,FC Porto,Stephen Eustaquio,,,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,886223,EUR,851126400,M,6,6,True,3.0,1.0,2.0,1.0,,,1.0,3.0,1.0,,2.0,,,18.0,6.0,6.5,2.0,0.00125589,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11408425,away,FC Porto,Danny Namaso,,,danny-namaso,D. Namaso,F,19,182,4899,M,867440,EUR,967420800,F,19,19,True,8.0,3.0,,,,,3.0,8.0,1.0,,,,,18.0,13.0,6.8,7.0,0.043961,1,,,2.0,3.0,1.0,,,,,,,1.0,,1.0,,,,0.0253,,,,1.0,,1.0,,,,,,,,,
11408425,away,FC Porto,Fábio Cardoso,,,fabio-cardoso,F. Cardoso,D,15,187,510,M,252815,EUR,766713600,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408425,away,FC Porto,Marko Grujić,,,marko-grujic,M. Grujić,M,4,190,1584,M,280835,EUR,829353600,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408425,away,FC Porto,Gonçalo Borges,,,goncalo-borges,G. Borges,F,11,184,1083,M,979221,EUR,985824000,F,70,70,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408425,away,FC Porto,Toni Martínez,,,toni-martinez,T. Martínez,F,11,180,1253,M,831253,EUR,867628800,F,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
