match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_aerialWon,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_totalCross,stat_challengeLost,stat_totalContest,stat_outfielderBlock,captain,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_blockedScoringAttempt,stat_accurateCross,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_penaltyConceded,stat_totalOffside
12514067,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,1,1,False,28.0,24.0,5.0,2.0,0.0,23.0,25.0,1.0,3.0,9.0,3.0,4.0,90.0,37.0,7.3,4.0,0.00032228,0,0.6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514067,home,Sporting CP,Zeno Debast,zeno-debast,Z. Debast,D,6,191,3313,M,1126512,EUR,1066867200,D,6,6,False,61.0,57.0,6.0,4.0,0.0,37.0,37.0,20.0,24.0,3.0,,,73.0,67.0,7.1,5.0,0.0202656,1,,,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0077,0.0092,,,,,,,,,,,,,,,,,,,,,,,,
12514067,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,71.0,68.0,2.0,1.0,0.0,50.0,50.0,18.0,21.0,4.0,,,90.0,74.0,6.8,3.0,0.152909,0,,Ousmane,Diomande,1.0,4.0,,,1.0,1.0,1.0,,1.0,,,ousdiomande,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12514067,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,38.0,34.0,5.0,4.0,0.0,23.0,26.0,11.0,12.0,2.0,,,45.0,43.0,6.7,5.0,0.0101663,1,,Gonçalo,Inácio,3.0,2.0,,1.0,1.0,1.0,,,1.0,0.1356,,goncaloinacio_25,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12514067,home,Sporting CP,Geovany Quenda,geovany-quenda,G. Quenda,M,7,172,12851,M,1403165,EUR,1177891200,M,57,57,False,29.0,22.0,1.0,1.0,0.0,9.0,10.0,13.0,20.0,3.0,,,90.0,44.0,6.7,12.0,0.0236673,1,,Geovany,Quenda,6.0,3.0,,,,,,1.0,,0.0143,,GeoQuenda07,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
12514067,home,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,43.0,39.0,3.0,2.0,0.0,24.0,24.0,15.0,19.0,2.0,,,68.0,52.0,6.7,5.0,0.437995,0,,Morten,Hjulmand,5.0,6.0,,,2.0,,,,1.0,,,,1.0,3.0,1.0,,,,,3.0,3.0,,True,2.0,1.0,,,,,,,,,,
12514067,home,Sporting CP,Daniel Bragança,daniel-braganca,D. Bragança,M,23,178,1406,M,861979,EUR,927763200,M,23,23,False,43.0,40.0,1.0,1.0,1.0,25.0,26.0,15.0,17.0,3.0,,,90.0,55.0,7.5,6.0,0.0342527,1,,Daniel,Bragança,2.0,4.0,1.0,1.0,,4.0,2.0,2.0,1.0,0.2214,0.5129,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,
12514067,home,Sporting CP,Maximiliano Araújo,maximiliano-araujo,M. Araújo,M,20,179,3576,M,929193,EUR,950572800,M,20,20,False,35.0,30.0,4.0,3.0,0.0,13.0,16.0,17.0,20.0,6.0,,,90.0,57.0,7.5,11.0,0.451943,1,,Maximiliano,Araújo,6.0,4.0,1.0,1.0,,2.0,1.0,,1.0,0.048,0.2005,,,1.0,1.0,,2.0,,1.0,1.0,3.0,,,1.0,1.0,,1.0,,,,,,,,
12514067,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,26.0,21.0,,,2.0,6.0,9.0,15.0,17.0,6.0,,,80.0,49.0,8.4,13.0,0.557785,3,,Francisco,Trincão,8.0,8.0,,1.0,1.0,2.0,1.0,2.0,1.0,0.426,,trincao,,3.0,3.0,,3.0,,,1.0,6.0,,,3.0,2.0,1.0,,3.0,,,,,,,
12514067,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,8,8,False,29.0,23.0,2.0,1.0,1.0,10.0,10.0,16.0,29.0,,,,73.0,50.0,7.3,18.0,0.368202,3,,,,3.0,1.0,1.0,,,1.0,1.0,2.0,,0.3154,0.5351,pedroogoncalves28,,,3.0,,1.0,,10.0,,2.0,,,,1.0,,,2.0,3.0,,,,,,
