match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_fouls,captain,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_unsuccessfulTouch,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,player_sofascoreId,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
10408319,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,28.0,12.0,26.0,10.0,3.0,6.0,9.0,22.0,1.0,9.0,2.0,1.0,1.0,90.0,40.0,7.2,16.0,0.0,0.0,0.0056041,0,0.1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408319,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,23.0,16.0,4.0,1.0,15.0,17.0,1.0,7.0,3.0,2.0,,,,90.0,31.0,6.6,8.0,0.0,0.0,0.00082868,0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408319,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,25.0,22.0,2.0,1.0,14.0,15.0,8.0,10.0,6.0,6.0,,,,90.0,38.0,7.6,3.0,0.0158,0.0,0.0380073,1,,,2.0,4.0,2.0,True,7.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10408319,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,False,38.0,28.0,5.0,3.0,13.0,17.0,15.0,21.0,2.0,8.0,,,,90.0,52.0,7.0,12.0,0.031,0.0,0.00407332,1,,,,4.0,3.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,
10408319,home,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,590404,EUR,780019200,M,20,20,False,22.0,18.0,2.0,,6.0,6.0,12.0,20.0,1.0,1.0,,,,62.0,41.0,7.0,9.0,0.0,0.0,0.00648078,0,,4.0,1.0,1.0,,,,4.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
10408319,home,Mallorca,Iddrisu Baba,iddrisu-baba,I. Baba,M,14,182,943,M,914014,EUR,822268800,M,12,12,False,30.0,22.0,2.0,1.0,12.0,14.0,10.0,16.0,,8.0,,,,90.0,43.0,6.9,10.0,0.2747,0.0,0.0139812,3,,,1.0,3.0,,,5.0,8.0,3.0,1.0,,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10408319,home,Mallorca,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,4,4,False,56.0,50.0,6.0,5.0,24.0,26.0,27.0,34.0,2.0,14.0,,,,90.0,73.0,7.1,12.0,0.0,0.0,0.116951,0,,4.0,,5.0,1.0,,1.0,5.0,,,1.0,1.0,1.0,3.0,,,2.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,
10408319,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,M,18,18,False,31.0,22.0,2.0,1.0,10.0,12.0,14.0,25.0,,5.0,,,,84.0,59.0,7.3,16.0,0.0,0.0,0.0880213,0,,6.0,1.0,3.0,1.0,,2.0,9.0,,,1.0,5.0,3.0,2.0,,,,1.0,1.0,,,,2.0,,,,,,,,,,
10408319,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,F,14,14,False,21.0,21.0,1.0,1.0,7.0,7.0,14.0,17.0,,7.0,,,,62.0,39.0,6.5,8.0,0.19,0.0,0.0163101,2,,3.0,1.0,5.0,2.0,,,5.0,1.0,,,3.0,1.0,2.0,,,1.0,3.0,,1.0,,1.0,,,1.0,,,,,,,,
10408319,home,Mallorca,Amath Ndiaye,amath-ndiaye,A. Ndiaye,M,11,179,448,M,845168,EUR,837475200,F,23,23,False,7.0,7.0,,,4.0,4.0,3.0,5.0,1.0,3.0,,,,76.0,31.0,7.0,9.0,0.1423,0.0367,0.00455551,2,,2.0,2.0,8.0,1.0,,1.0,8.0,1.0,,1.0,4.0,3.0,2.0,,,2.0,3.0,1.0,3.0,1.0,,,,,1.0,,,,,,,
10408319,home,Mallorca,Vedat Muriqi,vedat-muriqi,V. Muriqi,F,7,194,5879,M,310874,EUR,767145600,F,7,7,False,25.0,12.0,2.0,1.0,1.0,3.0,11.0,24.0,,4.0,,,,84.0,34.0,6.7,19.0,0.0,0.0,0.0216626,0,,2.0,9.0,10.0,,,4.0,6.0,,,,,,2.0,,,1.0,3.0,,,,,,1.0,,,vedatmuriqi,1.0,,,,,
10408319,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,15,15,True,9.0,8.0,1.0,,3.0,3.0,6.0,9.0,,2.0,,,,28.0,16.0,7.1,3.0,0.2552,0.0,0.0204069,1,,3.0,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,1.0,2.0,1.0,,,,1.0,,,,
10408319,home,Mallorca,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,917087,EUR,982540800,M,19,19,True,8.0,5.0,1.0,1.0,,1.0,10.0,18.0,,2.0,,,,28.0,25.0,7.6,11.0,0.0285,0.2644,0.484929,1,,11.0,,3.0,,,,2.0,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,5.0,5.0,,1.0,kanginlee,,,1.0,,,
10408319,home,Mallorca,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,F,17,17,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,2.0,,,,14.0,8.0,6.7,2.0,0.0592,0.1193,0.00229906,1,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
10408319,home,Mallorca,Braian Cufré,braian-cufre,B. Cufré,D,24,179,169,M,818441,EUR,850608000,D,3,3,True,1.0,,1.0,,,1.0,,,,,,,,12.0,3.0,6.4,1.0,0.0,0.0,1.68e-06,0,,,,2.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10408319,home,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,146852,EUR,724550400,F,9,9,True,3.0,2.0,,,,,2.0,3.0,,,,,,12.0,5.0,7.4,1.0,0.2874,0.392,0.00331288,1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,
10408319,home,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,13,13,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
