match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,captain,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_totalOffside,stat_hitWoodwork,stat_bigChanceCreated,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_goals
12513716,home,CF Estrela Amadora,João Costa,,,joao-costa,J. Costa,G,24,185,455,M,788365,EUR,823219200,G,24,24,False,30.0,14.0,19.0,3.0,0.0,14.0,17.0,13.0,1.0,1.0,1.0,8.0,4.0,4.0,1.0,90.0,40.0,7.1,17.0,0.00012474,0,-0.1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513716,home,CF Estrela Amadora,Renato Pantalon,,,renato-pantalon,R. Pantalon,D,84,196,88,M,826561,EUR,877910400,D,27,27,False,47.0,38.0,4.0,1.0,0.0,31.0,35.0,12.0,4.0,4.0,6.0,4.0,,,,90.0,57.0,6.6,11.0,0.00221215,0,,7.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12513716,home,CF Estrela Amadora,Issiar Drame,,,issiar-drame,I. Drame,D,5,196,173,M,857766,EUR,919123200,D,5,5,False,32.0,27.0,4.0,1.0,0.0,23.0,25.0,8.0,4.0,9.0,8.0,5.0,,,,90.0,51.0,7.2,7.0,0.429275,0,,4.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12513716,home,CF Estrela Amadora,Rúben Lima,,,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,28,28,False,36.0,32.0,5.0,2.0,0.0,24.0,26.0,10.0,2.0,2.0,,3.0,,,,73.0,41.0,6.6,5.0,0.00245051,0,,8.0,4.0,5.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12513716,home,CF Estrela Amadora,Diogo Travassos,,,diogo-travassos,D. Travassos,D,2,175,511,M,1142578,EUR,1080691200,M,2,2,False,41.0,29.0,5.0,1.0,0.0,17.0,23.0,21.0,1.0,6.0,2.0,9.0,,,,90.0,72.0,7.2,20.0,0.0811343,2,,14.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0268,2.0,,,,,,,,,,,,,
12513716,home,CF Estrela Amadora,Léo Cordeiro,,,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,46.0,33.0,6.0,,0.0,12.0,14.0,33.0,1.0,7.0,,6.0,,,,90.0,62.0,6.7,17.0,0.0930956,1,,21.0,1.0,5.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,3.0,1.0,,,0.0782,,True,,,,,,,,,,,,
12513716,home,CF Estrela Amadora,Manuel Keliano,Manuel Keliano,,keliano-manuel,M. Keliano,M,42,185,351,M,1464131,EUR,1042675200,M,42,42,False,23.0,19.0,5.0,2.0,0.0,13.0,14.0,9.0,,1.0,,5.0,,,,57.0,26.0,6.5,5.0,0.00200267,1,,6.0,2.0,6.0,,1.0,4.0,,,,,,1.0,,,1.0,,,0.0146,1.0,,1.0,,,,,,,,,,,
12513716,home,CF Estrela Amadora,Guilherme Montóia,,,guilherme-montoia,G. Montóia,M,23,185,110,M,1006996,EUR,1063497600,M,21,21,False,27.0,23.0,,,0.0,9.0,11.0,24.0,2.0,3.0,1.0,1.0,,,,89.0,53.0,6.9,14.0,0.176343,0,,17.0,,3.0,,2.0,2.0,8.0,,,1.0,1.0,,3.0,1.0,,,,,3.0,,1.0,,,,,,,,,,,
12513716,home,CF Estrela Amadora,Rodrigo Pinho,,,rodrigo-pinho,Rodrigo Pinho,F,9,185,213,M,801339,EUR,675561600,F,9,9,False,10.0,5.0,2.0,1.0,0.0,4.0,4.0,6.0,2.0,5.0,,2.0,,,,56.0,19.0,6.5,6.0,0.00113821,4,,1.0,2.0,3.0,,,1.0,,,,1.0,1.0,2.0,,,2.0,1.0,,0.9248,,,,1.0,1.0,0.7293,1.0,,,,,,,
12513716,home,CF Estrela Amadora,Kikas,,,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,98,98,False,11.0,6.0,,,0.0,2.0,3.0,9.0,,1.0,,2.0,,,,90.0,19.0,6.8,9.0,0.00623566,2,,4.0,4.0,10.0,,1.0,5.0,1.0,1.0,1.0,,,,,1.0,1.0,,,0.1719,1.0,,,,1.0,0.1201,,2.0,,,,,,
12513716,home,CF Estrela Amadora,Chico Banza,,,banza-chico,C. Banza,F,32,177,6912,M,929957,EUR,913852800,F,17,17,False,11.0,8.0,2.0,,0.0,3.0,3.0,11.0,,2.0,1.0,,,,,73.0,27.0,6.3,14.0,0.00318847,0,,5.0,2.0,11.0,,3.0,5.0,3.0,2.0,1.0,,,1.0,,3.0,,,,,,,,,,,,3.0,,,,,,
12513716,home,CF Estrela Amadora,Amine Oudrhiri,,,amine-oudrhiri,A. Oudrhiri,M,95,184,104,M,374560,EUR,720835200,M,12,12,True,31.0,29.0,4.0,3.0,0.0,15.0,16.0,15.0,,1.0,,2.0,,,,34.0,35.0,6.8,2.0,0.0222399,0,,14.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12513716,home,CF Estrela Amadora,Jovane Cabral,,,jovane-cabral,J. Cabral,F,11,176,1128,M,845802,EUR,897782400,F,97,97,True,11.0,5.0,1.0,,0.0,1.0,4.0,7.0,,1.0,,1.0,,,,33.0,17.0,6.7,10.0,0.0184082,1,,4.0,,2.0,,3.0,,,,,1.0,1.0,,,1.0,1.0,,,0.0396,,,1.0,,,,,,,,,,,
