match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAGoal,stat_goalAssist,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonTackle,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,player_firstName,player_lastName,stat_bigChanceMissed,stat_totalOffside
10411605,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,25.0,19.0,8.0,2.0,19.0,21.0,4.0,2.0,8.0,1.0,2.0,4.0,3.0,90.0,32.0,6.3,6.0,0.0,0.0,8.061e-05,0,-1.1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411605,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,75.0,61.0,3.0,2.0,35.0,36.0,41.0,1.0,4.0,,,,,90.0,106.0,7.2,18.0,0.1254,0.0,0.0330135,2,,dilorenzo22,True,26.0,2.0,1.0,1.0,7.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411605,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15025,M,896569,EUR,848016000,D,3,3,False,85.0,79.0,7.0,5.0,58.0,60.0,25.0,1.0,4.0,,,,,90.0,91.0,6.1,8.0,0.0,0.0,0.00355359,0,,kiminjae3,,21.0,,3.0,2.0,3.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10411605,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,55.0,51.0,1.0,,36.0,39.0,16.0,3.0,2.0,,,,,60.0,60.0,6.8,4.0,0.0,0.0,0.0055492,0,,,,15.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
10411605,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,51.0,48.0,1.0,1.0,27.0,28.0,23.0,,5.0,,,,,45.0,62.0,7.0,3.0,0.0,0.0,0.00800004,0,,,,21.0,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,
10411605,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,68.0,55.0,6.0,2.0,24.0,26.0,42.0,3.0,7.0,,,,,90.0,91.0,7.2,18.0,0.068,0.0,0.0456629,2,,anguiss_29,,31.0,,,6.0,7.0,1.0,1.0,4.0,,1.0,,2.0,2.0,,,1.0,1.0,5.0,2.0,1.0,1.0,2.0,,,,,,,,
10411605,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,67.0,60.0,4.0,2.0,36.0,37.0,30.0,1.0,7.0,,,,,90.0,75.0,6.9,7.0,0.0,0.0,0.0166183,0,,StanLobotka,,24.0,,1.0,2.0,5.0,,1.0,2.0,,2.0,,,,1.0,,,,,,,,2.0,2.0,,,,,,,
10411605,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,20,20,False,48.0,42.0,1.0,1.0,20.0,22.0,30.0,,1.0,,,,,67.0,57.0,7.5,10.0,0.1278,0.466,0.00673821,1,,zielu_94,,22.0,4.0,,,2.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,
10411605,home,Napoli,Hirving Lozano,hirving-lozano,H. Lozano,F,11,175,6583,M,385320,EUR,807062400,F,11,11,False,23.0,19.0,,,8.0,11.0,14.0,,2.0,,,,,60.0,34.0,7.3,8.0,0.0,0.0,0.087808,0,,hirvinglozano,,12.0,2.0,,3.0,4.0,,,1.0,3.0,2.0,3.0,2.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,
10411605,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,11.0,7.0,,,1.0,1.0,11.0,1.0,1.0,,,,,90.0,33.0,7.5,10.0,0.4813,0.7323,0.00804386,6,,Osimhen9,,6.0,1.0,4.0,11.0,8.0,1.0,,,3.0,2.0,3.0,1.0,1.0,,,,6.0,3.0,2.0,,3.0,,1.0,2.0,1.0,,,,,
