match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,captain,stat_aerialLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated
11369366,home,Villarreal,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190.0,13907,M,filipjorgensen1,962053,EUR,1018915200,G,13,13,False,41.0,33.0,11.0,4.0,30.0,32.0,3.0,9.0,2.0,2.0,11.0,1.0,4.0,4.0,6.0,90.0,61.0,8.0,8.0,0.000605,0,0.7723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369366,home,Villarreal,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186.0,10320,M,aissamandi23,122810,EUR,688089600,D,23,23,False,34.0,33.0,4.0,3.0,24.0,24.0,9.0,10.0,,,1.0,,,,,53.0,44.0,6.6,2.0,0.00789959,0,,,,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369366,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190.0,1235,M,,3041,EUR,494640000,D,3,3,False,68.0,60.0,7.0,2.0,36.0,40.0,24.0,28.0,1.0,2.0,3.0,,,,,90.0,76.0,6.6,9.0,0.00774316,0,,,,4.0,2.0,2.0,1.0,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369366,home,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190.0,660,M,,868715,EUR,942796800,D,5,5,False,77.0,67.0,4.0,2.0,34.0,38.0,33.0,39.0,6.0,10.0,10.0,,,,,90.0,92.0,7.6,11.0,0.0180542,2,,,,3.0,,4.0,,,1.0,,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0974,0.0737,,,,,,,,,,,,,,
11369366,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,10,180.0,1999,M,,39182,EUR,608688000,M,10,10,False,72.0,68.0,7.0,5.0,24.0,26.0,45.0,53.0,,1.0,7.0,1.0,,,,86.0,87.0,7.1,11.0,0.126967,1,,,,1.0,,1.0,1.0,,,,,,2.0,,1.0,1.0,1.0,1.0,0.0458,0.0196,7.0,1.0,1.0,,,,,,,,,,,
11369366,home,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,17,176.0,444,M,,53739,EUR,665452800,M,17,17,False,30.0,28.0,,,10.0,12.0,18.0,22.0,,,,,,,,74.0,44.0,6.4,8.0,0.012788,0,,,,5.0,1.0,,1.0,,2.0,1.0,,,1.0,,,1.0,,,,,4.0,,,,,,,,,,,,,
11369366,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,,187.0,342,M,,16701,EUR,584582400,M,6,6,False,50.0,46.0,4.0,1.0,17.0,18.0,29.0,34.0,2.0,7.0,8.0,,,,,90.0,72.0,7.0,10.0,0.0263673,1,,,,4.0,,2.0,,,,,1.0,,2.0,,,1.0,2.0,2.0,0.1255,,2.0,,,4.0,2.0,1.0,1.0,,,,,,,
11369366,home,Villarreal,Santi Comesaña,santi-comesana,S. Comesaña,M,14,187.0,1066,M,,843678,EUR,844473600,M,4,4,False,34.0,33.0,1.0,1.0,15.0,15.0,18.0,19.0,,5.0,3.0,,,,,74.0,47.0,6.9,6.0,0.257557,1,,,,4.0,,1.0,,,,1.0,4.0,3.0,2.0,,,,3.0,1.0,0.069,,,,1.0,1.0,,1.0,,,,,,,,
11369366,home,Villarreal,Alfonso Pedraza,alfonso-pedraza,A. Pedraza,D,24,184.0,576,M,,797290,EUR,829008000,M,24,24,False,25.0,21.0,2.0,1.0,14.0,15.0,9.0,16.0,,,,,,,,54.0,43.0,6.4,11.0,0.279044,1,,,,4.0,,,,,2.0,,,,1.0,,,,1.0,,0.01,,6.0,2.0,1.0,1.0,,1.0,,,,,,,,
11369366,home,Villarreal,Gerard Moreno,gerard-moreno,G. Moreno,F,7,180.0,4001,M,GerardMoreno9,146866,EUR,702604800,F,7,7,False,43.0,34.0,4.0,3.0,7.0,8.0,29.0,39.0,2.0,6.0,,,,,,90.0,71.0,7.5,24.0,0.257771,2,,,,10.0,,1.0,,,1.0,5.0,,,,1.0,1.0,,3.0,,0.8756,0.9948,4.0,2.0,2.0,8.0,4.0,,,1.0,,,,,,
11369366,home,Villarreal,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195.0,17312,M,asorloth,309078,EUR,818121600,F,11,11,False,17.0,12.0,1.0,,4.0,5.0,8.0,12.0,2.0,4.0,3.0,,,,,90.0,34.0,5.9,16.0,0.0506434,2,,,,9.0,,1.0,,,,3.0,,,3.0,1.0,,,4.0,2.0,0.2578,,,,1.0,3.0,,1.0,,,1.0,,,,,
11369366,home,Villarreal,Adrià Altimira,altimira-adria,A. Altimira,D,2,170.0,365,M,,980732,EUR,985737600,D,26,26,True,29.0,26.0,1.0,1.0,9.0,10.0,17.0,19.0,,,5.0,,,,,37.0,36.0,6.7,4.0,0.0192715,0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369366,home,Villarreal,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171.0,850,M,,229740,EUR,710294400,D,18,18,True,18.0,15.0,1.0,1.0,5.0,5.0,11.0,14.0,2.0,3.0,1.0,,,,,36.0,25.0,6.9,3.0,0.124705,0,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,
11369366,home,Villarreal,Ilias Akhomach,ilias-akhomach,I. Akhomach,M,12,175.0,15826,M,iliasakhomach,1089108,EUR,1082073600,F,27,27,True,7.0,7.0,1.0,1.0,1.0,1.0,6.0,8.0,,2.0,1.0,,,,,16.0,14.0,6.9,3.0,0.0356659,0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,
11369366,home,Villarreal,Ramón Terrats,ramon-terrats,R. Terrats,M,14,179.0,517,M,,1088565,EUR,971827200,M,20,20,True,18.0,18.0,,,4.0,4.0,14.0,17.0,,,,,,,,16.0,26.0,6.8,5.0,0.0418918,1,,Ramón Terrats,,1.0,,,,,,1.0,,,,1.0,,,,,0.0285,,3.0,,1.0,,,,,,,,,,,
11369366,home,Villarreal,Ben Brereton Díaz,ben-brereton-diaz,B. Brereton Díaz,M,25,188.0,6380,M,ben.brereton,867583,EUR,924393600,F,9,9,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,,,,,12.0,6.0,6.4,1.0,0.0119277,1,,,,2.0,1.0,,,,,,,,,,,,,,0.0221,,,,,1.0,,1.0,,,,,,,,
11369366,home,Villarreal,Pepe Reina,pepe-reina,P. Reina,G,,188.0,1240,M,,26937,EUR,399600000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369366,home,Villarreal,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185.0,3401,M,,826195,EUR,940464000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369366,home,Villarreal,Carlos Romero,carlos-romero,C. Romero,D,22,174.0,1103,M,,1396048,EUR,1004313600,D,37,37,True,,,,,,,,,,,,,,,,,,,,,0,,Carlos Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369366,home,Villarreal,Manu Trigueros,manu-trigueros,M. Trigueros,M,14,178.0,191,M,,153966,EUR,687657600,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369366,home,Villarreal,José Luis Morales,jose-luis-morales,J. L. Morales,F,11,180.0,1811,M,,344129,EUR,553996800,F,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369366,away,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184.0,563,M,,369004,EUR,839721600,G,1,1,False,29.0,8.0,26.0,5.0,4.0,7.0,4.0,22.0,,,7.0,,1.0,1.0,2.0,90.0,36.0,6.5,22.0,0.00117817,0,0.0881,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
11369366,away,Deportivo Alavés,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174.0,530,M,,866810,EUR,839116800,D,2,2,False,25.0,23.0,1.0,1.0,10.0,10.0,14.0,18.0,,2.0,3.0,,,,,89.0,42.0,7.2,6.0,0.0962988,1,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,0.0059,0.1927,3.0,1.0,1.0,,,,,,,,,,,
11369366,away,Deportivo Alavés,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188.0,4060,M,abdel.abqar,1101232,EUR,921024000,D,5,5,False,22.0,15.0,7.0,3.0,8.0,9.0,7.0,13.0,,5.0,3.0,,,,,90.0,33.0,6.8,7.0,0.00572805,0,,,,4.0,,3.0,2.0,,2.0,,2.0,1.0,2.0,,,1.0,,3.0,,,,,,,,,,,,,,,,
11369366,away,Deportivo Alavés,Aleksandar Sedlar,aleksandar-sedlar,A. Sedlar,D,4,180.0,222,M,,799195,EUR,692582400,D,4,4,False,26.0,21.0,2.0,1.0,16.0,18.0,5.0,8.0,1.0,5.0,5.0,,,,,90.0,40.0,6.7,7.0,0.00930693,0,,,,2.0,,6.0,1.0,,1.0,1.0,4.0,4.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,
11369366,away,Deportivo Alavés,Rubén Duarte,ruben-duarte,R. Duarte,D,5,180.0,322,M,,253415,EUR,813974400,D,3,3,False,23.0,14.0,7.0,2.0,6.0,8.0,9.0,18.0,1.0,8.0,4.0,,,,,90.0,45.0,7.1,15.0,0.034818,0,,,,2.0,,,,True,,1.0,6.0,4.0,1.0,,,2.0,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,
11369366,away,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176.0,1655,M,,855832,EUR,964310400,M,8,8,False,29.0,23.0,3.0,1.0,11.0,12.0,12.0,17.0,,7.0,8.0,,,,,90.0,43.0,7.3,8.0,0.0212393,1,,,,2.0,1.0,1.0,,,,1.0,5.0,4.0,,,,2.0,1.0,1.0,0.0208,,,,,1.0,1.0,1.0,,,,,,,,
11369366,away,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180.0,265,M,,891931,EUR,868233600,M,6,6,False,34.0,28.0,2.0,1.0,14.0,15.0,14.0,20.0,,3.0,5.0,,,,,89.0,46.0,6.7,8.0,0.0516404,1,,,,6.0,1.0,2.0,,,3.0,,1.0,,2.0,1.0,,,1.0,2.0,0.1055,,1.0,,1.0,,,,,,,,,,,
