match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wonTackle,stat_fouls,stat_aerialLost,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_goals,stat_hitWoodwork,stat_errorLeadToAShot
12117194,home,Grêmio,Caíque,,,caique,Caíque,G,97,198,375,M,839514,EUR,870307200,G,97,97,False,14.0,10.0,8.0,4.0,0.0,9.0,9.0,1.0,5.0,7.0,1.0,1.0,3.0,90.0,24.0,6.9,4.0,0.00014113,0,-0.0477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117194,home,Grêmio,Fábio,,,fabio,Fábio,D,2,172,304,M,40677,EUR,647481600,D,2,2,False,23.0,17.0,2.0,1.0,0.0,7.0,9.0,11.0,17.0,1.0,,,,67.0,36.0,6.5,12.0,0.0559753,0,,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12117194,home,Grêmio,Rodrigo Ely,,,rodrigo-ely,R. Ely,D,5,188,865,M,168745,EUR,752284800,D,5,5,False,46.0,40.0,6.0,3.0,0.0,23.0,25.0,17.0,21.0,1.0,,,,90.0,57.0,7.1,6.0,0.0089345,1,,,,5.0,,6.0,,3.0,,,1.0,True,1.0,1.0,2.0,1.0,0.0487,0.5253,,,,,,,,,,,,,,,
12117194,home,Grêmio,Natã,,,nata,Natã,D,36,180,276,M,1175603,EUR,991699200,D,36,36,False,44.0,43.0,1.0,,0.0,27.0,27.0,16.0,17.0,4.0,,,,90.0,50.0,6.7,1.0,0.00515979,0,,,,,2.0,1.0,,1.0,,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
12117194,home,Grêmio,José Guilherme,José,Guilherme,jose-guilherme,J. Guilherme,D,66,181,396,M,1476894,EUR,1110931200,D,46,46,False,38.0,26.0,7.0,2.0,0.0,10.0,16.0,17.0,25.0,6.0,,,,90.0,60.0,7.0,15.0,0.0905633,1,,3.0,1.0,2.0,5.0,11.0,4.0,,,2.0,1.0,,1.0,,,4.0,0.0274,0.0484,,3.0,2.0,2.0,3.0,,,,,,,,,,
12117194,home,Grêmio,Du Queiroz,,,du-queiroz,D. Queiroz,M,37,172,752,M,1128129,EUR,947203200,M,37,37,False,54.0,48.0,2.0,1.0,0.0,14.0,15.0,34.0,39.0,7.0,,,,90.0,75.0,7.9,8.0,0.0553199,2,,,,,,6.0,2.0,4.0,2.0,,1.0,,,,2.0,4.0,0.1007,,,4.0,,,2.0,1.0,2.0,,,,,,,,
12117194,home,Grêmio,Pepê,,,pepe,Pepê,M,6,183,730,M,946945,EUR,884044800,M,23,23,False,65.0,60.0,10.0,7.0,0.0,25.0,26.0,35.0,39.0,5.0,,,,90.0,79.0,7.3,7.0,0.0251372,0,,,,1.0,2.0,8.0,,,1.0,1.0,,,,,1.0,6.0,,,1.0,3.0,,,,,,1.0,,,,,,,
12117194,home,Grêmio,Nathan Fernandes,,,nathan-fernandes,N. Fernandes,F,16,178,1314,M,1494695,EUR,1108512000,M,32,32,False,8.0,5.0,2.0,1.0,0.0,2.0,3.0,3.0,5.0,2.0,,,,45.0,23.0,6.1,10.0,0.00230458,1,,,,,5.0,4.0,3.0,,3.0,2.0,,,,,,1.0,0.3605,,,,1.0,,1.0,,1.0,2.0,1.0,,,,,,
12117194,home,Grêmio,Miguel Monsalve,Miguel Monsalve,,miguel-monsalve,M. Monsalve,M,11,177,2381,M,1066620,EUR,1077840000,M,11,11,False,34.0,29.0,3.0,2.0,0.0,10.0,10.0,19.0,25.0,4.0,,,,77.0,52.0,7.3,9.0,0.10515,3,,1.0,,,2.0,8.0,5.0,,1.0,2.0,1.0,,,,,2.0,0.2639,,,2.0,,,4.0,1.0,1.0,1.0,1.0,2.0,,,,,
12117194,home,Grêmio,Alexander Aravena,,,alexander-aravena,A. Aravena,M,16,174,2831,M,1000502,EUR,1031270400,M,16,16,False,9.0,7.0,,,0.0,5.0,5.0,2.0,5.0,3.0,,,,45.0,15.0,6.4,6.0,0.00083375,0,,1.0,,1.0,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,
