match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalOffside,stat_challengeLost,stat_unsuccessfulTouch,stat_aerialLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateCross,player_sofascoreId,stat_penaltyMiss,stat_penaltyWon,stat_penaltySave,stat_penaltyFaced,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyConceded
11391451,home,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,30.0,13.0,22.0,5.0,10.0,14.0,3.0,16.0,1.0,1.0,1.0,2.0,9.0,2.0,3.0,4.0,1.0,1.0,1.0,90.0,42.0,8.0,17.0,0.00932514,1.0,0,1.3828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391451,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,37.0,28.0,7.0,2.0,15.0,18.0,13.0,21.0,2.0,11.0,,1.0,3.0,,,,,,,90.0,70.0,7.6,14.0,0.00818546,,1,,,,True,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,0.0153,,,,,,,,,,,,,,,,,
11391451,home,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,False,25.0,19.0,5.0,3.0,16.0,17.0,3.0,8.0,1.0,1.0,,3.0,1.0,,,,,,,90.0,29.0,6.8,6.0,0.00113376,,0,,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
11391451,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,22.0,17.0,4.0,2.0,14.0,15.0,3.0,7.0,1.0,1.0,,3.0,6.0,,,,,,,90.0,32.0,6.8,7.0,0.00161104,,0,,,,,,3.0,1.0,,,,,3.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,
11391451,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,M,7,7,False,29.0,18.0,1.0,,3.0,4.0,15.0,27.0,1.0,3.0,,1.0,3.0,,,,,,,90.0,44.0,7.0,15.0,0.036899,,1,,,,,2.0,1.0,,,,,,2.0,1.0,,2.0,,0.0494,,,1.0,1.0,1.0,0.3674,,,,,,,,,,,
11391451,home,Le Havre,Daler Kuzyaev,daler-kuzyaev,D. Kuzyaev,M,14,182,744,M,541426,EUR,727056000,M,14,14,False,35.0,27.0,1.0,1.0,9.0,13.0,18.0,22.0,1.0,5.0,,3.0,6.0,,,,,,,89.0,52.0,7.4,10.0,0.0539484,2.0,0,,,,,,5.0,,1.0,1.0,,1.0,4.0,2.0,2.0,1.0,1.0,,,3.0,2.0,1.0,,,,,,,,,,,,,
11391451,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,40.0,29.0,4.0,3.0,12.0,15.0,17.0,25.0,2.0,8.0,,1.0,5.0,,,,,,,81.0,53.0,7.2,12.0,0.0185343,,1,,,,,,4.0,,,,,,1.0,5.0,3.0,1.0,3.0,0.0316,,,1.0,1.0,1.0,0.2414,,,,,,,,,,,
11391451,home,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178,9086,M,1035986,EUR,1001289600,M,23,23,False,29.0,22.0,5.0,4.0,8.0,12.0,14.0,18.0,,6.0,,2.0,8.0,,,,,,,90.0,64.0,6.9,20.0,0.0101831,1.0,0,,,,,1.0,6.0,3.0,2.0,,,,,3.0,2.0,3.0,1.0,,,,3.0,,,,,,,,,,,,,,
11391451,home,Le Havre,Nabil Alioui,alioui-nabil,N. Alioui,F,10,175,375,M,873049,EUR,919296000,F,10,10,False,17.0,13.0,,,3.0,3.0,10.0,15.0,,6.0,,,4.0,,,,,,,72.0,38.0,6.4,14.0,0.0156393,,3,,,,,1.0,8.0,5.0,5.0,3.0,,,,,,3.0,1.0,0.5172,,,2.0,,1.0,0.4099,1.0,2.0,,,,,,,,,
11391451,home,Le Havre,Antoine Joujou,joujou-antoine,A. Joujou,F,77,189,199,M,1463265,EUR,1047427200,F,21,21,False,12.0,8.0,,,3.0,5.0,6.0,10.0,,3.0,,,5.0,,,,,,,72.0,28.0,6.8,11.0,0.0562232,1.0,2,,Antoine Joujou,,,3.0,7.0,2.0,3.0,2.0,,,,1.0,,,1.0,0.0392,,,2.0,3.0,1.0,0.0221,,1.0,1.0,,,,,,,,
11391451,home,Le Havre,Mohamed Bayo,mohamed-bayo,M. Bayo,F,9,188,4444,M,909318,EUR,896918400,F,9,9,False,16.0,11.0,,,4.0,5.0,7.0,11.0,1.0,4.0,,2.0,2.0,,,,,,,89.0,29.0,6.5,9.0,0.00748578,,0,,,,,,9.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,2.0,6.0,,,,,,mohamedbayo27,,,,,,,
11391451,home,Le Havre,Samuel Grandsir,samuel-grandsir,S. Grandsir,M,,168,123,M,839112,EUR,839980800,F,29,29,True,8.0,5.0,,,2.0,3.0,4.0,8.0,,,,,1.0,,,,,,,18.0,15.0,5.8,7.0,0.0164633,1.0,1,,,,,3.0,3.0,,1.0,,,,,,,,,0.7884,,2.0,1.0,,1.0,0.9716,1.0,,1.0,,1.0,,,,,,
11391451,home,Le Havre,Emmanuel Sabbi,emmanuel-sabbi,E. Sabbi,F,11,175,311,M,880765,EUR,882921600,F,11,11,True,6.0,5.0,,,3.0,4.0,2.0,2.0,,2.0,,,1.0,,,,,,,18.0,8.0,7.0,1.0,0.00068066,,0,,,,,,2.0,,,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,
11391451,home,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179,1884,M,992026,EUR,1008028800,M,19,19,True,9.0,7.0,,,1.0,2.0,6.0,7.0,,1.0,,,1.0,,,,,,,9.0,10.0,6.7,2.0,0.00921278,,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391451,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,2.0,,,,,,,10.0,4.0,6.4,1.0,0.0009358,,0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
