match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_wasFouled,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,stat_accurateCross,stat_wonContest,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_goals,stat_bigChanceCreated
13981509,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,True,27.0,7.0,23.0,3.0,0.0,4.0,4.0,3.0,23.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,90.0,33.0,6.3,20.0,0.00091007,0.1444,0,0.085,0.05,0.0,-0.09,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981509,home,Lecce,Danilo Veiga,,,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,17,17,False,,26.0,17.0,3.0,1.0,0.0,7.0,10.0,10.0,16.0,,3.0,3.0,,,,,,,90.0,47.0,6.2,15.0,0.0036751,,0,,-0.13,0.01,-0.08,,1.0,1.0,6.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
13981509,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,,46.0,40.0,3.0,,0.0,21.0,24.0,19.0,22.0,1.0,2.0,3.0,,,,,,,90.0,55.0,6.8,6.0,0.00716617,,1,,0.16,0.02,0.23,,,1.0,1.0,,,,,1.0,1.0,,1.0,2.0,1.0,0.0425,-0.04,,,,,,,,,,,,,,,,
13981509,home,Lecce,Tiago Gabriel,Tiago Gabriel,,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,44,44,False,,46.0,44.0,2.0,2.0,0.0,28.0,29.0,16.0,17.0,5.0,9.0,7.0,3.0,,,,,,90.0,65.0,7.5,2.0,0.00459193,,1,,0.08,0.05,0.28,,,,,,,,2.0,3.0,3.0,,,1.0,,0.1543,-0.45,1.0,2.0,,,,,,,,,,,,,,
13981509,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,,34.0,28.0,6.0,2.0,0.0,10.0,13.0,18.0,21.0,,6.0,6.0,7.0,,,,,,90.0,63.0,7.0,13.0,0.0343907,,0,,0.18,0.06,-0.09,,1.0,,4.0,3.0,1.0,,2.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
13981509,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,,23.0,22.0,,,0.0,13.0,13.0,9.0,10.0,,1.0,,5.0,,,,,,77.0,28.0,6.3,2.0,0.00528947,,1,,0.07,0.03,-0.16,,,,4.0,2.0,1.0,,1.0,1.0,,,,,,0.0224,-0.17,,,1.0,1.0,0.2348,,,,,,,,,,,
13981509,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,,56.0,50.0,9.0,6.0,0.0,24.0,25.0,26.0,31.0,1.0,4.0,,2.0,,,,,,90.0,73.0,7.1,9.0,0.016706,,0,,0.24,0.0,-0.03,,,,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
13981509,home,Lecce,Medon Berisha,Medon,Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,10,10,False,,22.0,16.0,4.0,2.0,0.0,5.0,6.0,11.0,16.0,,4.0,1.0,1.0,,,,,,77.0,38.0,7.1,7.0,0.227664,,3,,0.36,0.1,0.0,,3.0,1.0,1.0,,,1.0,,2.0,,1.0,1.0,,,0.1558,-0.32,2.0,1.0,,,,3.0,1.0,3.0,,,,,,,,
13981509,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,F,50,50,False,,11.0,8.0,,,0.0,2.0,4.0,6.0,7.0,,,,3.0,,,,,,45.0,21.0,6.0,9.0,0.0199152,,0,,-0.07,0.06,0.13,,,2.0,8.0,,4.0,,,,,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,,
13981509,home,Lecce,Francesco Camarda,,,camarda-francesco,F. Camarda,F,22,189,9850,M,1520771,EUR,1205107200,F,22,22,False,,8.0,5.0,,,0.0,,1.0,5.0,7.0,1.0,2.0,,2.0,,,,,,70.0,15.0,5.7,7.0,0.00385858,,1,,-0.02,0.0,0.15,,1.0,3.0,6.0,1.0,2.0,,,1.0,,1.0,,1.0,,0.7884,-0.89,,,1.0,2.0,0.7168,,,,camardafrancesco9,1.0,1.0,,,,,
