match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_challengeLost,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,captain,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_hitWoodwork,stat_clearanceOffLine
11453181,home,Al-Nassr,Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,7,187.0,2307715,M,750,EUR,476409600,F,7,7,False,45.0,37.0,9.0,10.0,5.0,90.0,64.0,7.8,8,4.0,3.0,,28.0,38.0,3.0,,,3.0,3.0,2.0,,,3.0,2.0,,1.0,1.0,15.0,,2.0,,,,,1.0,,,CR7,,2.0,1.0,3.0,1.0,2.0,True,,,,,
11453181,home,Al-Nassr,Waleed Abdullah,waleed-abdullah,W. Abdullah,G,33,196.0,188,M,118139,EUR,514252800,G,33,33,True,8.0,6.0,5.0,5.0,4.0,64.0,18.0,7.5,0,4.0,2.0,,1.0,3.0,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,1.0,4.0,5.0,,
11453181,home,Al-Nassr,Abdulelah Al-Amri,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,881831,EUR,853286400,D,5,5,True,5.0,4.0,3.0,3.0,,9.0,6.0,6.8,0,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11453181,home,Al-Nassr,Sami Al-Najei,sami-al-najei,S. Al-Najei,M,14,181.0,886,M,832312,EUR,855273600,M,14,14,True,3.0,3.0,1.0,1.0,,1.0,4.0,,0,,,,2.0,2.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
11453181,home,Al-Nassr,Mohammed Al-Fatil,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,328829,EUR,694483200,D,4,4,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,home,Al-Nassr,Nawaf Boushal,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,986400,EUR,937440000,D,12,12,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,home,Al-Nassr,Ayman Yahya,ayman-ahmed,A. Yahya,M,23,168.0,1412,M,1130539,EUR,989798400,M,23,23,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,home,Al-Nassr,Abdulmajeed Al-Sulaiheem,abdulmajeed-al-sulaiheem,A. Al-Sulaiheem,M,8,165.0,600,M,538320,EUR,768960000,M,8,8,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,home,Al-Nassr,Ali Al-Hassan,ali-al-hassan,A. Al-Hassan,M,19,183.0,1000,M,925947,EUR,857433600,M,19,19,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,home,Al-Nassr,Abdulaziz Al-Aliwa,abdulaziz-al-aliwa,A. Al-Aliwa,M,46,182.0,344,M,1067777,EUR,1076457600,M,46,46,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,away,Al-Fateh,Jacob Rinne,jacob-rinne,J. Rinne,G,35,188.0,92,M,289025,EUR,740534400,G,1,1,False,27.0,16.0,11.0,13.0,9.0,90.0,37.0,7.6,0,18.0,7.0,,5.0,14.0,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,,
11453181,away,Al-Fateh,Ali Alzubaidi,ali-alzubaidi,A. Alzubaidi,D,2,177.0,7,M,160903,EUR,726105600,D,2,2,False,27.0,22.0,14.0,16.0,6.0,90.0,57.0,6.8,0,8.0,4.0,,8.0,12.0,1.0,,1.0,4.0,7.0,2.0,1.0,,,3.0,1.0,1.0,,11.0,1.0,,1.0,,6.0,2.0,,,,,1.0,,,,,,,,,,,
11453181,away,Al-Fateh,Jason Denayer,jason-denayer,J. Denayer,D,,184.0,657,M,352664,EUR,804297600,D,64,64,False,21.0,19.0,18.0,20.0,3.0,90.0,38.0,7.0,0,1.0,,,1.0,1.0,,,1.0,2.0,3.0,,,,,9.0,2.0,,1.0,3.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11453181,away,Al-Fateh,Marwane Saadane,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400,D,17,17,False,39.0,30.0,20.0,21.0,5.0,90.0,57.0,7.3,2,9.0,4.0,,10.0,18.0,,,3.0,5.0,6.0,,,,1.0,8.0,4.0,,,9.0,,4.0,,1.0,2.0,,2.0,,,,,,,1.0,,,True,,,,,
11453181,away,Al-Fateh,Salem Alnajdi,alnajdi-salem,S. Alnajdi,D,83,178.0,1037,M,1475427,EUR,1043625600,D,83,83,False,17.0,12.0,11.0,13.0,4.0,90.0,47.0,7.0,1,,,,1.0,5.0,1.0,,1.0,8.0,2.0,,,,,5.0,2.0,2.0,1.0,13.0,,1.0,2.0,,,,2.0,,,,3.0,1.0,,,1.0,,,,,,,
11453181,away,Al-Fateh,Sofiane Bendebka,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400,M,28,28,False,23.0,16.0,12.0,14.0,2.0,89.0,37.0,6.2,0,1.0,,,5.0,10.0,1.0,1.0,,5.0,2.0,2.0,1.0,,,1.0,1.0,3.0,1.0,13.0,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,
11453181,away,Al-Fateh,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,7,7,False,46.0,40.0,23.0,25.0,7.0,90.0,56.0,6.9,0,6.0,2.0,,17.0,21.0,,,,1.0,4.0,,,,,1.0,1.0,,1.0,6.0,1.0,,,1.0,3.0,1.0,,,,,1.0,,,,,,,,,,,
11453181,away,Al-Fateh,Mourad Batna,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800,M,11,11,False,21.0,20.0,6.0,6.0,4.0,90.0,39.0,6.5,1,,,,14.0,21.0,6.0,,1.0,8.0,5.0,2.0,1.0,,,2.0,,3.0,2.0,13.0,1.0,2.0,2.0,,,,4.0,,,,1.0,,,1.0,,2.0,,,,,,
11453181,away,Al-Fateh,Lucas Zelarayán,lucas-zelarayan,L. Zelarayán,M,10,172.0,1289,M,249061,EUR,708998400,M,10,10,False,33.0,27.0,8.0,11.0,1.0,90.0,53.0,7.0,2,4.0,3.0,,22.0,30.0,8.0,3.0,,4.0,1.0,1.0,,,,,,3.0,1.0,18.0,4.0,,2.0,1.0,,,1.0,Lucas,Zelarayán,,,2.0,1.0,,,,,,,,,
11453181,away,Al-Fateh,Cristian Tello,cristian-tello,C. Tello,M,,178.0,644,M,114157,EUR,681868800,M,37,37,False,23.0,20.0,11.0,12.0,8.0,79.0,36.0,7.2,4,1.0,,,9.0,12.0,1.0,,,2.0,3.0,1.0,1.0,,1.0,,2.0,2.0,1.0,6.0,1.0,1.0,,,1.0,1.0,,,,,2.0,2.0,,1.0,,,,,,,,
11453181,away,Al-Fateh,Djaniny,djaniny,Djaniny,F,,190.0,371,M,975869,EUR,669513600,F,21,21,False,11.0,5.0,2.0,2.0,1.0,68.0,24.0,6.7,2,,,,3.0,9.0,,,,3.0,5.0,2.0,1.0,,1.0,,,3.0,1.0,11.0,,3.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,
11453181,away,Al-Fateh,Abbas Sadiq Alhassan,abbas-sadiq-alhassan,A. S. Alhassan,M,6,174.0,52,M,1096520,EUR,1079222400,M,66,66,True,4.0,2.0,1.0,2.0,4.0,22.0,11.0,6.3,0,,,,1.0,2.0,,,,2.0,3.0,,,,,,,3.0,1.0,6.0,,,1.0,,2.0,,1.0,Abbas Sadiq Alhassan,,,,,,,,1.0,,,,,,
11453181,away,Al-Fateh,Saad Al-Shurafa,saad-al-shurafa,S. Al-Shurafa,F,49,,21,M,1494819,EUR,1098489600,F,49,49,True,1.0,1.0,1.0,1.0,,11.0,3.0,6.4,0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,1.0,,3.0,Saad Al-Shurafa,,,,,,,,,,,,,,
11453181,away,Al-Fateh,Qasim Lajami,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,True,,,,,,11.0,3.0,7.4,0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0
11453181,away,Al-Fateh,Waled Al Enazi,waled-al-enazi,W. A. Enazi,G,87,191.0,13,M,818123,EUR,836611200,G,55,55,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,away,Al-Fateh,Fahd Mohammed Al-Harbi,fahd-mohammed-al-harbi,F. M. Al-Harbi,D,12,182.0,14,M,974013,EUR,856828800,D,5,5,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,away,Al-Fateh,Mohammed Al Saeed,mohammed-al-saeed,M. A. Saeed,D,81,172.0,23,M,870365,EUR,847929600,M,18,18,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,away,Al-Fateh,Amaar Al Dohaim,amaar-al-dohaim,A. A. Dohaim,D,24,175.0,13,M,803055,EUR,746755200,D,24,24,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,away,Al-Fateh,Nouh Al-Mousa,nouh-al-mousa,N. Al-Mousa,M,,175.0,17,M,818614,EUR,667267200,M,8,8,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453181,away,Al-Fateh,Ali Al Masoud,ali-al-masoud,A. A. Masoud,F,29,,6,M,1170500,EUR,1073088000,F,29,29,True,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Al Masoud,,,,,,,,,,,,,,
