match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_aerialLost,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_challengeLost,stat_goals,stat_totalOffside,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_outfielderBlock,stat_penaltyConceded
11408450,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,12,12,False,10.0,9.0,2.0,1.0,8.0,8.0,1.0,2.0,1.0,2.0,90.0,13.0,6.3,1.0,0.00025419,0,-0.7145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408450,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,74.0,71.0,2.0,2.0,30.0,32.0,41.0,42.0,1.0,6.0,73.0,86.0,7.3,5.0,0.0434159,3,,Ousmane,Diomande,ousdiomande,3.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.4808,,,,,,,,,,,,,,,,,,
11408450,home,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,77.0,70.0,4.0,2.0,34.0,35.0,36.0,42.0,4.0,4.0,90.0,92.0,7.2,9.0,0.0303666,1,,Sebastián,Coates,,2.0,1.0,5.0,,2.0,1.0,,,,2.0,2.0,1.0,1.0,,,0.076,True,1.0,0.1177,,,,,,,,,,,,,,,
11408450,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,False,75.0,71.0,2.0,,13.0,14.0,58.0,62.0,,2.0,55.0,85.0,6.6,9.0,0.0559922,0,,,,,1.0,7.0,5.0,2.0,2.0,,,,,,1.0,1.0,,3.0,,,,,,1.0,3.0,,,,,,,,,,,,,
11408450,home,Sporting CP,Geny Catamo,geny-catamo,G. Catamo,M,10,172,10919,M,1001140,EUR,980467200,M,21,21,False,33.0,30.0,3.0,3.0,12.0,12.0,19.0,27.0,,6.0,90.0,64.0,7.0,17.0,0.17686,2,,,,,,6.0,1.0,1.0,4.0,,,2.0,,1.0,,,2.0,1.0,1.0,0.0816,,,,6.0,,1.0,1.0,1.0,1.0,,,,,,,,,
11408450,home,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,49.0,43.0,3.0,2.0,13.0,15.0,30.0,35.0,1.0,8.0,84.0,61.0,7.1,11.0,0.142146,0,,Hidemasa,Morita,,1.0,6.0,3.0,2.0,,,,,,2.0,2.0,2.0,2.0,,1.0,,,,,1.0,3.0,,,,1.0,,,,,,,,,
11408450,home,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,26.0,23.0,2.0,1.0,7.0,8.0,16.0,18.0,1.0,5.0,45.0,35.0,7.0,4.0,0.0652952,1,,Morten,Hjulmand,,1.0,2.0,5.0,,,,,,1.0,1.0,1.0,,,3.0,1.0,0.0202,,,,,,,,,2.0,1.0,,,,,,,,
11408450,home,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,False,60.0,57.0,7.0,6.0,9.0,9.0,57.0,68.0,1.0,6.0,90.0,98.0,10.0,16.0,0.574705,1,,Nuno,Santos,,,2.0,2.0,,1.0,,,,,1.0,2.0,2.0,1.0,,1.0,0.3708,,1.0,0.7602,17.0,,2.0,9.0,1.0,10.0,,1.0,,,,,,,
11408450,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,26.0,23.0,,,4.0,4.0,19.0,22.0,1.0,,84.0,46.0,6.6,14.0,0.0457907,2,,Francisco,Trincão,trincao,,7.0,3.0,1.0,9.0,3.0,,,1.0,1.0,,,3.0,,,0.0595,,1.0,0.2175,,,,,,,,,,,,,,,
11408450,home,Sporting CP,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,804508,EUR,896918400,F,9,9,False,22.0,19.0,,,5.0,5.0,15.0,21.0,,1.0,90.0,44.0,10.0,9.0,0.604251,9,,,,VGyökeres,1.0,1.0,4.0,,3.0,2.0,1.0,3.0,1.0,,,,2.0,1.0,1.0,2.1718,,5.0,2.2033,4.0,,1.0,1.0,1.0,2.0,,3.0,,,,,,,
11408450,home,Sporting CP,Paulinho,paulinho,Paulinho,F,26,187,4934,M,205790,EUR,721267200,F,20,20,False,34.0,26.0,,,3.0,3.0,24.0,35.0,,4.0,90.0,53.0,10.0,14.0,1.03268,4,,,,,2.0,2.0,8.0,1.0,2.0,2.0,,1.0,,,2.0,2.0,2.0,2.0,,0.5583,,3.0,1.3019,4.0,1.0,1.0,1.0,1.0,4.0,,2.0,2.0,,,,,,
11408450,home,Sporting CP,Daniel Bragança,daniel-braganca,D. Bragança,M,23,178,1406,M,861979,EUR,927763200,M,23,23,True,23.0,20.0,,,7.0,7.0,13.0,16.0,,3.0,45.0,32.0,7.4,4.0,0.044827,0,,Daniel,Bragança,,1.0,,7.0,,3.0,3.0,,,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,
11408450,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,True,36.0,35.0,2.0,1.0,14.0,14.0,21.0,22.0,,,35.0,39.0,7.3,1.0,0.00689116,0,,Gonçalo,Inácio,goncaloinacio_25,2.0,1.0,5.0,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,
11408450,home,Sporting CP,Eduardo Quaresma,eduardo-quaresma,E. Quaresma,D,72,185,2167,M,989841,EUR,1015027200,D,72,72,True,13.0,13.0,1.0,1.0,11.0,11.0,2.0,2.0,,2.0,17.0,14.0,6.6,,0.00031336,0,,Eduardo,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408450,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,D,47,47,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,12.0,5.0,6.5,,0.00073212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408450,home,Sporting CP,Koba Koindredi,koba-koindredi,K. Koindredi,M,8,184,471,M,930233,EUR,1004140800,M,80,80,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,1.0,12.0,6.0,6.8,,0.00019077,0,,,,,,1.0,3.0,,,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11408450,home,Sporting CP,Diogo Pinto,diogo-pinto,D. Pinto,G,1,194,515,M,1142575,EUR,1087516800,G,51,51,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408450,home,Sporting CP,Jeremiah St. Juste,jeremiah-st-juste,J. St. Juste,D,8,185,1155,M,787640,EUR,845683200,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408450,home,Sporting CP,Iván Fresneda,ivan-fresneda,I. Fresneda,D,22,183,1941,M,1167818,EUR,1096243200,D,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408450,home,Sporting CP,Luís Neto,luis-neto,L. Neto,D,,185,201,M,59731,EUR,580608000,D,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408450,away,Boavista,João Gonçalves,joao-goncalves,J. Gonçalves,G,,188,61,M,987596,EUR,974246400,G,99,99,False,32.0,10.0,30.0,8.0,2.0,4.0,8.0,28.0,1.0,9.0,90.0,41.0,6.4,22.0,0.00122468,0,-1.3994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,5.0,,
11408450,away,Boavista,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,79,179,415,M,1131249,EUR,980035200,D,79,79,False,24.0,18.0,3.0,1.0,13.0,16.0,5.0,8.0,1.0,3.0,90.0,39.0,5.4,9.0,0.00264682,0,,,,,,6.0,4.0,1.0,1.0,,,,,,3.0,2.0,,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,
11408450,away,Boavista,Chidozie Awaziem,chidozie-awaziem,C. Awaziem,D,6,189,1826,M,804764,EUR,852076800,D,5,5,False,20.0,17.0,5.0,3.0,13.0,15.0,4.0,5.0,4.0,2.0,90.0,31.0,5.8,5.0,0.00201441,1,,,,,,3.0,,1.0,,,,1.0,,,,,1.0,,,0.0726,,,,,,,,,,2.0,,,,,,,1.0,
11408450,away,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,41.0,8.0,6.7,3.0,0.00073267,0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,
11408450,away,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,False,14.0,8.0,4.0,1.0,6.0,8.0,2.0,6.0,4.0,3.0,80.0,24.0,6.1,6.0,0.00162873,0,,Filipe,Ferreira,,,2.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,
11408450,away,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,D,70,70,False,19.0,13.0,2.0,2.0,9.0,13.0,4.0,9.0,5.0,2.0,90.0,40.0,6.2,12.0,0.00154617,0,,,,,,,5.0,,,,,,,,4.0,2.0,2.0,1.0,,,,,,3.0,,,,,,,,,,,,,1.0,
