match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_wonContest,stat_interceptionWon,stat_wasFouled,player_sofascoreId,stat_accurateCross,stat_outfielderBlock,stat_dispossessed,stat_fouls,stat_shotOffTarget,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_hitWoodwork,stat_goodHighClaim,stat_lastManTackle,stat_errorLeadToAGoal
11407450,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,22.0,15.0,11.0,4.0,13.0,17.0,2.0,5.0,2.0,8.0,4.0,5.0,1.0,1.0,1.0,90.0,38.0,7.6,7.0,0.00065423,0,0.2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407450,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,29.0,24.0,2.0,,7.0,7.0,17.0,25.0,2.0,2.0,,,,,,90.0,52.0,6.7,11.0,0.236729,0,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11407450,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,43.0,37.0,7.0,3.0,18.0,20.0,19.0,23.0,3.0,4.0,,,,,,90.0,55.0,6.8,6.0,0.00972972,0,,,3.0,2.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11407450,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,34.0,29.0,5.0,1.0,21.0,22.0,8.0,12.0,3.0,2.0,,,,,,90.0,40.0,6.3,5.0,0.00198203,0,,,1.0,2.0,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
11407450,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,D,13,13,False,40.0,37.0,2.0,2.0,16.0,18.0,22.0,23.0,3.0,6.0,,,,,,90.0,70.0,7.9,7.0,0.102443,0,,1.0,2.0,1.0,13.0,,,,7.0,3.0,2.0,5.0,1.0,,,4.0,Odogwu,1.0,1.0,,,,,,,,,,,,,,,
11407450,home,Lecce,Mohamed Kaba,,,mohamed-kaba,M. Kaba,M,21,185,693,M,1127590,EUR,1004140800,M,77,77,False,19.0,15.0,3.0,2.0,5.0,5.0,10.0,14.0,1.0,3.0,,,,,,63.0,31.0,6.7,8.0,0.0777636,0,,,,4.0,3.0,1.0,1.0,,1.0,1.0,2.0,,,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,
11407450,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,32.0,21.0,6.0,2.0,11.0,14.0,10.0,18.0,,5.0,,,,,,90.0,40.0,6.5,12.0,0.0338593,1,,,,4.0,4.0,2.0,1.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,2.0,1.0,0.0153,,,,,,,,,,,
11407450,home,Lecce,Hamza Rafia,,,hamza-rafia,H. Rafia,M,24,178,2318,M,857772,EUR,923011200,M,8,8,False,29.0,25.0,2.0,,9.0,9.0,16.0,20.0,1.0,5.0,,,,,,57.0,39.0,6.6,6.0,0.00887565,1,,,,4.0,4.0,2.0,,,3.0,3.0,2.0,,,,,1.0,,,,,2.0,1.0,0.0154,,,,,,,,,,,
11407450,home,Lecce,Gabriel Strefezza,,,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,F,27,27,False,27.0,17.0,2.0,2.0,4.0,6.0,14.0,23.0,,2.0,,,,,,63.0,49.0,6.9,19.0,0.087263,2,,2.0,,6.0,5.0,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,1.0,,2.0,,1.0,,2.0,2.0,,0.0581,True,1.0,1.0,0.0308,,,,,,,
11407450,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,9.0,5.0,,,3.0,4.0,2.0,5.0,,2.0,,,,,,63.0,19.0,6.5,10.0,0.00348834,1,,,1.0,6.0,3.0,,2.0,,1.0,,3.0,1.0,2.0,,,1.0,,,,1.0,1.0,1.0,0.0668,,,,,,,,,,,
