match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_dispossessed,stat_shotOffTarget,stat_fouls,player_sofascoreId,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_totalOffside
10388500,home,Borussia M'gladbach,Jonas Omlin,jonas-omlin,J. Omlin,G,18,189,396,M,571622,EUR,758160000,G,1,1,False,45.0,35.0,13.0,5.0,34.0,38.0,1.0,7.0,1.0,9.0,1.0,2.0,5.0,1.0,1.0,90.0,58.0,8.1,10.0,0.0,0.0,0.00042036,1.0,0,0.8301,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388500,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,32.0,23.0,5.0,2.0,18.0,20.0,6.0,16.0,1.0,4.0,,,,,,90.0,49.0,7.0,13.0,0.0,0.0,0.015876,1.0,0,,4.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,
10388500,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,61.0,56.0,4.0,2.0,39.0,41.0,17.0,20.0,2.0,7.0,,,,,,90.0,71.0,7.5,6.0,0.1776,0.355,0.02517,,3,,,,3.0,3.0,4.0,5.0,,,1.0,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,
10388500,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,57.0,51.0,6.0,2.0,37.0,40.0,14.0,17.0,9.0,5.0,,,,,,90.0,72.0,6.9,7.0,0.0529,0.0,0.0160992,,1,,,,8.0,4.0,10.0,4.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
10388500,home,Borussia M'gladbach,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,577726,EUR,797990400,D,25,25,False,45.0,34.0,6.0,3.0,18.0,20.0,16.0,26.0,1.0,8.0,,,,,,90.0,83.0,7.3,17.0,0.028,0.0,0.0139024,1.0,1,,1.0,,1.0,4.0,5.0,10.0,2.0,1.0,1.0,,,,,,2.0,,,1.0,rbens,6.0,3.0,1.0,2.0,,,,
10388500,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,26.0,23.0,2.0,,16.0,17.0,7.0,9.0,,3.0,,,,,,60.0,31.0,6.6,3.0,0.0333,0.0,0.00752052,,1,,,,,,2.0,1.0,1.0,,,,,,,,1.0,,1.0,2.0,,,,,,,,,
10388500,home,Borussia M'gladbach,Manu Koné,manu-kone,M. Koné,M,17,186,6974,M,974087,EUR,990057600,M,17,17,False,37.0,29.0,2.0,,11.0,13.0,18.0,25.0,1.0,1.0,,,,,,89.0,63.0,6.7,19.0,0.0543,0.1312,0.0951181,2.0,2,,1.0,,3.0,1.0,9.0,6.0,,6.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,,5.0,3.0,1.0,1.0,,,,
10388500,home,Borussia M'gladbach,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,M,23,23,False,48.0,42.0,,,18.0,19.0,27.0,41.0,1.0,4.0,,,,,,90.0,74.0,7.6,20.0,0.0692,0.0,0.351405,4.0,1,,12.0,3.0,2.0,1.0,3.0,5.0,,5.0,2.0,,,,,,2.0,,,2.0,,,,1.0,1.0,1.0,,,
10388500,home,Borussia M'gladbach,Christoph Kramer,christoph-kramer,C. Kramer,M,,191,168,M,110967,EUR,666921600,M,6,6,False,45.0,33.0,4.0,2.0,15.0,20.0,18.0,25.0,2.0,4.0,,,,,,90.0,70.0,6.3,23.0,0.0627,0.0,0.062465,2.0,1,,,,3.0,1.0,13.0,6.0,1.0,3.0,1.0,,,,,,,3.0,,2.0,,9.0,4.0,1.0,,,,,
10388500,home,Borussia M'gladbach,Lars Stindl,lars-stindl,L. Stindl,M,,180,394,M,23996,EUR,588556800,M,13,13,False,42.0,37.0,2.0,1.0,18.0,18.0,19.0,24.0,,7.0,,,,,,90.0,60.0,6.5,9.0,0.4019,0.0,0.0388092,1.0,5,,,,1.0,,6.0,3.0,,1.0,2.0,,,2.0,,1.0,1.0,3.0,3.0,,,,,2.0,1.0,,True,1.0,
10388500,home,Borussia M'gladbach,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25626,M,791702,EUR,870825600,F,10,10,False,14.0,12.0,,,4.0,5.0,9.0,10.0,,3.0,,,,,,89.0,34.0,6.8,10.0,0.2225,0.0,0.0342116,1.0,3,,1.0,1.0,3.0,2.0,9.0,7.0,,2.0,2.0,,,,,,3.0,5.0,2.0,,m_thuram,1.0,,1.0,2.0,,,,1.0
10388500,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,F,14,14,True,9.0,8.0,,,6.0,6.0,2.0,3.0,1.0,2.0,,,,,,30.0,13.0,6.5,3.0,0.0,0.0,0.0155496,1.0,0,,,,2.0,,3.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,
10388500,home,Borussia M'gladbach,Hannes Wolf,hannes-wolf,H. Wolf,M,17,179,588,M,832411,EUR,924220800,M,11,11,True,1.0,,,,,,,1.0,,,,,,,,1.0,3.0,,2.0,0.0,0.0,0.0,,0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,
10388500,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,32,32,True,2.0,1.0,,,,,1.0,2.0,,1.0,,,,,,1.0,3.0,,1.0,0.0,0.0,0.00019261,,0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,
10388500,home,Borussia M'gladbach,Jan Olschowsky,jan-olschowsky,J. Olschowsky,G,23,182,143,M,972510,EUR,1006041600,G,41,41,True,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388500,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
