match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_challengeLost,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalOffside,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_punches
11453087,home,Al-Nassr,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600,G,36,36,False,24.0,24.0,2.0,2.0,24.0,24.0,1.0,9.0,1.0,5.0,1.0,1.0,90.0,34.0,7.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453087,home,Al-Nassr,Sultan Al-Ghannam,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,830126,EUR,768182400,D,2,2,False,53.0,44.0,5.0,2.0,27.0,30.0,1.0,9.0,,,,,90.0,76.0,7.6,1,1.0,17.0,27.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.0,1.0,,,,,,,,,,,,,,,,,,,
11453087,home,Al-Nassr,Abdulelah Al-Amri,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,881831,EUR,853286400,D,5,5,False,79.0,71.0,7.0,3.0,56.0,62.0,4.0,9.0,,,,,90.0,92.0,7.0,0,,16.0,18.0,1.0,5.0,6.0,1.0,,,,,2.0,2.0,,11.0,,1.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,
11453087,home,Al-Nassr,Mohammed Al-Fatil,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,328829,EUR,694483200,D,4,4,False,69.0,65.0,6.0,2.0,50.0,51.0,1.0,4.0,,,,,90.0,73.0,7.0,0,,15.0,18.0,,,,,,,,1.0,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,
11453087,home,Al-Nassr,Alex Telles,alex-telles,A. Telles,D,13,181.0,7625,M,312110,EUR,724377600,D,15,15,False,70.0,66.0,2.0,,40.0,41.0,,8.0,,,,,89.0,97.0,7.8,1,,26.0,39.0,10.0,4.0,8.0,3.0,3.0,,,2.0,,,2.0,18.0,1.0,,,4.0,,2.0,2.0,alextelles13,2.0,1.0,,,,,,,,,,
11453087,home,Al-Nassr,Otávio,otavio,Otávio,M,25,171.0,6951,M,244801,EUR,792288000,M,25,25,False,93.0,83.0,10.0,8.0,42.0,42.0,1.0,7.0,,,,,88.0,107.0,7.5,0,,41.0,52.0,1.0,7.0,5.0,2.0,1.0,,,4.0,1.0,1.0,2.0,15.0,2.0,,1.0,1.0,,3.0,2.0,otavio,3.0,,,,,,,,,,,
11453087,home,Al-Nassr,Seko Fofana,seko-fofana,S. Fofana,M,42,184.0,12170,M,191188,EUR,799804800,M,6,6,False,60.0,58.0,,,29.0,31.0,,3.0,,,,,55.0,67.0,6.7,0,,29.0,29.0,,1.0,,,,,,2.0,,,,4.0,,,,,1.0,1.0,,sekofofana,,,,,,,,,,,,
11453087,home,Al-Nassr,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191.0,20484,M,329245,EUR,760060800,M,94,94,False,42.0,37.0,3.0,2.0,12.0,12.0,,5.0,,,,,90.0,58.0,7.3,3,,26.0,31.0,1.0,3.0,3.0,1.0,,,2.0,,2.0,2.0,1.0,11.0,,1.0,,,1.0,3.0,1.0,AndersonTalisca,,,,,1.0,,,,,,,
11453087,home,Al-Nassr,Sami Al-Najei,sami-al-najei,S. Al-Najei,M,14,181.0,886,M,832312,EUR,855273600,M,14,14,False,30.0,24.0,1.0,1.0,9.0,10.0,,,,,,,55.0,39.0,7.6,2,,15.0,20.0,,3.0,2.0,1.0,,,,,2.0,1.0,,8.0,,,,,1.0,,,,1.0,2.0,,,,1.0,1.0,1.0,,,,
11453087,home,Al-Nassr,Abdulrahman Ghareeb,abdulrahman-ghareeb,A. Ghareeb,F,29,164.0,2201,M,1014447,EUR,859766400,M,29,29,False,28.0,23.0,1.0,,6.0,7.0,,1.0,,,,,55.0,42.0,6.9,1,,20.0,25.0,4.0,5.0,2.0,3.0,1.0,,,,,,1.0,12.0,4.0,3.0,2.0,,1.0,3.0,,,,,,,1.0,,,1.0,,,,
