match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_challengeLost,stat_wonTackle,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_goals,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed
14053736,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186.0,588,M,253875,EUR,817948800,G,22,22,False,True,40.0,27.0,23.0,10.0,0.0,19.0,23.0,8.0,17.0,1.0,3.0,5.0,20.0,1.0,2.0,2.0,8.0,10.0,2.0,1.0,1.0,90.0,75.0,9.9,14.0,0.00141956,76.562222242904,10.0,63.525,15.225,1.4853,0,1.856,0.07,0.02,0.4,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053736,home,Feyenoord,Jordan Lotomba,,,jordan-lotomba,J. Lotomba,D,30,177.0,516,M,796279,EUR,907027200,D,30,30,False,,29.0,28.0,,,0.0,12.0,13.0,16.0,16.0,,4.0,6.0,3.0,,,,,,,,,90.0,51.0,6.6,3.0,0.010492,120.25341650079,14.0,23.625,10.395,,1,,0.03,0.19,-0.15,,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0525,-0.04,,,,,,,,,,,,,,,,
14053736,home,Feyenoord,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190.0,1550,M,825899,EUR,922406400,D,21,21,False,,57.0,52.0,2.0,1.0,1.0,30.0,31.0,22.0,26.0,,,5.0,2.0,1.0,,,,,,,,90.0,70.0,6.6,6.0,0.121116,278.02914115338,26.0,203.49,22.68,,1,,0.17,0.26,-0.1,,1.0,3.0,,,,1.0,2.0,,,2.0,0.1124,-0.43,1.0,99.755769464826,5.0,1.0,,,,,,,,,,,,
14053736,home,Feyenoord,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187.0,1372,M,942213,EUR,855100800,D,4,4,False,,68.0,57.0,6.0,4.0,0.0,32.0,34.0,25.0,34.0,7.0,9.0,9.0,3.0,,,,,,,,,90.0,86.0,8.1,11.0,0.483118,291.18803453429,26.0,210.42,21.525,,0,,0.19,0.28,0.71,,3.0,6.0,,,,4.0,1.0,2.0,,1.0,,,,109.78792210309,6.0,1.0,2.0,2.0,,,,,,,,,,
14053736,home,Feyenoord,Jan Plug,Jan Plug,,jan-plug,J. Plug,D,25,188.0,235,M,1545079,EUR,1112400000,D,43,43,False,,26.0,16.0,2.0,,0.0,8.0,12.0,8.0,14.0,1.0,3.0,,4.0,,,,,,,,,68.0,39.0,6.2,13.0,0.00724586,19.599591640236,2.0,19.215,15.33,,0,,-0.14,0.02,-0.24,,1.0,4.0,,,,,3.0,2.0,,1.0,,,,,,,2.0,2.0,,,,,,,,,,
14053736,home,Feyenoord,In-Beom Hwang,,,in-beom-hwang,I. Hwang,M,6,177.0,3392,M,889689,EUR,843177600,M,6,6,False,,46.0,33.0,7.0,2.0,0.0,13.0,17.0,20.0,29.0,,4.0,3.0,5.0,,1.0,,,,,,,76.0,59.0,6.7,15.0,0.379967,165.49504044758,18.0,51.45,18.795,,1,,0.3,0.14,-0.22,,2.0,5.0,2.0,1.0,,,2.0,2.0,2.0,,0.0197,-0.05,,19.941437285211,1.0,,2.0,1.0,Hwang,1.0,0.1728,,,,,,,
14053736,home,Feyenoord,Luciano Valente,Luciano Valente,,luciano-valente,L. Valente,M,10,189.0,1455,M,1121400,EUR,1065225600,M,40,40,False,,43.0,34.0,3.0,1.0,0.0,8.0,11.0,26.0,32.0,,4.0,,3.0,4.0,1.0,,,,,,,75.0,58.0,5.5,15.0,0.0935629,173.43802932851,18.0,56.91,22.47,,0,,0.06,0.06,-0.23,,,6.0,2.0,1.0,,,1.0,2.0,1.0,5.0,,,,34.03855937022,1.0,3.0,,1.0,,,,3.0,2.0,1.0,,,,
14053736,home,Feyenoord,Gonçalo Borges,,,goncalo-borges,G. Borges,F,11,184.0,1088,M,979221,EUR,985824000,M,11,11,False,,11.0,6.0,,,0.0,2.0,2.0,4.0,9.0,,3.0,,3.0,1.0,2.0,,,,,,,84.0,27.0,7.4,13.0,0.0361251,75.121808940713,8.0,60.9,13.545,,1,,-0.02,0.11,-0.21,,,6.0,3.0,1.0,,,,,,,0.0821,0.53,,9.3861227351873,1.0,,4.0,,,1.0,0.5534,4.0,1.0,,1.0,,,
14053736,home,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177.0,8611,M,959805,EUR,992736000,M,8,8,False,,24.0,17.0,,,0.0,5.0,6.0,12.0,18.0,,4.0,1.0,6.0,1.0,1.0,,,,,,,90.0,43.0,6.6,12.0,0.0376476,74.966393737602,11.0,32.445,15.96,,0,,-0.21,0.3,0.27,,,6.0,4.0,2.0,,1.0,2.0,1.0,,2.0,,,,16.6353979213,1.0,1.0,,1.0,,,,,,,,2.0,,
14053736,home,Feyenoord,Leo Sauer,Leo Sauer,,sauer-leo,L. Sauer,M,16,184.0,1911,M,1150938,EUR,1134691200,M,16,16,False,,14.0,11.0,,,0.0,2.0,3.0,9.0,11.0,,4.0,1.0,3.0,3.0,1.0,,,,,,,84.0,28.0,6.5,7.0,0.0342891,82.885179441022,10.0,23.69,9.555,,3,,0.05,0.34,-0.09,,1.0,4.0,2.0,2.0,1.0,,,1.0,,2.0,0.1107,-0.48,1.0,49.315435237488,4.0,,,,,1.0,0.0623,,,1.0,,1.0,,
