match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_wasFouled,player_sofascoreId,stat_shotOffTarget,stat_wonTackle,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
11067401,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,14.0,11.0,5.0,3.0,11.0,13.0,1.0,3.0,9.0,2.0,2.0,1.0,1.0,90.0,26.0,6.3,3.0,0.0,0.0,8.509e-05,0,-0.7645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067401,home,Atlético Mineiro,Mariano,mariano,Mariano,D,,177,308,M,40076,EUR,519868800,D,25,25,False,39.0,33.0,4.0,2.0,16.0,18.0,23.0,,6.0,,,,,68.0,50.0,7.1,8.0,0.0,0.0,0.0844395,0,,True,1.0,19.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11067401,home,Atlético Mineiro,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,973737,EUR,922924800,D,3,3,False,75.0,63.0,14.0,7.0,38.0,42.0,33.0,5.0,12.0,,,,,90.0,86.0,6.6,14.0,0.0,0.0,0.00971032,0,,,,25.0,,,1.0,5.0,3.0,1.0,,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11067401,home,Atlético Mineiro,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,385916,EUR,820108800,D,28,28,False,64.0,53.0,14.0,9.0,34.0,39.0,25.0,4.0,8.0,,,,,90.0,78.0,6.9,11.0,0.0727,0.0,0.0192059,1,,,,19.0,,,3.0,5.0,6.0,,,1.0,2.0,,4.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11067401,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,D,13,13,False,83.0,70.0,2.0,1.0,27.0,32.0,56.0,2.0,5.0,,,,,90.0,110.0,6.5,20.0,0.0393,0.0,0.122468,2,,,,44.0,5.0,1.0,3.0,7.0,5.0,3.0,,1.0,1.0,1.0,4.0,,,,1.0,,,,guiarana,2.0,,,,,,,,,,
11067401,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,23,23,False,24.0,23.0,1.0,1.0,8.0,9.0,15.0,,2.0,,,,,45.0,26.0,6.5,1.0,0.0,0.0,0.00654948,0,,,,15.0,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067401,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,82.0,76.0,10.0,8.0,28.0,31.0,51.0,1.0,7.0,,,,,90.0,90.0,7.1,6.0,0.0,0.0,0.046803,0,,,,48.0,,,1.0,4.0,5.0,,,2.0,3.0,1.0,2.0,,,,,,,1.0,,,2.0,,,,,,,,,
11067401,home,Atlético Mineiro,Paulinho,paulinho,Paulinho,F,10,175,11050,M,885179,EUR,963619200,M,10,10,False,40.0,32.0,2.0,2.0,14.0,16.0,25.0,,3.0,,,,,90.0,58.0,7.6,14.0,0.0986,0.128,0.0829432,3,,,,18.0,1.0,,,1.0,9.0,5.0,4.0,2.0,,2.0,3.0,,,,1.0,,1.0,,paulinho10,1.0,1.0,1.0,1.0,2.0,,,,,,
11067401,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,False,28.0,22.0,3.0,3.0,8.0,12.0,17.0,1.0,3.0,,,,,76.0,39.0,6.8,12.0,0.0978,0.0596,0.0330517,2,,,,14.0,1.0,,3.0,5.0,2.0,2.0,2.0,,,1.0,,,2.0,,,,,,,1.0,,,1.0,3.0,,,,,,
11067401,home,Atlético Mineiro,Cristian Pavón,cristian-pavon,C. Pavón,M,7,169,2406,M,358956,EUR,822182400,M,9,9,False,30.0,23.0,1.0,1.0,10.0,11.0,23.0,,6.0,,,,,77.0,51.0,6.4,19.0,0.1117,0.0,0.131591,2,,,,15.0,4.0,2.0,2.0,10.0,3.0,6.0,1.0,1.0,1.0,4.0,1.0,,2.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,
