match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_wasFouled,stat_totalCross,stat_challengeLost,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_hitWoodwork,captain,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock
11369828,home,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191,144,M,861071,EUR,841449600,G,1,1,False,30.0,4.0,29.0,4.0,1.0,2.0,3.0,28.0,2.0,4.0,1.0,1.0,1.0,90.0,33.0,6.0,26.0,0.0,0.0,0.0021444,0,-0.8826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369828,home,Cercle Brugge,Boris Popović,,,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,14.0,8.0,3.0,1.0,3.0,3.0,5.0,11.0,5.0,3.0,,,,90.0,29.0,6.9,9.0,0.0642,0.0,0.00208067,2,,1.0,5.0,5.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
11369828,home,Cercle Brugge,Christiaan Ravych,,,ravych-christiaan,C. Ravych,D,66,187,206,M,1191212,EUR,1027987200,D,66,66,False,20.0,18.0,6.0,4.0,10.0,10.0,8.0,10.0,4.0,9.0,,,,90.0,38.0,6.9,5.0,0.0,0.0,0.0150904,0,,,1.0,3.0,5.0,1.0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369828,home,Cercle Brugge,Jesper Daland,,,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,24.0,17.0,2.0,1.0,7.0,10.0,10.0,15.0,2.0,5.0,,,,64.0,31.0,6.9,8.0,0.02,0.0,0.00690702,1,,4.0,2.0,5.0,4.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11369828,home,Cercle Brugge,Hugo Siquet,,,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,M,41,41,False,26.0,17.0,4.0,1.0,8.0,8.0,14.0,41.0,2.0,7.0,,,,90.0,82.0,8.3,32.0,0.1407,0.1938,0.293036,2,,2.0,1.0,6.0,7.0,1.0,,3.0,2.0,2.0,3.0,,,3.0,23.0,4.0,,5.0,1.0,5.0,1.0,2.0,,,,,,,,,,
11369828,home,Cercle Brugge,Leonardo Lopes,,,leonardo-lopes,L. Lopes,M,22,168,202,M,783478,EUR,912384000,M,22,22,False,37.0,28.0,1.0,,6.0,7.0,22.0,31.0,,6.0,,,,90.0,48.0,7.3,11.0,0.2023,0.0,0.0839375,2,,3.0,2.0,7.0,7.0,,2.0,1.0,1.0,1.0,,3.0,,4.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,
11369828,home,Cercle Brugge,Hannes Van Der Bruggen,,,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180,73,M,94290,EUR,733622400,M,28,28,False,44.0,29.0,9.0,1.0,9.0,9.0,20.0,35.0,2.0,9.0,,,,85.0,57.0,6.5,16.0,0.0916,0.0,0.0347137,2,,1.0,,6.0,5.0,3.0,,,1.0,,,1.0,,2.0,,3.0,2.0,,,,2.0,,,,,,,,,,,
11369828,home,Cercle Brugge,Jordan Semedo Varela,Jordan,Semedo Varela,jordan-varela,J. Semedo Varela,D,20,175,96,M,1158020,EUR,1042588800,M,77,77,False,23.0,16.0,6.0,4.0,6.0,7.0,10.0,18.0,,2.0,,,,57.0,40.0,6.7,12.0,0.2097,0.0842,0.017187,2,,2.0,2.0,5.0,4.0,2.0,,,1.0,1.0,,,1.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,
11369828,home,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,F,34,34,False,24.0,13.0,1.0,,3.0,6.0,10.0,20.0,2.0,6.0,,,,90.0,45.0,6.6,21.0,0.0,0.0,0.0818421,0,,3.0,4.0,8.0,7.0,1.0,,,1.0,,2.0,,3.0,2.0,2.0,1.0,,,,,,,,True,2.0,,,,,,,
11369828,home,Cercle Brugge,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173,972,M,911851,EUR,979430400,F,10,10,False,24.0,19.0,,,1.0,1.0,18.0,23.0,,3.0,,,,64.0,43.0,6.3,15.0,0.562,0.0,0.178795,3,,,,10.0,1.0,5.0,1.0,,,,2.0,3.0,3.0,,,,2.0,3.0,,,1.0,,,,,1.0,,,,,,
